Adress,City,Street name,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Islands Brygge, 2300 København, København S  - 3. sal",København,Islands Brygge,2300,55.65755,12.566969,19.350 kr.,1.000 kr.,103 m²,1,3.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,N/A,"Nye lejeboliger på Islands Brygge!
”Stor New Yorker-Loft med havudsigt
Store lysindfald, polerede betongulve og urbane rumforhold.
Velkommen til en Copenhagen Loft-lejlighed i det ikoniske A-House ved Islands Brygge havnefront.
Her bor du i en særdeles rummelig 1-værelses lejebolig, der åbner direkte op til boligens store køkken-alrum. Her finder du et grebsløst køkken i sort højglans med integreret skab og ovn til gourmetmiddage – foruden stor spiseplads til gæster. På badeværelset har du gulvvarme, bruseniche og ekstra bred håndvask til hverdagens plejeritualer, samt adskilt toilet med moderne væghængt toilet og håndvask.
Lejligheden er inddelt med en industriel skillevæg, der giver den velkendte New York-stemning. På venstre hånd har du eget bryggers med vaskesøjle og tørreplads. I stuen har du mulighed for at inddele rummet med et separat soveværelse, der ligger direkte ud til vinduesfacadens fine morgenlys. Herfra har du også adgang til din egen altan med udsigt over Islands Brygges havnemiljø og Amager Fælleds grønne trætoppe.
De rå betonlofter, industripræg og bygningssøjler er klassiske kendetegn i New York-lofts – og det ses tydeligt i boligen. Planløsningen stiller storbykrav til kreative indretningsidéer og giver rum til kræsne singler og par, der søger New Yorker-originalitet med nordisk kvalitet. Udenfor hoveddøren starter Islands Brygges cafékvarterer, naturområder og blå havnekanaler.
A-House på Islands Brygge
Et levende hus mellem havnefront og Fælled.
Det industrielle A-House opstod som et anerkendt kunstnerkollektiv for upcoming musikere og designere
– og rummer i dag 195 New Yorker-inspirerede lejligheder i hjertet af Islands Brygge.
Besøg dit in-house fitnesscenter, nyd en cafe latté på de hyggelige caféer og invitér gæster på italienske fristelser fra Scarpetta i stueetagen. Under huset er parkeringskælder med mulighed for leje af p-plads – også for el-biler. På taget finder du Nordens største tagterrasse, frit tilgængelig for beboerne, med loungemøbler og grønne plantekasser – og udsigt over Islands Brygge havnekanal og Amagers grønne naturområder.
Bølger, badestrande & bryggekvarter
Kom tæt på Islands Brygges blomstrende havnemiljø.
Her finder du spændende caféer, gode indkøbsmuligheder og små distancer til det, der tæller. 300m fra din lejlighed ligger Havnevigens Badestrand for små og store vandhunde – og du er kun 5 min i bil fra dit morgenbad i Havnebadet Islands Brygge, klubbens kajakpolo eller Bryggens beachvolley.
Med Amager Fælled i baghaven er det nemt at finde løbeskoene frem. Du er også kun en kort cykeltur fra Fisketorvets shoppingcenter og Strøget - og altid tæt på de gode pendlerveje via cykelbroen over Københavns Kanal eller motorvej 02 mod Nordsjælland.
Kontakt os for en personlig fremvisning.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/103m2-1-vaer-id-5010130
"Vestergade, 5884 Gudme  - Stuen",Gudme,Vestergade,5884,55.153479,10.704311,4.434 kr.,1.200 kr.,79 m²,2,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Flot lys nyistandsat 2 vær. lejlighed udlejes snarest.
Lejligheden består af dejligt køkken,stue, soveværelse, entre samt badeværelse. Der er udgang til egen altan. Mulighed for opbevaring i eget depotrum i kælder.
Lejligheden ligger i en ejendom med i alt 6 lejemål.
Kontakt os alle hverdage mellem 08-16.",https://www.boligportal.dk/lejligheder/gudme/79m2-2-vaer-id-2948088
"Kongensgade, 6700 Esbjerg, Esbjerg  - 2. sal",Esbjerg,Kongensgade,6700,55.465588,8.456693,6.950 kr.,500 kr.,79 m²,2,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Lejligheden byder bl.a. på 2 store værelser, godt badeværelse med separat brus og et fint køkken. Lejligheden er virkelig indbydende med massere af plads, helt centralt placeret i Esbjerg. 
*Billeder kommer snarrest*

Det er ikke muligt at leje en bolig i ejendommen såfremt du er registreret i RKI. 

Kontakt os med det samme for en fremvisning.

Med denne beliggenhed, kan det næsten ikke blive mere centralt. Ejendommen er beliggende på Jernbanegade og Kongensgade. Det hyggelige butiks- og caféliv i Kongensgade og på torvet. Man er desuden inden for kort afstand samt banegården, så man let kan komme videre ud i verden derfra.

Flot klassisk gul hjørneejendom i hjertet af Esbjerg som er opført i 1890. Det er tilladt at holde husdyr i ejendommen mod udlejers godkendelse.",https://www.boligportal.dk/lejligheder/esbjerg/79m2-2-vaer-id-5323778
"Hadsundvej, 9000 Aalborg, Aalborg  - 1. sal",Aalborg,Hadsundvej,9000,57.042778,9.950417,8.300 kr.,0 kr.,84 m²,3,1.,Lejlighed,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Nej,A,"Moderne lejlighed beliggende i hjertet af Vejgaard - tæt på indkøbsmuligheder og offentlig transport.

Lejligheden har gulvvarme i alle rum, samt varmegenvindingsanlæg som sikrer frisk luft i hele lejligheden. 

Lejligheden er på 1. sal og indeholder:
Køkken med alt i hårde hvidevarer, badeværelse med vaskemaskine, tørretumbler samt spabad, et funktionelt værelse samt et lækkert soveværelse.

Hyggelig baggård samt lækker tagterrasse.

Til lejemålet medfølger depotrum samt adgang til overdækket cykelparkering.",https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-5302991
"Borgergade, 9000 Aalborg, Aalborg  - 1. sal",Aalborg,Borgergade,9000,57.05094,9.918075,7.158 kr.,1.167 kr.,89 m²,3,1.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,C,"Dejlig lys lejlighed med altan kun med 2 min. gang fra gågade og havnefront
Lejlighedens køkken er indrettet med:
Der er i badeværelset vaskeskab samt spejlskab.
Derudover indeholder lejemålet følgende hvidevarer:
Soveværelset er med skydelågeskab.
Lejen indeholder henlæggelse til indvendig vedligeholdelse (§117) p.t. kr.370,83 kr. pr. måned.",https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4143117
"Agerdiget, 9620 Aalestrup, Hvam  - 1. sal",Aalestrup,Agerdiget,9620,56.687026,9.493742,6.232 kr.,200 kr.,98 m²,4,1.,Lejlighed,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Nej,N/A,"Lejemålet er beliggende på Agerdiget og består af 4 værelser samt køkken og bad. Lejemålet er 98 m2 og er klar til overtagelse snarest. Månedlig husleje er 6232 kr. og indskud beløber sig til 23700 kr. 

Send en besked, hvis lejemålet har fanget din interesse.
For at kunne leje denne bolig, kræver det man er medlem af boligforeningen. På BoligPortal annonceres kun reelt ledige boliger uden eksisterende venteliste på annonceringstidspunktet. Venligst kontakt udlejer hvis du er interesseret i lejemålet.",https://www.boligportal.dk/lejligheder/aalestrup/98m2-4-vaer-id-4658588
"Fjordgade, 7680 Thyborøn  - 1. sal",Thyborøn,Fjordgade,7680,56.703008,8.216944,7.100 kr.,0 kr.,82 m²,4,1.,Lejlighed,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,N/A,"Fuld møbleret lejlighed beliggende I centrum af Thyborøn. 
Tæt ved købmand, restauranter og strand 
Vand, varme, strøm og Wi-Fi er inkluderet i prisen. 
Mulighed for tøjvask I kælderen. 
3 seperate soverum",https://www.boligportal.dk/lejligheder/thybor%C3%B8n/82m2-4-vaer-id-5294509
"Slotsgade, 7500 Holstebro",Holstebro,Slotsgade,7500,56.357581,8.618034,5.800 kr.,800 kr.,66 m²,3,-,Rækkehus,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,N/A,"Lækker lejlighed i 2 plan centralt beliggende i Holstebro midtby ved Storåen
I lejligheden findes
Entre med trappe til 1. sal
Køkken 
stue 
bad 
På 1.sal er der loft til kip 
2 værelser og repo hvor stort velux vindue kan åbnes op til fransk altan.
Der er gulvvarme i køkken, stue, bad og entre 
Lige udenfor hovedøren er der gårdhave 
Lejligheden er beliggende i rolig ejendom, og vi søger kun rolige lejere uden husdyr.",https://www.boligportal.dk/r%C3%A6kkehuse/holstebro/66m2-3-vaer-id-4870670
"Østre Stationsvej, 5000 Odense, Odense C  - 1. sal",Odense,Østre Stationsvej,5000,55.400612,10.39014,4.800 kr.,500 kr.,34 m²,1,1.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,N/A,"Med en unik placering helt centralt i Odense udbyder vi 215 kvalitetslejligheder til udlejning. Boligerne er fordelt på syv etager – fra stueniveau til sjette sal. Ejendommen består primært af 1-værelses lejligheder, mens der er enkelte 2-værelses boliger.


INDE:
De 1-værelses lejligheder er praktisk indrettet med eget køkken, bad/toilet, lille opholdsområde og sengeplads, mens de 2-værelses også er udstyret med et separat soveværelse. Boligerne er opført i et råt og industrielt look med betonloft og store vinduespartier, som sikrer lyse og indbydende boliger. Der er således tale om attraktive lejligheder for dig, der ønsker at bo centralt i en af Danmarks største studiebyer. 

UDE:
I forbindelse med projektet er der etableret en lækker gårdhave med siddemuligheder på plinte og terrasser samt bede med beplantning. 

HÅRDE HVIDEVARER:
Der er køle-/fryseskab, indbygningsovn, 2-zoners induktionskogeplader og emhætte i lejlighederne. Vaskemaskine og tørretumbler findes i kælderen.

HUSDYR:
Katte: Lejere kan ansøge om tilladelse til at holde én indekat på adressen. Udekatte er ikke tilladt.
Hunde: Det er ikke tilladt at holde hund.
Andre dyr: Kontakt os.

PARKERING:
Der er mulighed for at leje en p-plads i en p-kælder i nærheden. Kontakt os for mere info.

FÆLLESAREALER:
Der er fælles møblerede opholdsrum på flere af ejendommens etager, hvor beboerne kan dyrke fællesskabet i hyggelige omgivelser. Derudover er der etableret et festlokale i ejendommens kælder.  

ELEVATOR:
Der er elevator i opgangen.",https://www.boligportal.dk/lejligheder/odense/34m2-1-vaer-id-5378789
"Livøvej, 9681 Ranum  - Stuen",Ranum,Livøvej,9681,56.895153,9.184695,5.000 kr.,1.000 kr.,136 m²,4,Stuen,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,N/A,Lejlighed på landejendom med fantastisk udsigt over marker og Limfjorden,https://www.boligportal.dk/lejligheder/ranum/136m2-4-vaer-id-4346965
