Adress,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Gl. Hadsundvej, 8900 Randers, Randers C  - 1. sal",4.695 kr.,750 kr.,66 m²,3,1.,Lejlighed,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,N/A,"Hyggelig 1. sals lejlighed udlejes med overtagelse hurtigst muligt. 
Lejligheden indeholder et stort køkken/alrum og stue og 1 regulære lyse værelser og et lille kammer. 
Badeværelse med bruseniche og vaskesølje med vaskemaskine og tørretumbler.
Til ejendommen er der fælles have og parkeringsplads. 
Ejendommen består af to mindre huse med 3-4 lejemål i hvert hus. 
Der er efter aftale mulighed for tidligere overtagelse",https://www.boligportal.dk/lejligheder/randers/66m2-3-vaer-id-5312281
"Klintevej, 5300 Kerteminde  - Stuen",2.386 kr.,700 kr.,35 m²,1,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,N/A,"På Kerteminde kollegium beliggende ved Kerteminde Sydstrand er der en 35 kvadratmeter 1-værelses studielejlighed for studerende til leje pr. 1. oktober 2023. Det kan måske være muligt at overtage den tidligere. 
Lejligheden er placeret i stueplan, og den rummer 1 værelse, eget badeværelse og te-køkken. I te-køkkenet er der egen studieovn, to kogeplader, køkkenvask og skabe til opbevaring af køkkengrej. Lejlighedens badeværelse har eget toilet, håndvask og bruser. 
Kollegiet har eget vaskerum med to vaskemaskiner og to tørretumbler. Der er også et tørrerum, hvor man kan hænge sit tøj op til tørring, og i samme rum findes tre frysere, som deles med de 12 andre beboere på kollegiet. Der er et fælles rengøringsrum, hvor man kan låne en støvsuger, spande, koste osv. 
Udendørs har kollegiet en parkeringsplads og indendørs cykelskur. Der er et fælles fliseområde med bord-bænkesæt, og der er opsat grills. 
Kollegiet ligger med udsigt til Sydstranden på den ene side og anlæg og skov på den anden side. Der er ca. 10 minutter på gå-ben ned til Kerteminde centrum, hvor der både er busstation og forskellige indkøbsmuligheder. 
Energien opkræves aconto sammen med huslejen. Brug af vaskemaskinerne og tørretumblerne er indeholdt i huslejen. 
Viceværten kan kontaktes alle hverdage fra kl. 8-18. I weekenden fra kl. 9-15.",https://www.boligportal.dk/lejligheder/kerteminde/35m2-1-vaer-id-5371970
"Miliegræsset, 5220 Odense, Odense SØ",7.800 kr.,N/A,69 m²,3,-,Lejlighed,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,N/A,"I attraktive Fraugde udlejes dette dejlige 2 plans rækkehus. Boligerne er beliggende centralt i Fraugde tæt på daginstitution, indkøbsmuligheder, fritidsaktiviteter samt motorvejen. Boligerne er i 2-plan og der findes 3-, 4- og 5-vær. boliger. Der er skabe på samtlige værelser. Boligen overtages med indbygnings-ovn, kogeplade, emhætte, køle/frys og opvaskemaskine. Lejer skal selv medbringe vaskemaskine og evt. kondens tørretumbler. Installationer er forberedt. Billederne er fra lignende bolig i bebyggelsen. Der medfølger et lille redskabsskur til boligen samt adgang til fælles arealer og parkeringsplads. Husdyr skal godkendes. Huslejen er angivet excl. forbrug (el, varme, vand og spildevand). Forbrug afregnes af lejer direkte til forsyningsstederne.",https://www.boligportal.dk/lejligheder/odense/69m2-3-vaer-id-5378394
"Jørgen Nyborgs Vej, 4200 Slagelse  - 2. sal",8.250 kr.,N/A,58 m²,2,2.,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,N/A,"Tæt på Slagelse centrum, indkøbsmuligheder og kultur, opfører vi nu boligfællesskabet Sophushaven. Byggeriet er så småt skudt i gang, og i starten af 2023 slår vi dørene op for endnu 70 moderne lejeboliger for voksne uden hjemmeboende børn. Boligfællesskabet opføres i en lukket, grøn oase tilbagetrukket fra vej og trafik. Sophushaven er, som de øvrige Agorahaver, kendetegnet ved et grønt fællesskab, som den 1.000 m2 store, fælles atriumhave, danner den perfekte ramme om. De mange fællesfaciliteter giver dig mulighed for en fri og aktiv hverdag – og et naboskab ud over det sædvanlige. Det er dét, der gør livet i Sophushaven til noget ganske særligt.
 
I Sophushaven findes der både toværelses og treværelses boliger. Vi kalder de toværelses for Type A og de treværelses for Type B. Både de toværelses og de treværelses har forskellige variationer. Disse variationer består hovedsageligt i størrelsen på altanen/terrassen, placeringen af vinduerne og enkelte afvigelser i kvadratmeter. Uanset hvad du vælger, får du en lys, moderne og nybygget bolig med store vinduer. Og hvor du næsten ikke skal tænke på vedligeholdelse. Alle boliger har enten udendørs altan eller terrasse, og et smalt for-areal, som vender ind på atriumhaven. Her er der plads til en bænk, eller et lille cafésæt af metal, hvor du har mulighed for at forlænge ""udesæsonen"", nyde stemningen og møde naboerne i den grønne have.",https://www.boligportal.dk/lejligheder/slagelse/58m2-2-vaer-id-5306398
"Jægersborg Alle, 2920 København, Charlottenlund  - 2. sal",17.900 kr.,2.000 kr.,129 m²,3,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,D,"Beliggende i en flot ældre herskabelig ejendom, udlejes denne lyse 3 værelses lejlighed med skøn altan. Lejligheden er flot indrettet med parketgulve, stuk samt indbyggede skabe og helt nyt Svane køkken. Værelserne er fordelt på en flot og rummelig stue/spisestue samt 2 gode soveværelser, nyere badeværelse med vaskemaskine og tørretumbler samt nyt køkken. Lejligheden er godt beliggende på hjørnet af Jægersborg Allé og Ole Bruuns Vej. Fra altanen er der god udsigt over Alléen samt de stille villaveje. Ligeledes centralt beliggende med tæt afstand til Menu og handelsstrøget med mange indkøbsmuligheder, Charlottenlund s-tog station samt Bernstorffsparken.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/129m2-3-vaer-id-5359110
"Balle Husevej, 8600 Silkeborg",9.195 kr.,N/A,95 m²,4,-,Lejlighed,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,N/A,"FLYT IND MED RABAT:Netop nu tilbyder vi en særlig lejerabat på en lejebolig på Balle husevej. Underskriver du lejekontrakt inden 1. august 2023, får du to måneders gratis husleje (gælder ikke a conto-udgifter).
Velkommen til Balle husevej,

Her finder du 30 unikke lejligheder med skøn placering i Silkeborg som især er kendt for Søhøjlandets mange outdooroplevelser og unikke kulturelle events.

I denne 4 værelses bolig får bl.a:


Både entre og rummeligt bryggers
Stort køkken der er indrettet med hvide HTH elementer
Hårde hvidevarer,
Velfungerende køkken/alrum i åben forbindelse med stue.
Dejligt badeværelse
Rummelig stue med udgang til stor altan/have
Soveværelse med indbyggede skabe og adgang til altan
2 gode værelser
Carport
Skur
Grønt fællesområde

Lejevilkår:


Det er tilladt at holde 1 stk. hund på max 35 kg eller under 40 cm i højden (med forbehold). Katte er ikke tilladt.
Det er ikke muligt at leje boligen, hvis du er registreret i RKI.

* Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende bolig, og at udsigt m.v. derfor kan variere.

Området:

I det nordvestlige Silkeborg ligger Buskelund. Området er kendetegnet ved skøn natur, godt foreningsliv og børnevenlige stier. Der bor ca. 12.000 indbyggere i området, og der kommer flere til. Området er populært blandt børnefamilier og tilflyttere, og beliggenheden er oplagt for pendlere, der herfra har ca. 5 minutter til motorvejen mod Aarhus eller Herning. Med kun 5 kilometer til Silkeborg centrum er der desuden nem adgang til bylivets faciliteter som café, restauranter og specialbutikker.

Buskelund er et roligt område med kuperet terræn og et rigt dyreliv. Her er alt, hvad du har brug for i hverdagen med skole, daginstitutioner, idrætsfaciliteter og indkøbsmuligheder.Via stisystem er det muligt at nå vidt og trygt omkring i området.",https://www.boligportal.dk/lejligheder/silkeborg/95m2-4-vaer-id-5369815
"Skovbrynet, 8900 Randers, Randers C  - 2. sal",4.298 kr.,500 kr.,67 m²,2,2.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,C,"Beliggenhed
Centralt beliggende og renoveret ejendom, tæt på banegården, overfor offentligt parkanlæg og med byens centrum i gåafstand med et stort udvalg af indkøbsmuligheder. Der er fælles gårdhave til ejendommen. Børneinstitutioner og skoler i gåafstand.

Faciliteter
Vaskefaciliteter henvises.

Øvrigt
Dørtelefonanlæg. Altaner på de fleste lejemål. Afhøvlede massive trægulve og stuklofter.",https://www.boligportal.dk/lejligheder/randers/67m2-2-vaer-id-5366753
"Møllegade, 6200 Aabenraa  - 1. sal",2.800 kr.,400 kr.,24 m²,1,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,N/A,"Fin lille 1. værelset lejlighed i Aabenraa by. 5 min fra gågaden og 5 min fra diverse uddannelsessteder. Lejligheden indeholder et stort værelse samt køkken + wc/bad på gangen som skal deles med to andre beboere. 
Tilgang til vaskemaskine og tørretumbler mod betaling.",https://www.boligportal.dk/lejligheder/aabenraa/24m2-1-vaer-id-4772385
"Skt. Hans Gade, 5000 Odense, Odense C  - 2. sal",5.900 kr.,400 kr.,49 m²,2,2.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,D,"Beliggende mellem Odense Havn og det populære Skibhus kvarter med utallige handle- og shopping muligheder, på Skt. Hans Gade finder man 83 lejemål. Lejemålene spænder fra 28-85 m2 fordelt på hhv. 1,2 og 3værelses lejligheder. 

Området har både parkering, legeplads, fælles vaskeri og cykelparkering, så her er alt hvad man har brug for, og blot 10 minutters gang herfra møder man Odenses gågader, banegården og meget mere.",https://www.boligportal.dk/lejligheder/odense/49m2-2-vaer-id-5279786
"Torvegade, 7800 Skive  - 2. sal",4.600 kr.,1.100 kr.,92 m²,4,2.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Lejemålet er beliggende på Torvegade og består af 4 værelser samt køkken og bad. Lejemålet er 92 m2 og er klar til overtagelse snarest. Månedlig husleje er 4600 kr. og forudbetalt husleje og depositum beløber sig til i alt 13800 kr. 

Send en besked, hvis lejemålet har fanget din interesse.",https://www.boligportal.dk/lejligheder/skive/92m2-4-vaer-id-4965520
