Type,Name,Latitude,Longitude
Schools,Holmegårdsskolen,55.66163806470588,12.47073878235294
Schools,Skolen Ved Sundet,55.65276960833333,12.62800905
Schools,Bellahøj Skole,55.703968941666666,12.509382983333332
Schools,Tingbjerg Skole,55.71865302857143,12.485410314285714
Schools,Nørre Gymnasium,55.71828225,12.47134033
Schools,Hendriksholm Skole,55.66905105714286,12.457438478571428
Schools,Naturcenter Amager Strand,55.66320233,12.6378805
Schools,Højdevangens Skole,55.64656758,12.60384102
Schools,Kalvebod Fælled Skole,55.62388293333333,12.570174146666666
Schools,International School of Hellerup,55.72247783076923,12.56039643076923
Schools,SOSU H,55.66752840769231,12.55706806153846
Schools,Kildevældsskolen,55.71565806428571,12.569709221428573
Schools,Amager Fælled Skole,55.66215293333333,12.594657155555556
Schools,Gerbrandskolen,55.647696935714286,12.616443707142857
Schools,Oehlenschlægersgades Skole,55.6674667625,12.550770833333331
Schools,NEXT Uddannelse København,55.703422972727274,12.534653172727271
Schools,Maglegårdsskolen,55.74351412941176,12.569542511764704
Schools,Tårnbygårdsskolen,55.619052383333326,12.6052581
Schools,Copenhagen International School,55.71194296976744,12.598575525581396
Schools,Langhøjskolen,55.620742914285714,12.489179957142856
Schools,Carolineskolen,55.72237394285714,12.576566157142857
Schools,Dyssegårdsskolen,55.732751683333326,12.5393019
Schools,Kildegård Privatskole,55.73710380833333,12.541973325
Schools,Søborg Skole,55.734212442857135,12.51172225
Schools,Gentofte Skole,55.74290716,12.547348833333333
Schools,HF-Centret Efterslægten,55.709424411111115,12.513373133333332
Schools,Uddannelsescenter UiU,55.711384853846155,12.513207169230768
Schools,Gammel Hellerup Gymnasium,55.73065275555556,12.572293277777776
Schools,Munkegårdsskolen,55.7354222,12.522401333333333
Schools,Skovmoseskolen,55.67949054444445,12.443312838888888
Schools,Bordings Friskole,55.69417701538462,12.57662133076923
Schools,Københavns Erhvervsakademi,55.70379713,12.537158105
Schools,Rådmandsgade Skole,55.69906006190476,12.550313085714285
Schools,Grøndalsvængets Skole,55.69832608333333,12.526367883333332
Schools,Det Kongelige Vajsenhus,55.68410006,12.5665466
Schools,Ordrup Gymnasium,55.76000557692308,12.575781
Schools,Skolen ved Bülowsvej,55.6821826,12.546053523809524
Schools,Kastanievej Efterskole,55.678149478571434,12.542984485714284
Schools,Tjørnegårdsskolen,55.75513628,12.5306697
Schools,Vesterbro Ny Skole,55.66571171052632,12.540393368421052
Schools,Pilegårdsskolen,55.62063877857143,12.594858328571428
Schools,Tagensbo Skole,55.70946015,12.53404756
Schools,Skolen ved Nordens Plads,55.67007085555556,12.503198277777775
Schools,Christianshavns Skole - filialen,55.672547011111114,12.595606666666667
Schools,Frederiksberg Friskole,55.6775696,12.519902535294117
Schools,Sølvgades Skole,55.68648532333333,12.583199006666666
Schools,Sankt Annæ Skole,55.65383188571429,12.607687057142856
Schools,Strandvejsskolen,55.7117768125,12.579171575
Schools,Skovshoved Skole,55.7614576,12.594348021052632
Schools,Brøndby Idrætsefterskole,55.65149704615385,12.41641396153846
Schools,Johannesskolen,55.67459871111111,12.501517455555556
Schools,Byens Skole,55.6582065,12.505942971428572
