Adress,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Engtoften, 8260 Aarhus, Viby J  - 1. sal",12.495 kr.,484 kr.,128 m²,4,1.,Lejlighed,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,N/A,"Velkommen til Christian X's Have! I denne moderniserede bydel finder du 146 skønne lejligheder i forskellige størrelser fra 63-128 m2 og 2-4 værelser - men fælles for alle er, at vinduespartierne er store, lejlighederne er lyse og udsigten er grøn.
Dette er gældende hvad end man kigger ud på det hyggelige, græsgrønne gårdareal, de beplantede tage eller ud over byen, Brabrand Sø og Ådalen, der kan ses fra bebyggelsens gavlboliger.

Der er kun 5 km til Aarhus C, og så er du tæt på Marselisborg, Dyrehaven og Tivoli Friheden!

Alle lejligheder har lyse egeparketgulve, funktionelle køkken-alrum med hvide elementer fra Tvis køkkener og hårde hvidevarer fra Bosch og Siemens, samt lækre badeværelser i særlig god kvalitet med materialer importeret fra Italien, væghængte elementer og vaskemaskine/tørretumbler. Ligeledes er der i størstedelen af boligerne store altaner med plads til at skabe en lille oase, hvor man kan nyde de lune sommeraftener.

De eksklusive penthouselejligheder har store tagterrasser.

Der er depotrum til alle lejligheder og cykelparkering i gård og kælder.

*Parkeringsplads kan lejes.

Lyder dette som noget for dig? Så kontakt os endelig for en fremvisning!",https://www.boligportal.dk/lejligheder/aarhus/128m2-4-vaer-id-5368298
"Hasserisgade, 9000 Aalborg, Aalborg  - 2. sal",7.563 kr.,1.150 kr.,118 m²,4,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Står du og mangler en stor og rummelig 4-værelses lejlighed i Aalborg centrum? Så er lejligheden her! 

Lejligheden er beliggende centralt i Aalborg med kort afstand til gågaderne, Kennedy Arkaden, diverse handlemuligheder samt offentlig transport. 

Lejligheden har et dejligt køkken med opvaskemaskine, badeværelse, stuer en-suite og to værelser. 

Lejemålet overtages som beset.",https://www.boligportal.dk/lejligheder/aalborg/118m2-4-vaer-id-5370276
"Lorentzgade, 8900 Randers, Randers C  - 1. sal",4.800 kr.,600 kr.,74 m²,3,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Lejemålet er beliggende på Lorentzgade og består af 3 værelser samt køkken og bad. Lejemålet er 74 m2 og er klar til overtagelse snarest. Månedlig husleje er 4800 kr. og forudbetalt husleje og depositum beløber sig til i alt 14400 kr. 

Send en besked, hvis lejemålet har fanget din interesse.",https://www.boligportal.dk/lejligheder/randers/74m2-3-vaer-id-5290502
"Kromarken, 7730 Hanstholm  - 1. sal",4.900 kr.,0 kr.,50 m²,2,1.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Ja,C,"Husleje er inklusiv vand og varme. 
Flot lys 2 værelses lejlighed der er godt udnyttet. Meget tæt på skole og indkøb.",https://www.boligportal.dk/lejligheder/hanstholm/50m2-2-vaer-id-5344816
"Barfredsvej, 9900 Frederikshavn",3.250 kr.,850 kr.,42 m²,2,-,Hus,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Nyistandsat og moderniseret 2 værelses taglejlighed.
Indeholder èntre, nyere hvidt køkken, badeværelse samt stue.
Der er opvaskemaskine og vaske-tørremaskine.
Dejlig lys lejlighed med afhøvlede og lakerede gulve.",https://www.boligportal.dk/huse/frederikshavn/42m2-2-vaer-id-2921245
"Vestre Strandallé, 8240 Aarhus, Risskov  - 1. sal",6.700 kr.,500 kr.,35 m²,1,1.,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,N/A,"På Vestre Strandallé 60-64 udlejer vi 112 indbydende lejligheder, der ligger tæt på både midtbyen og naturen. Lejemålene er primært 1-værelses lejligheder i forskellige størrelser fra 33-53 m2, herudover er der en 3-værelses lejlighed på 128 m2. Ejendommen er en etageejendom, hvor der på hver etage er et stort fælles køkken-alrum, som beboerne kan mødes i.

KAMPAGNE:
Ved indgåelse af lejekontrakt med lejestart den 4. juli, gives der 1 måneds gratis husleje.

NB: Dette er en type-annonce for projektets 1-værelses lejligheder. Priser, adresser, plantegninger m.m. kan derfor variere. 

INDE:
Alle boligerne er udviklet i stilfulde kvalitetsmaterialer med det mest nødvendige for ethvert behov, som gør dem attraktive for dem, der ønsker et moderne og lyst hjem med eget køkken og bad. Køkkenerne er lavet i lyse materialer med både induktionskogeplade, emhætte, ovn og køleskab med indbygget fryser. Alle boligerne har tilknyttet et depotrum på etagerne i ejendommen, ligesom alle også har adgang til fællesvaskeri.

NB: Billederne er fra en lignende prøvebolig i samme opgang.

UDE:
Mange af boligerne har adgang til en privat terrasse eller altan. På 2. sal forskønnes mange af boligers indendørs boligkvadratmeter af ovenlysvinduer. Desuden har ejendommen flere fælles altaner på hver etage, som alle lejere har adgang til.

HÅRDE HVIDEVARER:
Der medfølger hårde hvidevarer i form af ovn, kogeplade og køleskab med integreret fryser.

HUSDYR:
Hund: Det er tilladt at holde en mindre hund på maks. 15 kg. i boligerne.*
Indekat: Det er tilladt at holde indekat i boligerne.*
Øvrige husdyr: Kontakt os.

*Der skal altid udarbejdes en husdyrserklæring til det pågældende husdyr. Kontakt os for mere info, hvis du ønsker at holde husdyr i din bolig.

PARKERING:
Der er 23 gratis parkeringspladser i terræn ved ejendommen.

ELEVATOR:
Der er elevator i opgangene.",https://www.boligportal.dk/lejligheder/aarhus/35m2-1-vaer-id-5353613
"Løkkegade, 9000 Aalborg, Aalborg  - Kælder",5.995 kr.,600 kr.,62 m²,2,Kælder,Lejlighed,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,D,"Nu har du muligheden for at bo i Aalborgs kulturhjerte. Inden for en radius på 100 meter finder du Nordkraft, Musikkens Hus, caféer og shopping. Lejligheden er komplet moderniseret i 2011, og fremstår derfor lækkert med masser af moderne komfort. 

Bemærk, husdyr er tilladt og vinduernes højde er perfekt til hvis man har kat.",https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-3093080
"Ryesgade, 9000 Aalborg, Aalborg  - 1. sal",5.313 kr.,425 kr.,54 m²,2,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,E,"Dejlig 2-værelses lejlighed beliggende på Ryesgade, 9000 Aalborg. 

Lejlighed beliggende i Aalborg Vestby med kort afstand til Lystbådehavnen, Aalborg Streetfood, diverse handlemuligheder samt offentlig transport. Derudover er du i gåafstand til Aalborg Centrum. 

Lejemålet indeholder eget køkken og toilet, samt en stue og et værelse. 

Lejligheden er ved overtagelsen nymalet og med nybehandlede gulve.",https://www.boligportal.dk/lejligheder/aalborg/54m2-2-vaer-id-5376368
"Sundsmarkvej, 6400 Sønderborg  - Stuen",5.000 kr.,1.000 kr.,75 m²,2,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,N/A,"Flot stort 2 værelses lejemål udlejes pr. 01-09-2023 eller efter aftale.  
Lejemålet er beliggende rolig omgivelse men kun 250 meter fra centrum.
Lejemålet indeholder entre, stor stue, nyere køkken med opvaskemaskine, soveværelse og bad/wc med plads til egen vaskemaskine. 
Der er parkeringsplads til lejemålet.",https://www.boligportal.dk/lejligheder/s%C3%B8nderborg/75m2-2-vaer-id-3526891
"Vesterhavsvej, 9490 Pandrup",6.700 kr.,0 kr.,160 m²,4,-,Hus,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,N/A,"OBS. DER DRIVES IKKE LÆNGERE LANDBRUG MED DYREHOLD PÅ EJENDOMMEN - UDHUSE ER LAVET OM TIL LAGER/KONTOR FOR DIVERSE VIRKSOMHEDER. 

Nu udlejes Vesterhavsvej, beliggende mellem Hune og Pandrup m. kort køreafstand til indkøbsmuligheder samt skole og idrætsfaciliteter i Pandrup. 

Boligen er på 160 m2 i stueplan (1 sal ikke benyttet), og består af stort bryggers m. nyere elementer, nyere badeværelse m. brus og gulvvarme, fint køkken med spiseplads og udgang til terrasse, stor stue med trægulv samt 3 værelser hvoraf det ene er et gennemgangsværelse. 

Foruden boligen forefindes gårdsplads, have samt eget garageanlæg m. elport.",https://www.boligportal.dk/huse/pandrup/160m2-4-vaer-id-5377591
