Adress,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Lokes Ager, 6000 Kolding, Dalby",10.700 kr.,0 kr.,100 m²,4,-,Rækkehus,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,N/A,"Dalby Bakke ved Kolding er et nyt forstadsområde beliggende på Lokes Ager, der efterhånden er vokset sammen med Kolding. Her udlejer vi 69 indbydende rækkehuse, hvor der både er 3- og 4-værelses boliger der varierer i størrelsen mellem 96 m2 og 117 m2, så der er mulighed for at finde den bolig, der passer lige til dig og din familie.

Alle boliger er opført i en nutidig, lys og indbydende stil med køkkener fra Svane Køkken, en god rumfordeling og store vinduespartier, der sikrer et godt, naturligt lysindfald.

KAMPAGNE:

Få 1 måneds gratis husleje, ved indflytning til og med d. 1. april 2023 

 

INDE: 

I de 3-værelses rækkehuse træder du ind i husets entré, der leder dig videre ind det store i køkken-alrum, som har plads til både spisestue og opholdsstue. Køkkenet er placeret i midten af rummet, hvilket giver en god mulighed for at indrette begge dele, samtidig med at hele familien kan være samlet i et rum. Herudover byder huset på bryggers, badeværelse samt to separate værelser. Denne boligtype finder du også som en 4-værelses bolig, hvor du får 3 separate værelser men et lidt mindre køkken-alrum, der dog stadig har god plads og mulighed for at indrette med både spiseplads og opholdsstue.

Træder du ind i en af de 4-værelses gårdhavehuse mødes du af en entré med opbevaring, der samtidig fungerer som fordelingsgang til to separate værelser og et badeværelse. Herfra kan du også gå videre ind i husets store køkken-alrum med god plads til både spisestue og opholdsstue. Køkkenet er indrettet med et ovenlysvindue, der skaber et fantastisk lys i rummet. Herudover finder du et depotrum og et ekstra værelse, så denne bolig byder på i alt 3 separate værelser.

UDE: 
Alle boliger har direkte udgang til flisebelagte terrasser samt et havestykke og eget redskabsrum.

OPVARMNING:
Alle 69 rækkehuse er opvarmet med gulvvarme i alle husets rum.

HÅRDE HVIDEVARER: 
Rækkehusene er udstyret med stort køle/fryseskab, emhætte, ovn, kogeplade, opvaskemaskine, vaskemaskine og tørretumbler. 

FÆLLES:
Rækkehusene er placeret i et dejlig grønt område med grønne arealer mellem boligerne. Der er dermed rig mulighed for, at mødes som naboer, se børnene lege og spille bold samt nyde årstidernes gang.

HUSDYR:
Katte: Lejere kan ansøge om tilladelse til at holde én indekat på adressen. Udekatte er ikke tilladt.
Hunde: Lejere kan ansøge om tilladelse til at holde hund. 
Andre dyr: Kontakt os for vores samlede husdyrsregler.

PARKERING:
Hver bolig har privat parkering foran eget rækkehus.",https://www.boligportal.dk/r%C3%A6kkehuse/kolding/100m2-4-vaer-id-5359268
"Jernbanegade, 5800 Nyborg  - Stuen",4.300 kr.,350 kr.,37 m²,1,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Total nyrenoveret lejlighed, med gulvvarme og sprit nyt hth køkken, lavt varmeforbrug mm.

En lejlighed der skal ses samt opleves.",https://www.boligportal.dk/lejligheder/nyborg/37m2-1-vaer-id-5375254
"Sct. Mathias Gade, 8800 Viborg  - 3. sal",5.750 kr.,750 kr.,89 m²,2,3.,Lejlighed,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,N/A,"Lækker 2 værelses lejlighed med udsigt over Viborg.
Tæt på banegård, indkøb og meget mere finder du denne hyggelige lejlighed.
Lejemålet indeholder gang, køkken-alrum, soveværelser samt badeværelse
Udover ac varme og leje betales kr. 400 ac el.   

HUSDYR TILLADT",https://www.boligportal.dk/lejligheder/viborg/89m2-2-vaer-id-2528559
"Poul Larsens Vej, 9000 Aalborg, Aalborg  - 1. sal",6.995 kr.,600 kr.,63 m²,2,1.,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,N/A,"Ankomstpladsen markerer indgangen til Aalborgs populære bydel, Eternitten, hvor det vrimler med liv og en skøn, urban stemning. På Eternitten er du tæt på både busforbindelser, motorvej, fitness, dagligvarebutikker og meget mere. På Ankomstpladsen kan du vælge mellem 134 moderne 1-, 2- eller 3-værelses lejeboliger med gode lysforhold og et råt udtryk.

Størstedelen af lejlighederne er indrettet med rå betonvægge og smarte newyorker-glasvægge, der skaber de perfekte rammer for en personlig stil. Lejlighederne har et lyst, nordisk look med gulve i Colorado Oak og hvide vægge, mens vinduesrammerne har fået en markant sort farve for at bryde looket og skabe en interessant kontrast.

Det stilrene køkken fra Svane Køkkenet er placeret, så det er boligens naturlige omdrejningspunkt. Badeværelset er stilrent med mørkegrå klinker, bruseniche med glasvægge og plads til vaskesøjle. Du skal som lejer selv medbringe vaskemaskine og tørretumbler.

Alle lejligheder har terrasse, altan eller tagterrasse alt efter, hvilken etage du er på. Der er naturligvis elevator, hvis du har kig på en penthouselejlighed.

Der er gulvvarme i alle rum, ligesom der også medfølger depotrum til alle lejligheder – disse findes i kælderen.

*Der er mulighed for midlertidig parkering på terræn (mod betaling – prisen er dog ikke fastlagt endnu). På sigt opføres et p-hus på nabogrunden.

OBS. Billederne er fra den etablerede 2-værelses prøvebolig. Plantegningen er retvisende.

Der kan søges om dispensation til et mindre husdyr.

Kontakt os endelig for en fremvisning!",https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5357820
"Hundige Stationsvej, 2670 Greve  - 2. sal",8.550 kr.,600 kr.,55 m²,2,2.,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,N/A,"Lejligheden
                            Spændende  2-værelses lejlighed, hvor du bliver budt ind i lejligheden gennem en mindre entré med plads til overtøj. I lejligheden findes i øvrigt soveværelse med skabsplads og et badeværelse i tidløst minimalistisk design med fliser på gulv og i brusenichen, gulvvarme og vaskesøjle. Resten af lejligheden har flotte egetræsgulve og gulvvarme.  Lejligheden har køkken/alrum med moderne hvidt Svane køkken og med alt i hårde hvidevarer. Her er plads til kombineret spise- og stuearrangement, som ligger i åben forbindelse til altanen, hvor kaffen kan nydes. 
Tanken bag lejlighederne er Simple Living, som først og fremmest handler om, at du får ro og overskud til at fokusere på de få, men vigtige ting i livet. Det handler om at leve med så få ting som muligt og kun eje det, du har brug for i dit daglige liv. Netop dette kan vi tilbyde dig i vores effektive og velindrettede lejligheder. Det handler om at leve med så få ting som muligt og kun eje det, du har brug for i dit daglige liv.

Det er muligt at ansøge om husdyrtilladelse til et husdyr i alle lejemål, som skal godkendes af udlejer.

                                      NB: Billederne viser derfor ikke den pågældende lejlighed, men i stedet billeder fra prøveboligen. Billedernes formål er at give en fornemmelse af stil og materialevalg. Ift. planløsning henviser vi til plantegningen. Kom gerne forbi til et åbent hus, eller ring og book en personlig fremvisning.

                                                      Ejendommen
                            Strandby Høje  er en helt ny og elegant boligejendom, som kendetegnes ved de lyse nuancer samt de skrånende, begrønnede tagflader. Her får du de bedste muligheder for at nyde hverdagen med dine kære og ikke mindst det gode naboskab og fællesskab.

                                      Lokalområdet
              Strandby Højes centrale beliggenhed gør det nemt at få hverdagen til at gå op i en højere enhed. I Hundige Strandby bor du tæt på skole, fritidsaktiviteter, shopping og kultur. 

Her er du omgivet af flere grønne områder og ikke mindst Hundige Strands 8 km lange børnevenlige sandstrand og smukke natur – en oplagt oase til gåture, sommerdage med vandsport eller løbeturen.

Kulturhuset Portalen lokker med koncerter og teaterforestillinger og på ARKEN kan du opleve kunst og udstillinger i verdensklasse. 

Waves ligger lige ved siden af og byder på både shopping og de daglige indkøb, foruden en biograf og et stort udvalg af hyggelige caféer og restauranter. 

Strandby Høje ligger centralt i forhold til både motorvej og offentlig transport med både bus og S-tog station lige uden for døren. S-toget kører dig både til Køge og København på kun 20 minutter.

                      
Bofællesskab ikke muligt.",https://www.boligportal.dk/lejligheder/greve/55m2-2-vaer-id-5368180
"Sindingvej, 7480 Vildbjerg  - 1. sal",6.240 kr.,0 kr.,86 m²,3,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,N/A,Lejligheden ligger meget centralt i Vildbjerg med en dejlig stor altan ud til grønt område.,https://www.boligportal.dk/lejligheder/vildbjerg/86m2-3-vaer-id-5369097
"Vestergade, 9560 Hadsund  - Kælder",5.150 kr.,0 kr.,90 m²,3,Kælder,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,C,"Her kan du få en stor og flot lejlighed med både have, terrasse og flot udsigt til Hadsund by. Under lejligheden er der cykelkælder med plads til cykler, havemøbler mv.,
Du vil komme til at bo tæt på Hadsunds skønne lystbådehavn og centrum. Der er højt til loftet, og flotte detaljer som enhver sætter pris på. Stort badeværelse, samt store værelser. 

Egen vaskemaskine og tørretumbler. 

Privat og personlig udlejer, så du slipper for et boligselskab. Vi værner om vores lejere, og at de skal have det godt i vores lejemål. 

Udlejes snarest muligt. 

Ring for fremvisning",https://www.boligportal.dk/lejligheder/hadsund/90m2-3-vaer-id-5200867
"Stengade, 3000 Helsingør  - 2. sal",12.500 kr.,1.500 kr.,123 m²,3,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Midt på gågaden i Helsingørs summende og historiske bykerne møder I denne indbydende store 3-værelses lejlighed på 123 m2
Alt i alt en spændende lejlighed, hvor mange af kvm´erne er fordelt på et kæmpestort rum, hvor der både er køkken, alrum og stue i et. En super lejlighed, hvorfra der er indgang via gårdhaven, som er en rigtig lille oase, med fuldstændig fred og ro, en fantastisk beliggenhed

Lejligheden er placeret på 2. sal i en ejendom med butikslokaler i stueplan. Fra den store og brede opgang, hvorfra man har vindfang med garderobeplads træder man ind i et fantastisk, skønt og stort rum, som rummer både entre, stort alrum og stue i et. Rummet er åbent til stort rummeligt, hvidt køkken med masser af skabs og bordplads. 2 gode og rummelige soveværelser begge med loft til kip, klædeskabe og fjernstyret ovenlysvinduer. Pænt, hvidt, rummeligt brusebadeværelse med plads til vaskemaskine.

Her får du ikke svært ved at finde dig til rette blandt gode spisesteder, charmerende specialbutikker og de forskellige kulturelle tilbud byen rummer. Fra lejligheden er der ydermere kun få hundrede meter til offentlig transport og Kystbanen mod København.

Der er mulighed for at leje 2 p-pladser til mindre biler. Lejer kr. 1.600 pr måned.",https://www.boligportal.dk/lejligheder/helsing%C3%B8r/123m2-3-vaer-id-5370279
"Duftrankevej, 5200 Odense, Odense V  - Stuen",6.950 kr.,600 kr.,63 m²,2,Stuen,Lejlighed,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Nej,N/A,"Dejlig moderne lejligheder i Gartnerbyen, Odense!
Det er en helt ny lejlighed med et dejligt åbent miljø, som er placeret i Gartnerbyen – Odenses grønne hjerte. Du kommer til at bo i et område, der er tæt på centrum, hvor du har alt inden for rækkevidde. 

•	Lejligheden har store vinduer, der giver et godt lysindfald.
•	Der er en fin altan/terrasse, hvor du kan nyde din kaffe på en solrig dag.
•	Materialerne i lejligheden er nøje udvalgt, lejligheden har et moderne udtryk.
•	Stuen ligger i forlængelse af køkkenet.
•	Fra stuen har du adgang til altanen/terrassen. 
•	I køkkenet er der er en opvaskemaskine, induktionskogeplader og godt med bordplads.
•	Stort dejligt soveværelse
•	Der er et lækkert badeværelse, klar til at der kan installeres vaskemaskine og tørretumbler. 
•	Der er depotrum i lejligheden, hvilket giver dig en god opbevaringsplads.

Mulighed for indskudsfri - skriv eller ring for at høre nærmere om denne mulighed.

*Der kan gives tilladelse til et husdyr - dette er dog altid på baggrund af en individuel vurdering, så send os gerne en besked omkring dette. Hvis du har et husdyr, skal du betale 1 måneds forudbetalt leje.",https://www.boligportal.dk/lejligheder/odense/63m2-2-vaer-id-5328038
"Kansleren, 3650 Ølstykke  - 2. sal",14.300 kr.,750 kr.,98 m²,4,2.,Lejlighed,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,A,"Flotte arkitekttegnede lejligheder i Egedals nye bydel, tæt på byen og alligevel midt i naturen. 

 



Skøn lejlighed med stort køkken-alrum og stue samlet i ét hvorfra der er direkte udgang til stor altan. Derudover har man tre fine soveværelser samt et moderne badeværelse med separat brus. Der er desuden direkte adgang til depotrum i lejligheden. 

 Boligen er lys og her er kun benyttet de bedste materialer. Ydermere er der gulvvarme og genvex som sikrer et godt indeklima. 

 Kvarteret Egedal Stationsby lige ved S tog, Føtex og Kommunens nye Rådhus i Ølstykke – direkte ud til naturen og med masser af lys – og stadig, tæt på byen og liv. 

 Boligen danner trygge og komfortable rammer for den kvalitetsbevidste livsnyder.



Bemærk venligst, at billederne kan være fra en anden bolig, hvorfor indretning, beliggenhed og udsigt kan variere. Materialevalg og kvalitet er den samme for alle boliger i ejendommen. Se plantegningen for indretningen af denne bolig.",https://www.boligportal.dk/lejligheder/%C3%B8lstykke/98m2-4-vaer-id-5376118
