City,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,PostalCode_1000-1999,PostalCode_2000-2999,PostalCode_3000-3999,PostalCode_4000-4999,PostalCode_5000-5999,PostalCode_6000-6999,PostalCode_7000-7999,PostalCode_8000-8999,PostalCode_9000-9999
Viborg,8800,56.464691,9.451645,6117.0,1554.0,84.0,3.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Silkeborg,8600,56.175623,9.493458,9295.0,300.0,121.0,3.0,0.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Aalborg,9400,57.057387,9.935577,4975.0,800.0,60.0,3.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
København,2300,55.646097,12.637325,7912.0,300.0,50.0,1.0,0.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0
København,2500,55.659268,12.510115,7800.0,600.0,29.0,1.0,4.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Odense,5000,55.392407,10.400557,6750.0,600.0,62.0,2.0,2.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
Svendborg,5700,55.04376,10.574887,22495.0,1500.0,142.0,4.0,1.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0
Frederiksværk,3300,55.973809,12.022059,10995.0,1200.0,82.0,4.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
Esbjerg,6700,55.468472,8.457263,5512.0,700.0,85.0,3.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Aalborg,9000,57.045179,9.925425,8795.0,800.0,96.0,3.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Holbæk,4300,55.719928,11.720977,14298.0,1488.0,130.0,4.0,2.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0
København,2605,55.656565,12.395442,11830.0,995.0,91.0,4.0,2.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.048087,9.937961,6175.0,672.0,61.0,2.0,1.0,Lejlighed,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8200,56.185543,10.18822,5050.0,350.0,29.0,1.0,3.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
København,2300,55.657727,12.567717,15900.0,783.0,94.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Odense,5000,55.412897,10.38875,6950.0,975.0,93.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
Aarhus,8000,56.149794,10.198281,6700.0,530.0,47.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Randers,8900,56.457967,10.039171,474786.0,700.0,75.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
København,2300,55.638175,12.581597,16500.0,1250.0,118.0,4.0,2.0,Lejlighed,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Randers,8900,56.461965,10.047671,8043.0,796.0,90.0,3.0,10.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Ans By,8643,56.312143,9.586563,5675.0,213.0,72.0,2.0,0.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Sæby,9300,57.334895,10.522154,4300.0,900.0,60.0,2.0,1.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Aalborg,9000,57.043754,9.921015,6950.0,910.0,92.0,4.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Herning,7400,56.135223,8.982152,6900.0,500.0,93.0,3.0,2.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0
Randers,8960,56.447032,10.055193,4250.0,550.0,61.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
København,2000,55.681188,12.51862,7800.0,750.0,25.0,1.0,3.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
København,2630,55.642681,12.261942,9985.0,800.0,67.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
København,2860,55.743876,12.489709,15000.0,900.0,121.0,2.0,1.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Odense,5200,55.395001,10.356362,7300.0,641.0,57.0,2.0,4.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0
København,2605,55.658426,12.394745,13400.0,1100.0,96.0,4.0,1.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Randers,8900,56.462961,10.024214,6598.0,700.0,100.0,4.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Støvring,9530,56.888297,9.837576,5766.0,1205.0,87.0,3.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Frederikshavn,9900,57.425612,10.51753,4000.0,1000.0,80.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aalborg,9400,57.057517,9.935605,6350.0,955.0,74.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
København,2300,55.657727,12.567717,16200.0,1100.0,88.0,1.0,2.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.044039,9.945012,6100.0,800.0,74.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
Randers,8900,56.458352,10.036678,7150.0,650.0,85.0,3.0,1.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Struer,7600,56.491528,8.599685,4500.0,750.0,84.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0
Vejle,7100,55.712816,9.546868,8499.0,700.0,114.0,5.0,3.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
København,2630,55.642264,12.267145,11900.0,1000.0,83.0,3.0,2.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
København,2300,55.640205,12.582386,12700.0,700.0,70.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.045256,9.923954,8338.0,900.0,101.0,3.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Hedensted,8722,55.76517,9.692598,7590.0,1000.0,74.0,2.0,0.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Esbjerg,6700,55.466634,8.457217,8500.0,700.0,102.0,3.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Kolding,6000,55.495257,9.46152,9123.0,623.0,106.0,4.0,4.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Randers,8930,56.480041,10.040392,4773.0,1003.0,76.0,3.0,0.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Struer,7600,56.489745,8.603604,3300.0,500.0,38.0,2.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Odense,5000,55.39469,10.373726,7384.0,400.0,53.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0
Aarhus,8200,56.170652,10.210195,7200.0,450.0,35.0,1.0,4.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Skive,7800,56.557669,9.033704,4300.0,1100.0,97.0,4.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Holstebro,7500,56.358149,8.61818,11000.0,0.0,117.0,3.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0
Grindsted,7200,55.756219,8.932266,8900.0,700.0,132.0,5.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Hadsten,8370,56.327505,10.04824,6950.0,950.0,88.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Sæby,9300,57.332069,10.514281,8300.0,800.0,105.0,4.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8000,56.142626,10.191951,13295.0,800.0,98.0,3.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Stege,4780,54.983605,12.285587,10600.0,600.0,135.0,5.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0
Frederikshavn,9900,57.425023,10.504328,5240.0,1329.0,107.0,3.0,3.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Struer,7600,56.489562,8.602421,4850.0,600.0,81.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0
Frederikshavn,9900,57.435505,10.531057,3200.0,1200.0,70.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aalborg,9210,57.014094,9.933184,7450.0,750.0,85.0,3.0,2.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Fredericia,7000,55.573588,9.755681,4200.0,450.0,46.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Aalborg,9000,57.043884,9.94603,5294.0,550.0,53.0,2.0,1.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
København,2300,55.619677,12.574865,11795.0,813.0,75.0,2.0,5.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Thisted,7700,56.926159,8.509193,3885.0,837.0,49.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Horsens,8700,55.862063,9.850028,5600.0,900.0,79.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Viborg,8800,56.45596,9.412338,5900.0,1250.0,104.0,4.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Randers,8920,56.468956,10.023954,4951.0,500.0,61.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Horsens,8700,55.863679,9.86406,4600.0,800.0,52.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Aalborg,9000,57.045445,9.927407,6950.0,400.0,77.0,2.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Støvring,9530,56.891886,9.841994,6700.0,800.0,97.0,4.0,1.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
Nykøbing Sj,4500,55.921581,11.663724,6295.0,1100.0,71.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0
Thorsø,8881,56.297633,9.789566,7248.0,1416.0,100.0,3.0,1.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
København,2700,55.718559,12.481988,14900.0,1150.0,126.0,4.0,4.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0
Lunderskov,6640,55.47957,9.301354,4990.0,900.0,90.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0
Bjerringbro,8850,56.375259,9.658466,4200.0,800.0,61.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Herning,7400,56.139305,8.98173,4995.0,500.0,60.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Aalborg,9000,57.039516,9.920818,6095.0,500.0,58.0,2.0,3.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Aabenraa,6200,54.936295,9.402025,6950.0,800.0,97.0,3.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0
København,2300,55.65763,12.56775,18000.0,1000.0,76.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Rødekro,6230,55.070384,9.336305,7750.0,300.0,80.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Horsens,8700,55.87398,9.80295,8050.0,250.0,75.0,2.0,2.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
København,2300,55.66614,12.62733,13600.0,1000.0,84.0,3.0,2.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Kolding,6000,55.495126,9.454623,9000.0,0.0,85.0,3.0,1.0,Lejlighed,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0
Fredericia,7000,55.564283,9.761396,6150.0,550.0,77.0,2.0,1.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Aalborg,9000,57.033675,9.906324,6350.0,600.0,77.0,3.0,3.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Aalborg,9000,57.045207,9.916463,5100.0,600.0,65.0,2.0,0.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Aalborg,9400,57.057163,9.936113,6995.0,400.0,82.0,3.0,2.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
København,2500,55.664234,12.518559,7850.0,500.0,31.0,1.0,2.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Svendborg,5700,55.065105,10.614036,4400.0,200.0,52.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
Assens,5610,55.271747,9.893427,9800.0,500.0,98.0,3.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0
Roskilde,4000,55.648257,12.132737,507802.0,450.0,34.0,1.0,7.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0
Skive,7800,56.569666,9.012815,4900.0,1500.0,98.0,3.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0
Aalborg,9000,57.051084,9.917245,5500.0,500.0,64.0,3.0,3.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8381,56.185449,10.125362,6443.0,300.0,42.0,2.0,3.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Støvring,9530,56.892685,9.841992,7800.0,300.0,92.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Aalborg,9000,57.042704,9.922849,7600.0,735.0,115.0,3.0,4.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
Aarhus,8000,56.156964,10.198749,9900.0,700.0,82.0,2.0,3.0,Lejlighed,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
København,2500,55.664234,12.518559,8100.0,500.0,31.0,1.0,4.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Odense,5000,55.408187,10.393281,5950.0,700.0,95.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
Aalborg,9000,57.04976,9.911442,5975.0,750.0,79.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Viborg,8800,56.460344,9.450507,5527.0,1638.0,92.0,3.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
København,2750,55.729681,12.353377,11900.0,950.0,76.0,3.0,3.0,Lejlighed,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Odense,5000,55.397019,10.401531,6650.0,800.0,72.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
Randers,8940,56.44941,10.043789,5500.0,0.0,72.0,2.0,2.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Vrå,9760,57.354396,9.942778,2900.0,500.0,35.0,1.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
København,2300,55.646705,12.636977,6230.0,300.0,31.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0
Haderslev,6100,55.252548,9.488481,5875.0,1250.0,100.0,3.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Aarhus,8210,56.177225,10.147424,7900.0,0.0,55.0,3.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Aalborg,9200,57.014895,9.888921,6395.0,325.0,49.0,2.0,2.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Aalborg,9400,57.058982,9.921032,4995.0,500.0,51.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8000,56.154546,10.181633,10800.0,600.0,82.0,2.0,1.0,Lejlighed,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Grenaa,8500,56.40701,10.913877,4800.0,1000.0,78.0,3.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
København,2500,55.668952,12.512915,16550.0,1000.0,93.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Struer,7600,56.491268,8.582584,4600.0,500.0,83.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Aalborg,9000,57.044811,9.919034,5060.0,461.0,56.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Hjørring,9800,57.458104,9.986647,6495.0,800.0,93.0,2.0,0.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8230,56.150093,10.166891,9300.0,0.0,72.0,2.0,0.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Aarhus,8230,56.159852,10.145398,4600.0,1200.0,27.0,1.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Nykøbing Sj,4500,55.908029,11.663687,9800.0,1000.0,157.0,4.0,2.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0
Randers,8960,56.444849,10.047906,3500.0,700.0,65.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Aalborg,9000,57.049806,9.923071,5795.0,700.0,69.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Viborg,8800,56.463552,9.391281,4475.0,825.0,62.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Esbjerg,6700,55.465786,8.455995,5879.0,520.0,45.0,2.0,4.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Roskilde,4000,55.632636,12.077507,12050.0,1170.0,81.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
Greve,2670,55.5848,12.320129,10900.0,1000.0,77.0,3.0,1.0,Lejlighed,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.048087,9.937961,6725.0,961.0,72.0,3.0,0.0,Lejlighed,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aalborg,9000,57.045519,9.928672,13000.0,800.0,119.0,4.0,2.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Kolding,6000,55.486493,9.498368,8800.0,1213.0,97.0,3.0,10.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0
Skive,7800,56.566303,9.029178,2564.0,489.0,46.0,2.0,0.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Odense,5230,55.381876,10.401269,5800.0,800.0,72.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
Tønder,6270,54.946543,8.871737,5200.0,800.0,54.0,2.0,0.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0
Vejle,7100,55.719568,9.561007,6300.0,950.0,76.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0
København,2630,55.646818,12.277312,12480.0,995.0,96.0,3.0,2.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.044656,9.917432,4718.0,725.0,48.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Fredericia,7000,55.561549,9.760964,3875.0,0.0,50.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Esbjerg,6700,55.472508,8.435001,6200.0,860.0,75.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Odense,5000,55.397166,10.378874,8008.0,225.0,55.0,2.0,3.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0
Randers,8900,56.466705,10.024494,3850.0,500.0,57.0,2.0,0.0,Lejlighed,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Silkeborg,8600,56.172834,9.554814,12100.0,1040.0,95.0,2.0,4.0,Lejlighed,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
København,2610,55.683764,12.456175,13100.0,1000.0,94.0,3.0,2.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Horsens,8700,55.872965,9.887362,6100.0,400.0,68.0,3.0,1.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Aalborg,9000,57.045815,9.914566,5995.0,600.0,64.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Vejle,7100,55.715937,9.528605,8840.0,800.0,97.0,4.0,0.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0
