City,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,PostalCode_1000-1999,PostalCode_2000-2999,PostalCode_3000-3999,PostalCode_4000-4999,PostalCode_5000-5999,PostalCode_6000-6999,PostalCode_7000-7999,PostalCode_8000-8999,PostalCode_9000-9999
Aalborg,9000,57.055487,9.898003,5995.0,600.0,71.0,2.0,2.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8000,56.155507,10.189418,9700.0,0.0,65.0,2.0,4.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
København,2450,55.651555,12.511745,7726.0,550.0,35.0,1.0,2.0,Lejlighed,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0
Helsingør,3000,56.039951,12.566716,9995.0,850.0,77.0,2.0,3.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0
Frederikshavn,9900,57.426658,10.503669,5240.0,2704.0,107.0,3.0,1.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8200,56.185543,10.18822,5150.0,350.0,29.0,1.0,4.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Esbjerg,6700,55.472871,8.473227,4900.0,300.0,57.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0
Horsens,8700,55.863451,9.867047,7600.0,750.0,116.0,4.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Aalborg,9000,57.051224,9.91644,5880.0,650.0,70.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Viborg,8800,56.451554,9.403275,4450.0,750.0,45.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Aarhus,8000,56.153086,10.205849,17000.0,1300.0,135.0,4.0,4.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Fredericia,7000,55.562358,9.759237,5125.0,750.0,77.0,3.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Kolding,6000,55.501816,9.503253,9200.0,400.0,138.0,4.0,2.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
København,2700,55.705392,12.49367,15000.0,1200.0,99.0,3.0,3.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.043835,9.944648,6795.0,800.0,74.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
Aalborg,9000,57.044382,9.943603,5548.0,550.0,61.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Odense,5000,55.388298,10.393545,10000.0,750.0,115.0,4.0,3.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0
Ans By,8643,56.307531,9.588553,5235.0,900.0,81.0,3.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Esbjerg,6700,55.46869,8.446073,5500.0,650.0,81.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Ryslinge,5856,55.24306,10.537247,4980.0,2280.0,71.0,2.0,2.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0
Aalborg,9000,57.043806,9.910696,7295.0,800.0,88.0,3.0,0.0,Lejlighed,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Aalborg,9400,57.060594,9.915822,8450.0,380.0,90.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Aalborg,9400,57.057104,9.935516,5069.0,1100.0,70.0,3.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Frederikshavn,9900,57.437986,10.535831,4600.0,900.0,99.0,3.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8381,56.184519,10.125925,11900.0,800.0,107.0,4.0,3.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Rødding,6630,55.362712,9.056142,5200.0,0.0,85.0,3.0,-1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0
København,2800,55.781156,12.486937,15808.0,1512.0,111.0,2.0,0.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Lemvig,7620,56.547419,8.311715,3600.0,650.0,56.0,2.0,1.0,Lejlighed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Frederikssund,3600,55.843237,12.062369,7748.0,800.0,58.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0
Aarhus,8200,56.190497,10.185812,8495.0,800.0,62.0,3.0,0.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Græsted,3230,56.053411,12.345119,9000.0,1500.0,80.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0
Viborg,8800,56.446913,9.401221,6995.0,1395.0,108.0,4.0,3.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Varde,6800,55.621618,8.478292,6700.0,1000.0,105.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0
Randers,8900,56.459604,10.041018,5900.0,1100.0,103.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
København,2605,55.657487,12.395957,10315.0,995.0,70.0,2.0,0.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Aarhus,8000,56.156895,10.201258,9100.0,775.0,75.0,2.0,0.0,Lejlighed,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Hillerød,3400,55.932132,12.298667,12500.0,1200.0,164.0,5.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0
Esbjerg,6700,55.474159,8.447584,4950.0,900.0,63.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Aarhus,8240,56.187142,10.214467,7995.0,700.0,59.0,2.0,2.0,Lejlighed,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
København,2605,55.659446,12.39419,11500.0,990.0,92.0,3.0,0.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Esbjerg,6700,55.465786,8.455995,5500.0,400.0,47.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Odense,5000,55.39677,10.368992,7395.0,400.0,76.0,3.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
Odense,5250,55.360934,10.35299,394680.0,600.0,33.0,1.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0
Padborg,6330,54.82589,9.361517,2250.0,0.0,39.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Brønderslev,9700,57.270752,9.943922,8975.0,1350.0,105.0,3.0,5.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Kolding,6000,55.486493,9.498368,8700.0,1213.0,97.0,3.0,9.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0
Holstebro,7500,56.369423,8.591554,6185.0,742.0,90.0,4.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
København,2750,55.729321,12.361351,12700.0,1029.0,94.0,3.0,3.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Esbjerg,6700,55.469801,8.439219,6300.0,600.0,69.0,2.0,4.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
København,1364,55.682837,12.565713,18000.0,700.0,95.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
Aarhus,8220,56.158209,10.131592,770287.0,1910.0,113.0,4.0,3.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Slagelse,4200,55.405527,11.35077,6900.0,800.0,65.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
Maribo,4930,54.774227,11.503615,3950.0,1100.0,56.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
København,2800,55.773501,12.506765,22000.0,840.0,130.0,4.0,4.0,Lejlighed,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.03369,9.945639,9079.0,1373.0,116.0,4.0,3.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Randers,8900,56.459985,10.036322,7400.0,850.0,139.0,4.0,3.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Solrød Strand,2680,55.515556,12.198174,13450.0,1000.0,100.0,4.0,1.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Aabenraa,6200,54.978485,9.498486,5595.0,750.0,72.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Middelfart,5500,55.540058,9.765376,5950.0,650.0,60.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0
Aalborg,9000,57.051362,9.915684,5006.0,600.0,50.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Aalborg,9400,57.060696,9.917188,7500.0,900.0,88.0,3.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Vejle,7100,55.713964,9.536771,757491.0,875.0,73.0,3.0,3.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Nykøbing F,4800,54.766535,11.870362,10504.0,1000.0,101.0,2.0,1.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0
Randers,8930,56.465462,10.053854,3850.0,750.0,77.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Randers,8900,56.460183,10.036327,9435.0,0.0,152.0,5.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Aarhus,8200,56.182254,10.193419,7900.0,619.0,58.0,3.0,1.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
København,2800,55.780908,12.488022,11648.0,1064.0,51.0,1.0,0.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
Aalborg,9400,57.061647,9.913813,7995.0,700.0,76.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
Aarhus,8200,56.17226,10.199162,8700.0,760.0,56.0,2.0,3.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Gørding,6690,55.470112,8.802284,5600.0,800.0,125.0,4.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0
Hirtshals,9850,57.591568,9.959699,4454.0,600.0,65.0,2.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
København,2750,55.731203,12.341708,12495.0,1200.0,90.0,4.0,1.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Aarhus,8381,56.185439,10.126467,6050.0,200.0,41.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Aalborg,9000,57.043944,9.910734,6795.0,800.0,82.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Aarhus,8260,56.124436,10.170229,9495.0,349.0,88.0,3.0,0.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Roskilde,4000,55.638182,12.069353,12995.0,950.0,82.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0
Solrød Strand,2680,55.514231,12.200018,15000.0,1300.0,127.0,4.0,2.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.042319,9.935279,7995.0,1000.0,97.0,3.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Horsens,8700,55.870876,9.836001,471417.0,500.0,42.0,1.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Viborg,8800,56.450255,9.439361,4900.0,1200.0,57.0,2.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
København,2665,55.623461,12.377455,17550.0,1000.0,138.0,4.0,4.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Them,8653,56.096135,9.549816,3700.0,700.0,37.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Aalborg,9000,57.044394,9.918145,6995.0,1100.0,121.0,4.0,4.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
København,1906,55.674908,12.5512,23000.0,1000.0,192.0,6.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
Aalborg,9000,57.043924,9.911366,8995.0,800.0,110.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Horsens,8700,55.873202,9.802844,9150.0,250.0,95.0,4.0,1.0,Lejlighed,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
København,2200,55.705008,12.54386,8900.0,450.0,43.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
Løgumkloster,6240,55.059826,9.106304,2975.0,800.0,65.0,2.0,1.0,Lejlighed,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0
Marslev,5290,55.395039,10.515797,7450.0,1400.0,92.0,4.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0
Viborg,8800,56.449922,9.41446,16000.0,1500.0,145.0,3.0,0.0,Lejlighed,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Aalborg,9000,57.035281,9.946156,7200.0,300.0,93.0,3.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Hillerød,3400,55.925975,12.299435,7270.0,900.0,40.0,1.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
Hadsund,9560,56.716746,10.118602,4025.0,900.0,73.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
Aarhus,8000,56.159313,10.212253,11960.0,1300.0,105.0,3.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
København,2605,55.660132,12.444245,10600.0,1000.0,40.0,1.0,3.0,Lejlighed,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Odense,5000,55.392929,10.369554,5150.0,450.0,34.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0
Nykøbing F,4800,54.766776,11.866957,5000.0,550.0,60.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0
Aarhus,8240,56.199538,10.198303,5995.0,500.0,39.0,2.0,3.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Frederikshavn,9900,57.443713,10.530695,3250.0,900.0,43.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
København,2300,55.619026,12.570707,17200.0,1300.0,117.0,5.0,4.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Herning,7400,56.138933,8.985348,5250.0,500.0,57.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0
Holstebro,7500,56.355863,8.618278,6000.0,750.0,80.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Christiansfeld,6070,55.355946,9.480603,8435.0,775.0,106.0,3.0,1.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Randers,8900,56.462836,10.029518,5495.0,950.0,63.0,3.0,2.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
København,2605,55.657294,12.39526,11850.0,995.0,90.0,4.0,3.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
København,2700,55.70954,12.470772,1416685.0,1550.0,142.0,4.0,1.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0
Viborg,8800,56.453636,9.415802,7800.0,1300.0,88.0,3.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Hillerød,3400,55.926663,12.293103,10075.0,553.0,51.0,2.0,2.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0
Horsens,8700,55.858419,9.847626,3950.0,427.0,44.0,1.0,5.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Holbæk,4300,55.719357,11.719145,14450.0,750.0,112.0,4.0,0.0,Lejlighed,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0
Kolding,6000,55.482832,9.510122,7600.0,700.0,75.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0
København,2300,55.666357,12.621734,8500.0,500.0,42.0,1.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
Aalborg,9000,57.052867,9.906917,5562.0,300.0,65.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Skive,7800,56.562876,9.040141,4500.0,1000.0,72.0,2.0,1.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Aalborg,9000,57.045934,9.928576,7400.0,800.0,85.0,2.0,1.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Silkeborg,8600,56.137662,9.564528,11995.0,0.0,137.0,5.0,1.0,Lejlighed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Store Merløse,4370,55.555453,11.709046,6600.0,400.0,80.0,3.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0
Aalborg,9220,57.011577,9.966646,7195.0,250.0,77.0,3.0,3.0,Lejlighed,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Slagelse,4200,55.399762,11.357253,4100.0,800.0,39.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
Aalborg,9000,57.054425,9.892309,4995.0,450.0,60.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1
Brønderslev,9700,57.26846,9.949932,4700.0,800.0,72.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1
Randers,8930,56.473701,10.055981,4800.0,800.0,50.0,2.0,1.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0
Aalborg,9000,57.046262,9.92813,5653.0,550.0,75.0,2.0,3.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
Kolding,6000,55.488768,9.474143,7200.0,1000.0,108.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0
København,2610,55.684023,12.460018,15000.0,1036.0,127.0,3.0,1.0,Lejlighed,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0
Aarhus,8200,56.172567,10.216796,7850.0,700.0,65.0,2.0,2.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Horsens,8700,55.858079,9.845292,8900.0,976.0,90.0,3.0,4.0,Lejlighed,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Esbjerg,6700,55.466996,8.456768,7100.0,600.0,76.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
Vejle,7100,55.715777,9.523181,8291.0,550.0,90.0,3.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Holstebro,7500,56.369238,8.597204,6714.0,1008.0,105.0,5.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Assens,5610,55.271835,9.8934,8250.0,500.0,83.0,3.0,0.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0
Klovborg,8765,55.928378,9.497843,3350.0,1000.0,55.0,2.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Spjald,6971,56.175592,8.537526,5000.0,1000.0,110.0,4.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0
Viborg,8800,56.450613,9.406953,5100.0,675.0,81.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Skive,7800,56.567328,9.025272,4950.0,850.0,65.0,2.0,2.0,Lejlighed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
Fredericia,7000,55.564038,9.750411,5800.0,750.0,87.0,3.0,0.0,Lejlighed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0
Aarhus,8000,56.146327,10.201203,10400.0,0.0,78.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0
Horsens,8700,55.8716,9.838793,4640.0,965.0,58.0,1.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
Horsens,8700,55.867181,9.838128,9400.0,0.0,101.0,3.0,2.0,Lejlighed,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Ullerslev,5540,55.364618,10.662412,6864.0,400.0,96.0,3.0,1.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0
Randers,8940,56.452614,10.038482,8500.0,0.0,85.0,3.0,0.0,Lejlighed,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0
Skørping,9520,56.834532,9.888778,3600.0,900.0,55.0,2.0,2.0,Lejlighed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1
