Adress,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Pollenvænget, 8381 Aarhus, Tilst  - Stuen",7.500 kr.,400 kr.,60 m²,3,Stuen,Lejlighed,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Ja,N/A,"Pollenvænget i Tilst er tæt på by og natur udlejer vi 72 kvalitetslejligheder. Lejemålene er fordelt på både 1-, 2-, 3-værelses lejligheder i størrelsesordenen 33-68 m2. Projektet hedder Blomsterhaven, og er et helt nyt boligområde i Tilst, som bedst betegnes som ""en by i byen"". Lejlighederne er fordelt som følgende på ejendommens to blokke:

8 stk. 1-værelses
43 stk. 2-værelses
21 stk. 3-værelses
Langt størstedelen af boligerne har egen altan eller terrasse/have, hvor du både kan vælge mellem at bo ind mod det hyggelige gårdmiljø eller ud til Blomsterhavens andre områder.

INDE:
Alle lejligheder er opført med et lyst køkken/alrum med god plads til både at indrette sig med et lækkert køkken- og stueområde. I de 1-værelses boliger fungerer køkken/alrummet også som soveværelse, mens der i de 2- og 3-værelses lejligheder er mulighed for at indrette sig med et eller flere separate værelser. I alle typer lejemål er der rummelige og lyse badeværelser.

NB: Fotos er fra en lignende 2-værelses bolig i opgangen.

UDE:
Alle boliger på 1. sal og op har store altaner med rigtig god dybde og afskærmning til naboen, så du både får masser af opholdsplads og privatliv. Vælger du at bo i stuen, har langt de fleste boliger en terrasse samt et mindre havestykke tilknyttet.

Lejlighederne i Blomsterhaven ligger perfekt placeret for dig, der vil nyde godt af Aarhus’ mange fristelser og tilbud, men som også gerne vil nyde roen, når dagen er omme.

BÆREDYGTIGT BYGGERI:
Ejendommen har en DGNB Guld. DGNB er en bæredygtig certificering af bygninger. Ordningen vægter miljø, økonomi og sociale forhold ligeværdigt.

FÆLLESAREALER:
Der er adgang til et lækkert grønt gårdmiljø med orangerier og bordbænkesæt.

HÅRDE HVIDEVARER:
Alle lejligheder indeholder køle- og fryseskab, opvaskemaskine, indbygningsovn, indbygningskogeplader med induktion samt emhætte, vaskemaskine og tørretumbler.

OPVARMNING:
Der er gulvvarme i alle rum, som både er behageligt at opholde sig i og ikke mindst godt for varmeregningen.

PARKERING:
Der er fri parkering med i alt 26 parkeringspladser heraf 2 handicappladser.

HUSDYR:
Hund: Det er tilladt at holde hund i boligerne.*
Indekat: Det er tilladt at holde indekat i boligerne.*
Øvrige husdyr: Se vores samlede husdyrsregler her.

*Der skal altid udarbejdes en husdyrserklæring til det pågældende husdyr. Kontakt os for mere info, hvis du ønsker at holde husdyr i din bolig.

ELEVATOR:
Der er elevator i ejendommen.

LEJEPRISER:
De viste lejepriser er de aktuelle lejepriser pr. dags dato. Vi forbeholder os retten til at ændre lejepriserne på de udbudte lejligheder. For udlejede lejemål vil lejekontrakten bestemme den gældende leje og vilkår for lejemålet.",https://www.boligportal.dk/lejligheder/aarhus/60m2-3-vaer-id-5362508
"Frydenhøj Allé, 2670 Greve  - Stuen",10.450 kr.,800 kr.,71 m²,3,Stuen,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Nej,N/A,"Lejligheden
                            Velindrettet 3-værelses lejlighed, hvor du bliver budt ind i lejligheden gennem en mindre entré med plads til overtøj. Lejligheden byder på et godt lysindfald og samtidig en optimal indretning uden spildplads. Der er således mange gennemtænkte detaljer, der er med til at udnytte pladsen effektivt. I lejligheden findes i øvrigt soveværelse med skabsplads samt ekstra værelse, depotrum samt et badeværelse i tidløst minimalistisk design med fliser på gulv og i brusenichen, gulvvarme og vaskesøjle. Resten af lejligheden har funktionelle kompositgulve, som er stort set vedligeholdelsesfrie. Lejligheden er opvarmet med gulvvarme og varmekilden er fjernvarme. Lejligheden har køkken/alrum med moderne hvidt Invita køkken og med alt i hårde hvidevarer. Her er plads til kombineret spise- og stuearrangement, som ligger i åben forbindelse til terrasser, hvor kaffen kan nydes.

Meningen med Simple living er at skabe et hjem, der indbyder til at leve et enklere liv uden for mange forstyrrende elementer. Et liv der ligger vægt på funktionalitet, komfort, pladsoptimering og enkelthed. Netop dette kan vi tilbyde dig i vores effektive og velindrettede lejligheder i Strandby Huse. Det handler om at leve med så få ting som muligt og kun eje det, du har brug for i dit daglige liv.

Det er muligt at ansøge om husdyrtilladelse til ét husdyr i alle lejemål, som skal godkendes af udlejer.

                                      NB: Billederne viser derfor ikke den pågældende lejlighed, men i stedet billeder fra prøveboligen. Billedernes formål er at give en fornemmelse af stil og materialevalg. Ift. planløsning henviser vi til plantegningen. Kom gerne forbi til et åbent hus, eller ring og book en personlig fremvisning.

                                                      Ejendommen
                            Strandby  Huse er tegnet af den prisvindende tegnestue Danielsen Architecture og består af 3 punkthuse i 4 etager, som er en moderne fortolkning af de kendte etageboligbebyggelser i Danmark. Ejendommen rummer 48 boliger med 2-3 værelser, fordelt på 52– 71 kvadratmeter. Alle med egen altan eller terrasse. Her bor du i et spændende, nyt nabolag – med shopping og kultur til den ene side og natur og strandens blå bølger til den anden.

                                      Lokalområdet
              Strandby  Huses  centrale beliggenhed gør det nemt at få hverdagen til at gå op i en højere enhed. I Hundige Strandby bor du tæt på skole, fritidsaktiviteter, shopping og kultur. 

Her er du omgivet af flere grønne områder og ikke mindst Hundige Strands 8 km lange børnevenlige sandstrand og smukke natur – en oplagt oase til gåture, sommerdage med vandsport eller løbeturen.

Kulturhuset Portalen lokker med koncerter og teaterforestillinger og på ARKEN kan du opleve kunst og udstillinger i verdensklasse. 

Waves ligger lige ved siden af og byder på både shopping og de daglige indkøb, foruden en biograf og et stort udvalg af hyggelige caféer og restauranter. 

Strandby Huse ligger centralt i forhold til både motorvej og offentlig transport med både bus og S-tog station lige uden for døren. S-toget kører dig både til Køge og København på kun 20 minutter.

                      
Bofællesskab ikke muligt.",https://www.boligportal.dk/lejligheder/greve/71m2-3-vaer-id-5368198
"Bios Gård, 8600 Silkeborg  - 2. sal",8.900 kr.,0 kr.,87 m²,3,2.,Lejlighed,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,A,"• Gulvvarme
• Ventilationsanlæg
• Lavenergi ruder
• Lavt forbrug
• 200m2 fælles tagterrasse
• Invita køkken
• Delevenlig


Bygningen
Nybygget ejendom i hjertet af Silkeborg - en unik kombination af byliv og moderne komfort.
Her får man som beboer en helt unik mulighed for at kombinere byens puls med en moderne, bekvemmelig, klimavenlig og sund bolig. F.eks. kan det nævnes, at boligen er med lydhæmmende tre-lags glasvinduer, der medfører et meget lavt forbrug, der i øvrigt afregnes direkte til værkerne. Der er gulvvarme i alle rum samt ventilationsanlæg, således at der kan sikres et godt og sundt indeklima.

Lejligheden
Lejligheden er en dejlig rummelig 3. værelses lejlighed. I entréen er indretningen lavet så der er ekstra plads til jakker og sko, eller f.eks. en bænk eller kommode. Fra entréen kommer man ind i en gang med indbygget klædeskab, og går derfra ind i det ene værelse eller køkkenet. 
Værelset har en rigtig god størrelse på samme størrelse som lejemålets soveværelse, hvorfor lejemålet anvender sig utrolig godt som delelejlighed.
I forlængelse af soveværelset er lejlighedens depotrum, som giver mange gode opbevaringsmuligheder og kan eksempelvis anvendes som walk-in closet.

Lejligheden har et lyst Invita køkken med kogeplade, ovn, opvaskemaskine og køle-/fryseskab. Køkkenet er i åben forbindelse med den kombinerede stue og spisestue, som har et stort lysindfald fra et dobbelt vinduesparti, og gode indretningsmuligheder. 

Badeværelset på næsten 6m2 er indrettet med moderne fliser, separat bruseniche, vaskeskab, spejl, håndklædetørrer, væghængt toilet vaskemaskine og tørretumbler.

På toppen af ejendommen findes en stor og fredfyldt oase i form af en 200 m2 sydvendt tagterrasse, som kun er til afbenyttelse for ejendommens beboere. Elevatoren går direkte til tagterrassen. Herfra kan du nyde udsigten over hele byen og Silkeborgsøerne. På bagsiden af ejendommen er der udendørs cykelparkering. 

Med den centrale placering midt i Silkeborg er der kort afstand til caféliv, indkøbsmuligheder og ikke mindst den flotte natur, der omkranser Silkeborg. Der er derudover parkeringsmuligheder lige ved ejendommen, som man kan erhverve sig parkeringslicens til.

Vi har også andre lejemål samt lejlighedstyper ledige - kontakt os for mere information.",https://www.boligportal.dk/lejligheder/silkeborg/87m2-3-vaer-id-5376112
"Puggaardsgade, 1573 København, København V  - 2. sal",21.300 kr.,1.300 kr.,129 m²,3,2.,Lejlighed,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Nej,N/A,"I midten af København - tæt på Tivoli og Glyptoteket - kan du nu få nyt hjem i en lækker liebhaverejendom. 

INDE:
Lejemålet har et lyst køkken/alrum med flytbar køkkenø og quooker, karnap, et rummeligt badeværelse med vaskesøjle og 2 separate værelser. Boligen har lyse plankegulve i eg, hvilket understreger det stilbevidste udtryk i den højloftede stue og værelser. 

UDE:
Derudover har lejligheden en lækker altan, der vender ud imod et fælles, lukket gårdrum. 

HÅRDE HVIDEVARER:
Der er køleskab, fryser, opvaskemaskine, vaskemaskine og tørretumbler i lejemålet.

HUSDYR:
Det er ikke tilladt at have husdyr.

FÆLLESAREALER:
Til ejendommen hører et fælles, lukket gårdrum. 

ELEVATOR:
Der er elevator i opgangen.

OM OMRÅDET:
Anker Heegaards Gade er beliggende i hjertet af København, og ejendommen ligger derfor i ultrakort afstand fra mange af Københavns mest kendte destinationer. Glyptoteket er ejendommens nærmeste nabo, og fra adressen nås Tivolis farverige have og livet ved havnefronten på Kalvebod Brygge på under 5 minutter på gåben. Tilsvarende ligger Rådhuspladsen og Strøget under 10 minutter fra ejendommen. 

Det eksklusive kvarter omkring Anker Heegaards Gade er let at komme til med både bil og offentlig transport. Bilen kan parkeres i gaden, busserne stopper rundt om hjørnet, og Hovedbanegården er blot fem minutters gåtur væk.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/129m2-3-vaer-id-5111706
"Løvehjertevej, 8600 Silkeborg",10.950 kr.,0 kr.,130 m²,5,-,Rækkehus,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,A,"Fantastiske kvalitetsboliger i Balle Kirkeby. Vi tilbyder et 2 etagers rækkehus i et moderne og minimalistisk design.

Beliggende i et roligt og fredeligt område i Balle Kirkeby, er vores boliger placeret kun en kort afstand fra skoler, institutioner, indkøbsmuligheder og motorvejen. Derudover er der stisystemer til en stor, nyanlagt legeplads og et udendørsområde med svævebane, bålhytte og meget mere, som giver dig og din familie mulighed for at nyde fritiden og samtidig have det sjovt og trygt.

Vores boliger er opført i to etager, hvor stueplanet byder på en rummelig og lys entré med adgang til et lækkert HTH-køkken. Køkkenet er åbent forbundet med stuen, så du kan lave mad og samtidig være sammen med din familie og gæster. Fra stuen har du direkte adgang til en privat terrasse og have, som er afskærmet med hegn på begge sider.

I stueplan finder du også et badeværelse med bruseniche og mulighed for at tilslutte vaskesøjle. På første sal finder du fire store soveværelser med indbyggede garderobeskabe og et badeværelse med bruseniche og indbygningsspots. 

Der er også et ventilationsanlæg med varmegenvinding og Fibernet installeret i hver bolig.

Hver bolig inkluderer et 6 m2 skur med carport og minimum to parkeringspladser, hvoraf den ene er under carport. 

Følgende hvidevarer er inkluderet, såsom ovn, køle/frys, opvaskemaskine, kogeplade og emhætte.

Bemærk venligst, at husdyr kræver tilladelse fra udlejer, og huslejen er eksklusiv forbrug, som afregnes direkte med de enkelte udbydere baseret på boligens separate målere.

Kontakt os for mere information eller en rundvisning i en af vores smukke boliger i Balle Kirkeby.",https://www.boligportal.dk/r%C3%A6kkehuse/silkeborg/130m2-5-vaer-id-5362487
"Prins Christiansgade, 8900 Randers, Randers C  - 3. sal",4.294 kr.,500 kr.,65 m²,2,3.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,C,"Beliggenhed
Centralt beliggende og renoveret ejendom, tæt på banegården, offentligt parkanlæg og med byens centrum i gåafstand med et stort udvalg af indkøbsmuligheder. Der er fælles gårdhave til ejendommen. Børneinstitutioner og skoler i gåafstand.

Faciliteter
Vaskefaciliteter henvises.

Øvrigt
Dørtelefon, afhøvlede massive trægulve og stuklofter.",https://www.boligportal.dk/lejligheder/randers/65m2-2-vaer-id-5196329
"Hørmarken, 5260 Odense, Odense S  - 1. sal",6.247 kr.,N/A,73 m²,2,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Dejlig 2-værelses lejlighed

Lejligheden ligger i Odense S i et stille og rolig område med kort afstand til universitetet, indkøbsmuligheder mv.

El, vand, varme og antenne opkræves direkte fra de pågældende forsyningsselskaber

Der er adgang til følgende:
- Fælles vaskeri
- Fælles gård/haveanlæg
- Cykelparkering",https://www.boligportal.dk/lejligheder/odense/73m2-2-vaer-id-3964757
"Reiersensvej, 8900 Randers, Randers C  - 1. sal",4.498 kr.,500 kr.,66 m²,2,1.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,C,"Beliggenhed
Centralt beliggende og renoveret ejendom, tæt på banegården, offentligt parkanlæg og med byens centrum i gåafstand med et stort udvalg af indkøbsmuligheder. Der er fælles gårdhave til ejendommen. Børneinstitutioner og skoler i gåafstand.

Faciliteter
Vaskefaciliteter henvises.

Øvrigt
Afhøvlede massive trægulve og stuklofter.",https://www.boligportal.dk/lejligheder/randers/66m2-2-vaer-id-3739392
"Thulevej, 9210 Aalborg, Aalborg SØ  - 3. sal",6.822 kr.,922 kr.,100 m²,4,3.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Midlertidig huslejenedsættelse på kr. 1.000,- i 12 mdr.

Stor 4. Værelses lejlighed på 100 m2., beliggende på 3. Sal, med dejlig lukket altan.
Afdelingen ligger tæt på Aalborg centrum og med gode busforbindelser til aau.
Der er gode parkeringsmuligheder foran døren, og der er spisesteder og handlemuligheder indenfor gå-afstand.
Der er legeplads til børnene og store grønne arealer som indbyder til leg eller picknick.
Få minutters gang fra afdelingen ligger en offentlig park.
Afdelingen har fællesvaskeri.

Husdyr er ikke tilladt.

Energimærke: c.",https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-5315980
"Finsensvej, 2000 København, Frederiksberg  - 4. sal",7.900 kr.,750 kr.,26 m²,1,4.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,A,"Velkommen til Blækhus Frederiksberg!
Blækhus Frederiksberg tilbyder 188 fantastiske og fuldt servicerede lejeboliger med eget tekøkken og badeværelse.
Bliv en del af Blækhus-fællesskabet.
Flotte fællesområder skræddersyet efter fællesskabets behov – her er der både plads til at studere og hygge sig.
Alle fællesrum er naturligvis udstyret med højhastighedsinternet!
En række fordele, der gør Blækhus Frederiksberg til et skønt sted at bo:
- Tagterrasse, perfekt til hyggelige stunder og med udsigt over København
- Fælleskøkkener, hvor du kan lave mad med dine venner
- Lounge- og arbejdsområder, hvor du kan fordybe dig i arbejdet eller studierne
- Gode fælleslokaler, hvor du kan hænge ud med dine naboer og venner
- Et yogalokale, hvor du kan pleje krop og sind - Et moderne vaskeri med 5 vaskemaskiner og 3 tørretumblere",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/26m2-1-vaer-id-5330123
