Adress,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Islands Brygge, 2300 København, København S  - 1. sal",27.995 kr.,1.400 kr.,154 m²,4,1.,Lejlighed,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,N/A,"Storbyliv med karakter
Store lysindfald, polerede betongulve og urbane stuer. 
Velkommen til en Copenhagen Loft XL-lejlighed i det ikoniske A-House ved Islands Brygge havnefront. 
Her bor du i en stor 2-4-værelses lejebolig med entrékrog i gangen, hvor du kan hænge frakke og taske. Boligen har et grebsløst køkken i sort højglans med integrerede skabe, der bliver en del af køkken-alrummets vægdesign mellem søjler og skillevægge. På badeværelset har du gulvvarme, bruseniche, moderne væghængt toilet og ekstra bred håndvask til hverdagens plejeritualer, samt bryggers med vaskesøjle. Fra det åbne køkken-alrum har du adgang til alle boligens værelser, inddelt med industrielle metalindfattede ruder og murværk i ægte New Yorker-stil. Herfra har du også adgang til din egen altan med udsigt over Islands Brygges havnemiljø og Amager Fælleds grønne trætoppe. 
De rå betonlofter, industripræg og bygningssøjler er klassiske kendetegn i New York-lofts – og det ses tydeligt i boligen. Planløsningen giver et åbent køkken-alrum, men med adskilte værelser, der giver god plads til hjemmekontoret, gæster eller familiens mindste. Udenfor hoveddøren står du midt i Islands Brygges cafékvarterer, naturområder og blå havnekanaler – foruden daginstitutioner og skole lige om hjørnet.

Bølger, badestrande & bryggekvarter
Kom tæt på Islands Brygges blomstrende havnemiljø. 
Her finder du spændende caféer, gode indkøbsmuligheder og små distancer til det, der tæller. 
300m fra din lejlighed ligger Havnevigens Badestrand for små og store vandhunde – og du er kun 5 min i bil fra dit morgenbad i Havnebadet Islands Brygge, klubbens kajakpolo eller Bryggens beachvolley. 
Med Amager Fælled i baghaven er det nemt at finde løbeskoene frem. Du er også kun en kort cykeltur fra Fisketorvets shoppingcenter og Strøget - og altid tæt på de gode pendlerveje via cykelbroen over Københavns Kanal eller motorvej 02 mod Nordsjælland. 

A-House på Islands Brygge
Et levende hus mellem havnefront og Fælled. 
Det industrielle A-House opstod som et anerkendt kunstnerkollektiv for upcoming musikere og designere 
– og rummer i dag 195 New Yorker-inspirerede lejligheder i hjertet af Islands Brygge. 
Besøg dit in-house fitnesscenter, nyd en cafe latté på de hyggelige caféer og invitér gæster på italienske fristelser fra Scarpetta i stueetagen. Under huset er parkeringskælder med mulighed for leje af p-plads – også for el-biler. På taget finder du Nordens største tagterrasse, frit tilgængelig for beboerne, med loungemøbler og grønne plantekasser – og udsigt over Islands Brygge havnekanal og Amagers grønne naturområder.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/154m2-4-vaer-id-5253753
"Naffet, 6100 Haderslev  - 2. sal",6.300 kr.,1.000 kr.,103 m²,3,2.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,E,"I mindre ejendom ligger denne hyggelige lejlighed. Den indeholder entre, toilet, badeværelse med mulighed for egen vaskemaskine, pænt køkken, soveværelse og stor lys dobbeltstue med adgang til altan.
I ejendommen er der fælles vaskeri, lille baggård med fælles terrasse, eget depotrum i kælderen.",https://www.boligportal.dk/lejligheder/haderslev/103m2-3-vaer-id-5200604
"Nygårdsvej, 6700 Esbjerg, Esbjerg  - 2. sal",5.950 kr.,"857,75 kr.",80 m²,3,2.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,D,"Flot istandsat 3 værelses lejlighed.
Dejligt stort badeværelse, pænt køkken.
Flotte gulve, nymalede vægge.
Gode vaskeforhold, med nye maskiner.
Porttelefon.
Kælderrum.
Stille rolige omgivelser.
Beliggende i centrum.",https://www.boligportal.dk/lejligheder/esbjerg/80m2-3-vaer-id-5254393
"Fortunas Have, 2680 Solrød Strand  - 3. sal",13.000 kr.,1.000 kr.,100 m²,5,3.,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,N/A,"Lejligheden
                            4 værelses lejlighed med gennemtænkt planløsning for familien som også har brug for et hjemmekontor. 

Du kommer ind i lejligheden gennem en rummelig entré med skabsplads og med adgang til alle lejlighedens rum.  Der er mellem de to af boligens soveværelser mod gården skabt et multirum, som kan udnyttes til blandt andet hjemmekontor, legeområde eller hobbyrum. Derudover byder lejligheden på køkken/alrum med moderne hvidt Invita køkken med alt i hårde hvidevarer, endnu et soveværelse samt badeværelse i tidløst minimalistisk design med fliser på gulv og i brusenichen, gulvvarme og vaskesøjle. Lejligheden har udgang til altaner både fra stuen og fra soveværelset.  

Lejligheden har flotte lamelgulve og gulvvarme.  

Det er muligt at ansøge om husdyrtilladelse til et husdyr i alle lejemål, som skal godkendes af udlejer. 

Her er et ambitiøst byggeri, der er bygget efter skrappe krav fra certificeringsordningen DGNB. Du er her tæt på strand, grønne områder, fritidsaktiviteter og transport.

                                      NB: Billederne viser derfor ikke den pågældende lejlighed, men i stedet billeder fra prøveboligen. Billedernes formål er at give en fornemmelse af stil og materialevalg. Ift. planløsning henviser vi til plantegningen. Kom gerne forbi til et åbent hus, eller ring og book en personlig fremvisning.

                                                      Ejendommen
                            Green Hills  er et ambitiøst boligbyggeri tegnet af de prisvindende arkitekter i Danielsen Architecture, og har fået sit navn efter den karakteristiske bakkeform. Mellem bakkerne findes det ca. 4 hektar store gårdrum med blandt andet en lille sø, bakkelandskab og svævebane. Her er masser af kroge, som inviterer til både leg og rolige stunder for store og små. 
Ejendommen byder på mange funktionelle og æstetiske detaljer såsom græsarten sedum på de grønne tage, der hjælper med at bidrager til både biodiversitet og klimasikret regnvandshåndtering, samtidig med at den fuldender det grønne udtryk. 
Der er lagt stor vægt på at skabe fællesområder- og faciliteter som bidrager til et godt og balanceret hverdagsliv, for eksempel fælles træningssal, gæstelounge, værksted og selskabslokale.

                                      Lokalområdet
              Solrød er en hyggelig by som har noget at byde på for alle aldre. Bymidten er fyldt med specialbutikker og arrangementer året rundt, som for eksempel  juletræstænding og loppemarkeder. 
Byen er omringet af store naturoplevelser, ikke mindst den lange strand som kan danne centrum for både sportslige udfoldelse og sociale aktiviteter. Gå også på opdagelse i for eksempel Karlstrup Kalkgrav, Trylleskoven eller fuglehabitat-området Staunings Ø. 
Daginstitutioner, skoler og indkøb er alt sammen indenfor rækkevidde, så hverdagens logistik let går op, og den velfungerende infrastruktur sikrer, at du nemt når din destination hvad end du er til fods, på cykel, med offentlig transport eller i bil. Stisystemer forbinder byen trygt og S-toget fra den nærliggende  Jersie Station bringer dig til København H på en halv time.

                      
Bofællesskab ikke muligt.",https://www.boligportal.dk/lejligheder/solr%C3%B8d-strand/100m2-5-vaer-id-5315076
"Strøby Bygade, 4671 Strøby",7.900 kr.,1.350 kr.,88 m²,3,-,Rækkehus,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,C,"3-værelses lejlighed på Strøby Bygade udlejes. 
Lejligheden fremstår meget lys. 

Lejligheden er 88m2 med et køkken alrum med adgang ud til terrasse og have. På stueplanternes er der derudover et mindre værelse. Fra stuen er der trappe op til førstesalen hvor vi har lejlighedens største værelse. 
Overtagelse skal ske i juni/juli efter aftale. Der hører også et depotrum til opbevaring med.
Gode parkeringsmuligheder, da der er carport til hver lejer.

Husleje 7900 kr + acconto

Indskud kr. 27.750 kr

Yderligere info fås ved henvendelse",https://www.boligportal.dk/r%C3%A6kkehuse/str%C3%B8by/88m2-3-vaer-id-5360272
"Niels Steensens Vej, 2820 København, Gentofte  - Stuen",16.200 kr.,1.100 kr.,89 m²,3,Stuen,Lejlighed,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,N/A,"Lejligheden 89 kvm og indrettet med et stort køkkenalrum, der indbyder til samvær med familien og gæsterne. Køkkenet er af høj kvalitet fra HTH, og der er er diverse integrerede hårde hvidevarer fra Siemens herunder opvaskemaskine, køle-fryseskab og indbygningsovn. I den sydvendte stue, hvor solens stråler kan nydes dagen lang, er der mulighed for, at den enkelte lejer kan sætte sit eget præg på stilen, da boligens kvadratmeter er yderst veldisponible.

Drømmer du om en lejlighed med altan, så har du her det perfekte match, da man fra den store stue har direkte udgang til en skøn altan. Når du sidder på altanen med en kaffe i hånden, badet i solens stråler på en lun sommeraften, kan blikket på behageligvis vandre hen over det smukke og grønne parkområde, der hører til lejlighederne. Parkområdet inviterer til ophold og leg sommeren over. Når natten falder på, og det bliver tid til at krybe til køjs, kan man vælge mellem to forskellige soveværelser. Det ene af værelserne kan også fungere som kontor, hvis der ikke er behov for to soveværelser.

Badeværelset er rummeligt og indrettet med vaskesøjle. Badet er smagfuldt indrettet med hvide klinker, gråmeleret fliser og lysspots i loftet. Der er gulvarme i alle lejlighedens rum, og badeværelset er ingen undtagelse, hvilket er fantastisk de køligere vintermåneder. I brusenichen er dørene af glas, så badet virker større end det i forvejen er, dette vidner endnu en gang om, at funktionalitet og interiør spiller sammen i smuk harmoni.

Gentofte er blandt andet kendt for sine fantastiske grønne områder og smukke kyststrækning. Som beboer på Niels Steensens Vej er du nabo til grønne områder som Gentofte Sø og Gentofte Sportspark, der begge er beliggende under 500 meter fra lejligheden. En spadsertur langs Gentofte Sø tager dig til handelsstrøget på Gentoftegade, der emmer af ?hygge?og samvær. Her kan du tage partneren eller familien under armen, drikke en kop kaffe på en af de lækre cafeer, spise en is i isbutikken eller shoppe tøj. Når man først befinder sig på Gentoftegade, så går tiden hurtigt, da der er massere at se på og give sig til. Både på en søndag formiddag, men også en hverdagsaften, hvor der skal være lidt ekstra underholdning.

Selvom Gentofte kommune har alt, hvad man kan drømme om, så går toget direkte fra Gentofte station til Nørreport station, hvis man savner indre by. Gentofte station er 5 minutter væk på cykel, hvilket vil sige, at det sammenlagt kun tager 20 minutter at nå fra lejligheden til smørhullet af København. Det bliver ikke nemmere at komme omkring, end når man har adresse på Niels Steensens Vej.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/89m2-3-vaer-id-5355834
"Sygehusvej, 4500 Nykøbing Sj  - 3. sal",7.850 kr.,1.500 kr.,94 m²,3,3.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,C,"Hyggelig 3-værelses lejlighed, der indeholder stor entré, køkken ifbm. med stue, 2 værelser samt badeværelse. 

Oplys venligst telefonnr. ved henvendelse om fremvisning.",https://www.boligportal.dk/lejligheder/nyk%C3%B8bing-sj/94m2-3-vaer-id-5377579
"Bindesbølls Allé, 8240 Aarhus, Risskov  - 2. sal",10.495 kr.,865 kr.,83 m²,3,2.,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,N/A,"Velkommen til denne kvalitetsrige 3-værelses lejlighed beliggende i den rekreative bydel Bindesbøll Byen i Risskov. Alléhusene består af i alt 106 eksklusive lejeboliger, der fordeler sig på 2, 3 eller 4 værelser, hvor størrelserne spænder fra 64 til 118 kvadratmeter. Alléhusene skaber med sin perfekte placering mulighed for en idyllisk hverdag tæt på både natur og by.

Lejlighedens 83 kvadratmeter fordeler sig over en entré, et skønt opholdsrum bestående af kombineret køkken-alrum og stue, 2 værelser med indbyggede skabe samt et moderne badeværelse med smukke klinker, væghængte elementer og separat bruseniche. Der er desuden plads til tilkobling af vaskemaskine og tørretumbler på badeværelset.

Fra opholdsrummet har du adgang til lejlighedens fine altan, hvor du har rig mulighed for at nyde sommerens dejlige aftener.

Der kan søges om tilladelse til ét mindre husdyr.

OBS. Billederne er fra den etablerede 3-værelses prøvebolig i samme kvalitet og materialer. Se plantegning for retvisende planløsning for denne lejlighed.

*Parkering er gratis.

Kontakt os endelig for en fremvisning!",https://www.boligportal.dk/lejligheder/aarhus/83m2-3-vaer-id-5375680
"Skolegade, 6900 Skjern  - 2. sal",5.194 kr.,571 kr.,75 m²,2,2.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,N/A,"Afdelingen består af 27 lejligheder centralt beliggende i Skjern tæt på gode bus- og togforbindelser samt indkøbsmuligheder.
Adgangen til lejlighederne kan ske enten via elevator eller trappe. Alle boligerne har altan og udhus.

Der er mulighed for installering af vaskesøjle i boligerne.

Der skal betales for el og vand og varme udover huslejen.
Antennesignalet kan leveres af Skjern bredbånd.

Husdyr er ikke tilladt.

Energimærke: d.",https://www.boligportal.dk/lejligheder/skjern/75m2-2-vaer-id-3830848
"Læssøegade, 5230 Odense, Odense M  - 2. sal",2.400 kr.,350 kr.,25 m²,1,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Nyistandsat lejlighed i lille ejendom ledig 1. september for enlig mandlig lejer (bad deles med 3 andre mandlige lejere).
Tæt på grønne områder såsom Skovsøen og Odense Å.
Fælles have. 
A/C varme 200, a/c vand 150 + TV
Fri brug af vaskemaskine.
Dep.: 3 mdrs. depositum + 2 mdrs. forudbetalt leje (sidstnævnte kan afdrages over 2 mdr.).
Henv. pr. mail.
Genindrykket 4-7-23, da ny lejer fortrød indgåelse af kontrakt.",https://www.boligportal.dk/lejligheder/odense/25m2-1-vaer-id-4934346
