Adress,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Fruerstuevej, 5700 Svendborg  - Stuen",8.450 kr.,1.000 kr.,95 m²,3,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,D,"Flot lejlighed med stukloft og afsyrede døre.
nyrenoverede gulve i køkken, gang, stue og soveværelse. Dejlig stort badeværelse med udgang til kælder og depotrum. Der er adgang til en hyggelig lukket have med græsareal og fliser. Der forefindes komfur, køleskab, opvaskemaskine og emfang.

Vi har nyrenoveret 4 gulve. Vi har valgt at lægge gulvvarme i stue, køkken og gang. 
I køkken og gang har vi lagt fliser. I den ene stue og soveværelse har vi lagt vedligeholdelsesfrit lvt. gulv med sildebensmønster.

En lejlighed for de lidt mere kræsne.",https://www.boligportal.dk/lejligheder/svendborg/95m2-3-vaer-id-5356124
"Hjertingvej, 6700 Esbjerg, Esbjerg  - 3. sal",4.999 kr.,650 kr.,60 m²,2,3.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Ja,C,"Flot og indbydende lejlighed på Hjertingvej i Esbjerg. 

Lejligheden er malet i lyse farver med flotte afslebne trægulve. 

I køkkenet er der installeret komfur, emhætte samt kølefryseskab. 

Badeværelset et total renoveret i 2016.

Der er en dejlig park lignende have, og til lejligheden hører et depotrum.

Der er gratis parkering i gården.

Husdyr er ikke tilladt.",https://www.boligportal.dk/lejligheder/esbjerg/60m2-2-vaer-id-5099794
"C.F. Møllers Allé, 2300 København, København S  - 4. sal",14.800 kr.,1.050 kr.,101 m²,4,4.,Lejlighed,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,A,"Ejendommen
Nadinehus består 141 lejligheder. Enkelte af lejlighederne har egen tagterrasse, og ellers kan man samles med venner og familie på 3. sal i den vestlige del af ejendommen, hvor der er en stor fælles tagterrasse. 
 
Lejlighederne
Boligerne i Nadinehus er rummelige og møblerbare med lange kig på langs og tværs i lejlighederne. Materialerne er lyse og imødekommende med et minimalistisk udtryk. Alle lejlighederne har adgang til egen eller spansk altan. 
 
Området
Inden for 5 minutters gang ligger Metro St. , gode indkøbsmuligheder, Byparken mm. Derudover har du skole, gymnasium og Amagerfælled inden for 1 kilometer. 
 
Bemærk, billederne er ikke af den eksakte bolig, men en prøvelejlighed.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/101m2-4-vaer-id-5371099
"Riishøjsvej, 9000 Aalborg, Aalborg  - 2. sal",5.495 kr.,500 kr.,54 m²,1,2.,Lejlighed,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Ja,N/A,"Aalborgs fedeste lejeboliger i moderne stil – bl.a. med eget fitness og yoga rum samt lækker lounge med tilhørende køkken m.v. Stedet for en fantastisk fredagsbar eller fødselsdag med familien. 
Og super beliggenhed i Aalborg C med kort afstand til alt.
 
Vil du bo tæt ved storbyens pulsende liv med shopping, cafeer og seværdigheder – og tæt ved Universitetet? Så er en adresse i Peterborgs Oase det oplagte valg.  
Oasen består af 55 skønne 1 1/2-værelses, 2-værelses og 3-værelses lejligheder i meget trendy stil og banebrydende design. 
Petersborg Oase er skabt til unge par, singler og studerende som ønsker at være en del af et fællesskab og bo i en fed cool ejendom der er helt unik.
Inklusiv i huslejen får du masser af fede faciliteter:  
 

•	Yoga rum  
•	Lounge med fællesspisning med storskærm og bar 
•	Gaming room
•	Lektie og stillerum  
•	Pool- og billardrum 

Vi bygger rammerne - I bygger fællesskabet. 
 
Velkommen til Petersborg Oase.  
Ring i dag for fremvisning.
Udlejes efter først til mølle princippet.....",https://www.boligportal.dk/lejligheder/aalborg/54m2-1-vaer-id-5372290
"Nørregade, 6700 Esbjerg, Esbjerg  - 1. sal",5.998 kr.,500 kr.,81 m²,3,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,D,"Lejligheden indeholder entre, soveværelse, 2 stuer adskilt med dør, køkken med spiseplads samt bad og toilet.
Der er mulighed for parkering i gården.
Fælles vaskeri i kælderen",https://www.boligportal.dk/lejligheder/esbjerg/81m2-3-vaer-id-5340508
"Vestermarksvej, 7100 Vejle, Grejs",7.850 kr.,1.200 kr.,128 m²,3,-,Rækkehus,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,C,"Denne indbydende bolig er 128 m^2 og har desuden en hyggelig terrasse, hvorfra man kan nyde aftensolen. 

I stueetagen findes en lys og indbydende entré med trappeopgang, et stort lyst køkken-alrum, en stor stue med adgang ud til terrassen samt et større badeværelse med vaskesøjle. På førstesalen findes en repos, tre gode værelse og et fint toilet.  

Boligen er perfekt til den lille børnefamilie eller et pladskrævende par. Boligen er beliggende på en blind vej, midt i et yderst populært og roligt rækkehuskvarter.

Lejemålet har tidligere været brugt til præstebolig, men blev i forbindelse med en gennemgribende renovering i 2007 omdannet til tre selvstændige og indbydende boliger.

Grejs er et område i rivende udvikling. Området er attraktivt og tiltrækker i disse år særligt børnefamilier. Byen er kendetegnet ved et stærkt, lokalt foreningsliv. 

Der er ca. 6km til Vejle centrum og samtidig fordelagtige trafikale tilkørselsforhold til motorvejsnettet. Dette betyder at man får muligheden for at bo i et roligere område, hvor man stadig kan komme ind til centrum på kort tid, i bil eller med de gode busforbindelser der er til Vejle.

Praktisk info: 500 m til vuggestue og børnehave,1 km til Grejs Friskole, 3 km til Grejsdal Skole, 5 km til indkøb (dog er en Netto i byen under opførelse).
Boligen er energimærket C. 

Vi står klar til at byde dig velkommen i et attraktivt og roligt rækkehus-kvarter. 

(Ejendommen opvarmes med naturgas.)

Aconto varme kr. 900
Aconto vand kr. 300",https://www.boligportal.dk/r%C3%A6kkehuse/vejle/128m2-3-vaer-id-5372621
"Michael Strunges Vej, 2300 København, København S  - 4. sal",13.300 kr.,700 kr.,65 m²,3,4.,Lejlighed,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,A,"Velkommen til boligen
BEMÆRK VENLIGST:
Ejendom med butikker og lejligheder boligen er tegnet af Praksis Arkitekter og er kendetegnet ved sin lyse teglkonstruktion med forskellige stentyper, som skaber spil i facaderne og giver bygningen sit eget unikke udtryk. I byggeriets stueetage finder du butikker, cafeer samt bydelens kultur- og beboerhus, mens resten af ejendommen indeholder private boliger.
Lyse og moderne boliger Fra 1. sal består boligen består af 2-4-værelses lejligheder. I alle boliger er der taget udgangspunkt i at sikre gode dagslysforhold og fleksible indretningsmuligheder til de primære opholdsrum. Materialerne i boligerne er lyse, og køkkenet er hvidt og moderne fra Invita.
Indbydende gårdrum Midt i boligen er der skabt et stort grønt gårdrum med plads til ophold og leg. Gårdrummet får tæt beplantning med forskellige græsser, buske og træer og i den nordøstlige del placeres en legeplads med omkringliggende bænke. Midt i gårdrummet er der mulighed for at aflevere sit affald i affaldsstandere, som omkranses af en pergola med klatreplanter.
Husdyr: Kan ansøges
*Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende lejlighed, og at udsigt m.v. derfor kan variere.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/65m2-3-vaer-id-5366527
"Holstebrovej, 7800 Skive  - 2. sal",5.466 kr.,1.168 kr.,83 m²,3,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Lejemålet er beliggende på Holstebrovej og består af 3 værelser samt køkken og bad. Lejemålet er 83 m2 og er klar til overtagelse 15-08-2023. Månedlig husleje er 5466 kr. og indskud beløber sig til 10900 kr. 

Send en besked, hvis lejemålet har fanget din interesse.
For at kunne leje denne bolig, kræver det man er medlem af boligforeningen. På BoligPortal annonceres kun reelt ledige boliger uden eksisterende venteliste på annonceringstidspunktet. Venligst kontakt udlejer hvis du er interesseret i lejemålet.",https://www.boligportal.dk/lejligheder/skive/83m2-3-vaer-id-5271479
"Dieselvej, 2450 København, København SV  - 1. sal",16.350 kr.,1.100 kr.,94 m²,4,1.,Lejlighed,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,N/A,"Teglbroen, på Teglholmen i Københavns Havn.

Vandkvartererne i Københavns Havn er nogle af byens mest attraktive nabolag. Teglbroen er ingen undtagelse. Kvarteret danner bro mellem havnebassinets spændende aktiviteter og indre bys mange muligheder.

Beboerne i Teglbroen får mulighed for at nyde en god, lang sommer med f.eks. hyggeaftener på altanen, kajakroning, lystfiskeri, badning eller gåture langs vandet.

Der findes 2-5 værelses lejligheder i projektet. Alle lejlighederne har altan eller terrasse, og alle lejligheder er udført i de lækreste materialer.

1 husdyr (mindre) tilladt med udlejers tilladelse  (Der opkræves 3 måneders depositum + 3 måneders forudbetalt husleje)

BEMÆRK: Billederne er fra en prøvebolig",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/94m2-4-vaer-id-3829922
"Jernbanegade, 8800 Viborg  - 1. sal",3.100 kr.,750 kr.,36 m²,1,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,N/A,Bo centralt i denne et værelses lejlighed i Viborgs midtby med en beliggehed tæt på Viborgs banegård og Viborgs gågader. Lejligheden er klar til indflytning.,https://www.boligportal.dk/lejligheder/viborg/36m2-1-vaer-id-5339219
