Type,Name,Longitude,Latitude
Restaurants,Kitchenette,12.5493551,55.6812097
Restaurants,Københavner Caféen,12.5750250,55.6781664
Restaurants,Kronborg,12.5744986,55.6776072
Restaurants,Palæo Pilestræde,12.5805570,55.6806487
Restaurants,Marchal,12.5847233,55.6804417
Restaurants,Kadeau København,12.5888555,55.6722547
Restaurants,Formel B,12.5355288,55.6706980
Restaurants,AOC,12.5888493,55.6832803
Restaurants,Colombia Pizza & Restaurant,12.5421135,55.6705722
Restaurants,Restaurant Tårnet,12.5804107,55.6762303
Restaurants,Hellerup Sejlklub,12.5809649,55.7312680
Restaurants,Enomania,12.5319708,55.6706559
Restaurants,Omakase,12.5353469,55.6703822
Restaurants,Sejlklubbernes Restaurant,12.6006081,55.7632334
Restaurants,Skovshoved Kro,12.5968422,55.7589166
Restaurants,Mesón España,12.5576346,55.6718168
Restaurants,Frederiks Have,12.5251614,55.6791194
Restaurants,Phoenix Running Sushi,12.5180707,55.7494174
Restaurants,Famo Metro,12.5795519,55.6957451
Restaurants,Sticks & Sushi Hotel Tivoli,12.5659600,55.6658800
Restaurants,Sankt Peder,12.5757475,55.7307670
Restaurants,Sans Souci,12.5414017,55.6762611
Restaurants,Punjab,12.5204573,55.6664308
Restaurants,Kanal Caféen,12.5767875,55.6743994
Restaurants,Palæo Torvehal 1 Stade E1-F1,12.5691044,55.6838775
Restaurants,Teppan House,12.5011800,55.6848500
Restaurants,Senorita,12.5549211,55.6695262
Restaurants,Il Buco,12.5802158,55.6663582
Restaurants,China Garden,12.5150515,55.7340999
Restaurants,Bæst,12.5559090,55.6922190
Restaurants,Restaurant Strandlund,12.5838554,55.7439102
Restaurants,Takii,12.5510082,55.6965107
Restaurants,No. 2,12.5845011,55.6724145
Restaurants,Govinda,12.5563467,55.6827437
Restaurants,Fishmarket,12.5844498,55.6809171
Restaurants,McJoy's Choice,12.5913418,55.6799215
Restaurants,Trattoria Italiana,12.5764486,55.6800752
Restaurants,Cocks & Cows,12.5788252,55.6777981
Restaurants,Da Claudio,12.5320044,55.6869918
Restaurants,9-Ni Running Sushi,12.4582803,55.6714958
Restaurants,"Cafe og Ølhalle ""1892""",12.5702547,55.6849944
Restaurants,Uki Bento,12.5613942,55.6712966
Restaurants,Cock's & Cows SP34,12.5665053,55.6787142
Restaurants,Fu Wa,12.5419871,55.6885295
Restaurants,YaYa Sushi,12.4920020,55.7052830
Restaurants,Ahaaa Det Arabiske Madsted,12.5584645,55.6864878
Restaurants,KöD,12.5823423,55.6776029
Restaurants,Baan Thai Isarn,12.5602574,55.6706228
Restaurants,Le Diamant,12.5804260,55.6790273
Restaurants,L'Anfora,12.5772750,55.6834866
Restaurants,Restaurant Karla,12.5741057,55.6736846
Restaurants,L'Enoteca di Mr. Brunello,12.5740530,55.6712180
Restaurants,Roberta,12.5626665,55.6876013
Restaurants,Kinome,12.5763340,55.7280680
Restaurants,Husmanns Vinstue,12.5701440,55.6778099
Restaurants,Indian Maharaja,12.5869692,55.7043566
Restaurants,Bone's Herlev,12.4503611,55.7185435
Restaurants,Restaurant Tokyo,12.5494530,55.6724308
Restaurants,Kashmir,12.5874463,55.6989421
Restaurants,Riz Raz,12.5742858,55.6801828
Restaurants,Vesterbros Originale Burgerrestaurant,12.5584395,55.6708624
Restaurants,Kong Hans Kælder,12.5840367,55.6787557
Restaurants,Bistro Royal,12.5850751,55.6814081
Restaurants,Restaurant Ayuttaya,12.5528263,55.6859501
Restaurants,Ramen To Biíru,12.5540103,55.6878253
Restaurants,Ravage,12.5860369,55.6813283
Restaurants,Salt & Pepper,12.6368397,55.6449878
Restaurants,Jin Yuan Restaurant,12.6413905,55.6366751
Restaurants,The American Restaurant & Diner,12.5776373,55.6298278
Restaurants,Grillen Burger Bar,12.5913844,55.6715098
Restaurants,Susets Køkken,12.4981200,55.6255230
Restaurants,China Palace,12.5620654,55.6743178
Restaurants,Armandos Trattoria,12.5381927,55.7535121
Restaurants,Øresund,12.5966339,55.7641381
Restaurants,Il Gabbiano restaurant og café,12.5997478,55.7620735
Restaurants,Milano Restaurant,12.5780316,55.6302032
Restaurants,Grand B,12.5888386,55.7530188
Restaurants,Op La restaurant,12.5078164,55.7301435
Restaurants,Restaurant Mellemfortet,12.5426159,55.6377277
Restaurants,Sushi Lovers Ordrupvej,12.5760718,55.7624262
Restaurants,Ca',12.5642224,55.7323185
Restaurants,Pizzeria Barletta,12.5236922,55.7290289
Restaurants,Il Nuovo Rugantino,12.5031807,55.7401767
Restaurants,Sushi Familie,12.5799881,55.7642554
Restaurants,Scandic Restaurant,12.4194112,55.6682618
Restaurants,Restaurant Hong Yu,12.4660810,55.7100730
Restaurants,Esthers Spisehus,12.5655333,55.7327042
Restaurants,Restaurant HIK,12.5658126,55.7435749
Restaurants,Restaurant Yami Sushi,12.5764180,55.7307270
Restaurants,Zi Yang,12.4750240,55.6979070
Restaurants,Dong Fang,12.4729697,55.6576749
Restaurants,Cantinos,12.5350470,55.7139460
Restaurants,Punjabi,12.6119260,55.6511422
Restaurants,Royal Cuisine,12.5578782,55.7082863
Restaurants,Duang Jai,12.5781178,55.7096519
Restaurants,New Japan,12.5801946,55.7011678
Restaurants,Restaurant Den Lykkelige Familie,12.6039930,55.6556260
Restaurants,Fresh Sushi,12.6180400,55.6638351
Restaurants,Prismen Café - Øens Spisested,12.6108770,55.6666360
Restaurants,Ristorante Tio Mario's,12.5939267,55.6983219
Restaurants,Valby Idrætspark Restaurationen,12.5135938,55.6497895
Restaurants,Bindia Amagerbrogade,12.6091025,55.6564242
Restaurants,Bones Amager,12.6085209,55.6572864
Restaurants,Omar Khayam Den Persiske Restaurant,12.5217669,55.6665494
Restaurants,Wokamok 2000,12.5245610,55.6837134
Restaurants,Kon Tiki,12.6034021,55.6827904
Restaurants,Restaurant Menu'en,12.5979076,55.6617289
Restaurants,Islands Brygge Wok,12.5801120,55.6639807
Restaurants,Sushi factory amager,12.6007960,55.6638090
Restaurants,Filini,12.5858715,55.6673341
Restaurants,Xing Sushi,12.5056505,55.6788468
Restaurants,Restaurant Frksbrg,12.5320979,55.6783936
Restaurants,Turesen,12.5639983,55.6813932
Restaurants,Uma,12.5645739,55.6813469
Restaurants,Blue Elephant,12.5858004,55.6671884
Restaurants,Mash Penthouse,12.5653754,55.6662129
Restaurants,Josty,12.5295951,55.6738208
Restaurants,Danafrika,12.5358800,55.6969100
Restaurants,Dumpo,12.5513407,55.6664470
Restaurants,Restaurant Il Grappolo Blu Divina Patria,12.5537813,55.6807476
Restaurants,Restaurant Anarki,12.5546310,55.6793450
Restaurants,Osteria 16,12.5457080,55.6676180
Restaurants,Candido,12.5299759,55.6871785
Restaurants,20 a,12.5630017,55.6892750
Restaurants,San Marco Junior,12.5337989,55.6792203
Restaurants,Famosi E Golosi,12.5405472,55.6847688
Restaurants,Fabio Vinbar & Restaurant,12.5370129,55.6836466
Restaurants,Lillians Smørrebrød,12.5777720,55.6719238
Restaurants,Hidmona Restaurant,12.5551904,55.6888015
Restaurants,Kato Sushi,12.5505290,55.6825390
Restaurants,Karmaman,12.5428116,55.6734812
Restaurants,Al-Diwan,12.5480869,55.6722820
Restaurants,Ammessi,12.5519310,55.6727887
Restaurants,Restaurant Krebsegården,12.5699553,55.6787037
Restaurants,Fu Hao,12.5627315,55.6716979
Restaurants,Teaterkælderen,12.5555639,55.6732196
Restaurants,The Grill,12.5595006,55.6750742
Restaurants,Restaurant Amalie,12.5919400,55.6827140
Restaurants,Fru Nimb,12.5660283,55.6735593
Restaurants,Det Færøske Hus Restaurant,12.5601300,55.6727910
Restaurants,Diamond Rice,12.5883670,55.6822905
Restaurants,L'Appetito,12.5616858,55.6756538
Restaurants,Slotskælderen hos Gitte Kik,12.5808754,55.6780017
Restaurants,Restaurant Sankt Annæ,12.5912272,55.6813617
Restaurants,District Tonkin,12.5881236,55.6850364
Restaurants,Scandic Front,12.5933844,55.6812796
Restaurants,NyhavnC,12.5902748,55.6801972
Restaurants,Restaurant Fyrtøjet,12.5887007,55.6806168
Restaurants,Restaurant Leonore Christine,12.5885522,55.6806516
Restaurants,The Union Kitchen,12.5892920,55.6813550
Restaurants,Midori,12.5831752,55.6812021
Restaurants,Tight,12.5764893,55.6781301
Restaurants,NÆRT,12.5776173,55.6815961
Restaurants,Brew Pub København Restaurant,12.5694678,55.6770836
Restaurants,Retour Steak,12.5818496,55.6817271
Restaurants,Restaurant og Cafe Nytorv Friluft,12.5736015,55.6771833
Restaurants,Bar' Vin,12.5761940,55.6807390
Restaurants,Brdr. Price i Tivoli,12.5679346,55.6741644
Restaurants,Izumi,12.5769586,55.7168983
Restaurants,Gosushi,12.5323650,55.7078820
Restaurants,Sachi Sushi Borgergade,12.5852054,55.6834911
Restaurants,Skagen Fiskerestaurant kbh,12.5806831,55.6792416
Restaurants,Papa Ramen,12.5541382,55.6685750
Restaurants,Bollyfood Kødbyen,12.5585741,55.6688397
Restaurants,Restaurant og Cafe Nielsen,12.4376446,55.6658246
Restaurants,Restaurant Hummer,12.5925460,55.6796030
Restaurants,Hjemme,12.5757099,55.6906367
Restaurants,Yoki restaurant,12.4800090,55.6368660
Restaurants,Duniya palace,12.5336980,55.6789170
Restaurants,Restaurant India,12.5350587,55.6817367
Restaurants,Spontan,12.5558833,55.6919041
Restaurants,Pincho Nation A/S,12.5643570,55.6764000
Restaurants,The Market,12.5815406,55.6802105
Restaurants,Akiba Sushi & Wok,12.5408698,55.6846825
Restaurants,Max,12.5726978,55.6782998
Restaurants,Admiralgade 26,12.5821143,55.6776224
Restaurants,Voraz,12.5755837,55.6772807
Restaurants,Brooklyn Bar,12.5914182,55.6799959
Restaurants,Lundgren V.I.P,12.5547773,55.6729608
Restaurants,Strandlund Vennerslund Restaurant,12.5865440,55.7434780
Restaurants,Staldcafeen,12.5869458,55.7570798
Restaurants,Bowlernes Hal,12.5154233,55.6998899
Restaurants,Det Islamiske Trossamfund Restaurant,12.5254450,55.7083160
Restaurants,Kompasset,12.5927720,55.6795496
Restaurants,Viften,12.5669807,55.6740013
Restaurants,Chim Chim,12.5642035,55.6756000
Restaurants,Palæo City,12.5805701,55.6793593
Restaurants,Lalala,12.5951708,55.6766010
Restaurants,Nino e Franco,12.5656456,55.6929993
Restaurants,Otto,12.5936223,55.6979574
Restaurants,Deligreco,12.5347780,55.6781041
Restaurants,Sushi2500 Smallegade,12.5299118,55.6789481
Restaurants,YO! Sushi,12.6488906,55.6282918
Restaurants,L'Imperatore,12.5771052,55.7013779
Restaurants,Mæsk,12.5249619,55.6841046
Restaurants,Sankt Annæ 8,12.5913373,55.6738544
Restaurants,Asia House,12.5096072,55.6947686
Restaurants,Mevlana,12.5513956,55.6968977
Restaurants,Gasten,12.5894090,55.6804302
Restaurants,Bevi Bevi,12.5501836,55.6680075
Restaurants,Barock,12.5879591,55.6808434
Restaurants,Vietthai,12.5318230,55.7084010
Restaurants,Nagoya,12.5542313,55.6755107
Restaurants,Väkst,12.5671517,55.6788004
Restaurants,Kødbyens Fiskebar,12.5592700,55.6678500
Restaurants,Uformel,12.5644700,55.6765300
Restaurants,Paté Paté,12.5586400,55.6691700
Restaurants,Restaurant Gorilla,12.5611400,55.6677000
Restaurants,Restaurant Løjtehus,12.6213800,55.6229200
Restaurants,Oranje af Svendborg,12.5926112,55.6793870
Restaurants,Nyboders Køkken,12.5879811,55.6867773
Restaurants,Go-Kart Banen Restaurant,12.6193481,55.6789236
Restaurants,Jah,12.5574865,55.6707131
Restaurants,Det Simrer,12.5852357,55.7033707
Restaurants,Ramen to Biiru,12.5429694,55.6656945
Restaurants,Mangal,12.5587233,55.6671559
Restaurants,Restaurant Pilen,12.5291573,55.6715060
Restaurants,Wok Flame Thai,12.6347600,55.6381910
Restaurants,"Meyers Køkken, Business Center",12.6420944,55.6458599
Restaurants,Trattoria Nuova Italia,12.4590640,55.6959300
Restaurants,Tivoli Hotel og Tivoli Congress Center Restaurant Tivoli Vie,12.5660006,55.6658853
Restaurants,NOHO,12.5579410,55.6676990
Restaurants,Claras,12.4561855,55.6792394
Restaurants,Ambassaden og Konsulatet,12.5833449,55.6937622
Restaurants,Lupa,12.5851589,55.7035065
Restaurants,Mangia,12.5543970,55.6732640
Restaurants,Vandvid,12.5505625,55.6473438
Restaurants,Jazzhus Montmartre,12.5824601,55.6820021
Restaurants,Café Patina,12.5479378,55.6679591
Restaurants,Spisestuen,12.5559913,55.7272438
Restaurants,Brasserie Barner,12.5782619,55.7061070
Restaurants,Christianshavnerfærgen M/F,12.5926933,55.6755943
Restaurants,WokShop Valby,12.5148241,55.6662829
Restaurants,Brace,12.5686560,55.6795823
Restaurants,Restaurant Flammen,12.5614610,55.6802520
Restaurants,DADA,12.5718683,55.6806777
Restaurants,Fleisch,12.5587033,55.6691055
Restaurants,Scandic Sluseholmen,12.5450024,55.6434709
Restaurants,Restaurant Jordnær,12.5412167,55.7481057
Restaurants,Bistro Couloir,12.6309498,55.6586612
Restaurants,Garden,12.5779925,55.6832992
Restaurants,Gro spiseri,12.5641720,55.7112828
Restaurants,Oregano Huset,12.5171663,55.6904099
Restaurants,Katsura,12.4744897,55.7115144
Restaurants,Nr.30,12.5633960,55.6818869
Restaurants,Nærvær,12.5964137,55.6771212
Restaurants,Mammas,12.5712535,55.6758977
Restaurants,Kasai 2 Nørrebro,12.5373907,55.6966884
Restaurants,Mudan Restaurant,12.5036920,55.6843310
Restaurants,Restaurant Barr,12.5962675,55.6779025
Restaurants,Corsa Pizza,12.5964343,55.7066274
Restaurants,Aamanns 1921,12.5759400,55.6802100
Restaurants,Tèrra,12.5706939,55.6946659
Restaurants,The Pescatarian,12.5961728,55.6878773
Restaurants,Restaurant Kultorvet,12.5746307,55.6824392
Restaurants,Trio,12.5657140,55.6758290
Restaurants,Tavola Calda,12.5645400,55.7313530
Restaurants,Magi Sushi Restaurant,12.4713071,55.7120086
Restaurants,Restaurant Silo,12.5979720,55.7081532
Restaurants,Frank,12.5842178,55.6811035
Restaurants,Sticks 'n' Sushi,12.5653110,55.6742794
Restaurants,Chefoncall,12.5803277,55.6799310
Restaurants,Noma,12.6107888,55.6825096
Restaurants,The Fat Pike,12.5805360,55.6664410
Restaurants,Ewalds,12.5334459,55.6776484
Restaurants,Khmer Restaurant,12.5892320,55.6858150
Restaurants,Bazaar,12.5862493,55.6837592
Restaurants,Urten,12.5693542,55.6786267
Restaurants,Mash Frederiksberg,12.5424716,55.6763213
Restaurants,Trattoria Da Alfredo,12.4827805,55.6868165
Restaurants,Coq en Pâte,12.5770248,55.7136261
Restaurants,Ramen To Biiru,12.5810648,55.7017375
Restaurants,India,12.4934818,55.6939367
Restaurants,Selma,12.5699647,55.6847517
Restaurants,Meille,12.5681243,55.6789881
Restaurants,Blaaregn,12.5470035,55.6877197
Restaurants,Ark,12.5682623,55.6852177
Restaurants,Nebbiolo Antipasti,12.5898703,55.6785116
Restaurants,Frenchy,12.5880910,55.6849690
Restaurants,Food Club,12.5628680,55.6881870
Restaurants,Engtoftegård,12.4407680,55.6552320
Restaurants,Punk Royal,12.5878103,55.6835352
Restaurants,Salon,12.5916170,55.6862387
Restaurants,Trattoria SUD,12.5683542,55.6847132
Restaurants,Mahalle,12.5655588,55.6837192
Restaurants,Restaurant Alouette,12.5759640,55.6625940
Restaurants,Iluka,12.5892445,55.6777522
Restaurants,Mercante,12.5759916,55.6791528
Restaurants,Boathouse,12.5950847,55.6774404
Restaurants,Halifax Burgers Skolegade,12.5135861,55.6654888
Restaurants,Letz Sushi Store Kongensgade,12.5868410,55.6829990
Restaurants,Undici,12.5941040,55.6751300
Restaurants,Bistro Central,12.5824870,55.6816643
Restaurants,MaMeMi,12.5479690,55.6678500
Restaurants,Basso KBH,12.5865768,55.6838798
Restaurants,Restaurant 1733,12.5763083,55.6764748
Restaurants,Hanzo,12.5771735,55.7040289
Restaurants,Baka d'Busk,12.5477960,55.6872816
Restaurants,Cafe Ravnsborg,12.5610146,55.6879431
Restaurants,Maui,12.5622147,55.6885903
Restaurants,The Taj,12.5980315,55.6671907
Restaurants,Restaurant Lazio,12.5139760,55.6919840
Restaurants,Sukaiba,12.5783056,55.6395289
Restaurants,MØR Restaurant & Bar,12.5573055,55.6669001
Restaurants,Luca Pizzaria,12.5783464,55.6777061
Restaurants,Tramonto,12.5330623,55.6668040
Restaurants,WOK Christianshavn,12.5925263,55.6720329
Restaurants,The harbour,12.5636439,55.6630696
Restaurants,Hey Ida,12.5708356,55.6666851
Restaurants,Great China,12.5628926,55.6721055
Restaurants,Hot Pot Republic,12.5407277,55.6704466
Restaurants,Il Puro,12.5802691,55.7259700
Restaurants,John & Woo,12.5978310,55.7067790
Restaurants,Wokshop,12.5772079,55.7002445
Restaurants,Ristorante Nuova Italia,12.4520380,55.6815200
Restaurants,Watami,12.5118841,55.6660798
Restaurants,OISHI Sushi,12.5545508,55.6493182
Restaurants,Alchemist,12.6139060,55.6938310
Restaurants,Falang,12.5563878,55.6702083
Restaurants,The Modern,12.5926011,55.6814860
Restaurants,The Shrimp,12.5916864,55.6812303
Restaurants,Pizzeria e Birratheque La Carmela,12.5175690,55.6662460
Restaurants,Karma Sushi Nyhavn,12.5925569,55.6797919
Restaurants,Nepali Bhancha,12.5501532,55.6823199
Restaurants,Nordea Ørestaden Fine Dining,12.5915818,55.6555232
Restaurants,Hooked,12.5550218,55.6900527
Restaurants,Folk,12.5227138,55.6717984
Restaurants,Restaurant Babylon,12.5592221,55.6818679
Restaurants,Allé Kroen,12.6476265,55.6363595
Restaurants,Restaurant MA,12.5797910,55.6817850
Restaurants,Maison,12.5836960,55.6844446
Restaurants,Wakha Wakha,12.5651668,55.6744794
Restaurants,Restaurant Cyprus,12.5760643,55.6308694
Restaurants,PanPan,12.5215133,55.6736440
Restaurants,And Kebab,12.5625553,55.6622827
Restaurants,Angelini,12.5645743,55.6737791
Restaurants,Yaffa,12.5754170,55.6796755
Restaurants,À terre,12.5874110,55.6786210
Restaurants,Wok Shop,12.5747080,55.7345000
Restaurants,Madklubben Østerbro,12.5771709,55.7039585
Restaurants,Dream Sushi,12.5542541,55.6670753
Restaurants,Granen,12.4945664,55.6769008
Restaurants,Norrlyst,12.5762576,55.6775891
Restaurants,Grosen & Falkenbergs,12.5996303,55.6782978
Restaurants,Spazio 26,12.5825910,55.6817750
Restaurants,Restaurant Safari,12.5599782,55.6868108
Restaurants,Restaurant Kongen,12.5489198,55.6748471
Restaurants,Restaurant Polly,12.5463859,55.6754224
Restaurants,Frankies Pizza Frederiksberg,12.5327890,55.6750140
Restaurants,John&Woo,12.5983684,55.6655167
Restaurants,Lola,12.5961260,55.6714360
Restaurants,Lucifer,12.5874396,55.6842087
Restaurants,Restaurant Capa,12.5702485,55.6762332
Restaurants,Kanagawa,12.5475635,55.6719062
Restaurants,Nozomi,12.5874458,55.6837909
Restaurants,Sult,12.5782361,55.6827638
Restaurants,JabbyS,12.5682789,55.6780113
Restaurants,Lamfuz,12.5744350,55.7056099
Restaurants,Carls Øl & Spisehus,12.5335850,55.6673260
Restaurants,Bulko,12.5395320,55.6665670
Restaurants,Las americas,12.5806061,55.6789726
Restaurants,Everest Curry,12.5792116,55.6677745
Restaurants,Turan,12.4390920,55.6715310
Restaurants,Mosob,12.5550878,55.6886848
Restaurants,Garam Masala,12.4855646,55.6923425
Restaurants,Nibon Ya Sushi,12.5601926,55.6730829
Restaurants,Retour Vesterbro,12.5605647,55.6739197
Restaurants,PickEatUp,12.5347796,55.6521569
Restaurants,Konstrast,12.5672660,55.6712185
Restaurants,Frankies,12.5728654,55.6781339
Restaurants,Urban Indian,12.5667418,55.6773734
Restaurants,Færgekroen,12.5698159,55.6741317
Restaurants,Hind,12.5686768,55.7129214
Restaurants,Jagger,12.5176560,55.6665230
Restaurants,Brasserie Murdoch's Books & Ale,12.5888432,55.6829847
Restaurants,Barabba,12.5864106,55.6825697
Restaurants,Rangoli,12.5881385,55.6845705
Restaurants,Frokostrestauranten 1971,12.5478330,55.6789480
Restaurants,Restaurant Carl Nielsen,12.5915280,55.6800720
Restaurants,Restaurant Erbil,12.5490665,55.7085828
Restaurants,Ye Sushi,12.6351022,55.6382902
Restaurants,Neighborhood,12.5424684,55.6939222
Restaurants,Eat in Time,12.5167990,55.6665320
Restaurants,Bjørns,12.5530590,55.6727260
Restaurants,BBC Restaurant,12.6048140,55.6278580
Restaurants,Skovshoved Hotel Morgenmadsrestaurant,12.5968879,55.7589522
Restaurants,Le Lac,12.5816250,55.6968160
Restaurants,Rose Rose,12.5753407,55.7373796
Restaurants,Accanto Copenhagen,12.5742806,55.6828028
Restaurants,Ciao Italian Quality Food,12.5460591,55.6713138
Restaurants,Hija de Sanchez Cantina,12.5970153,55.7078534
Restaurants,Restaurant Palægade,12.5864119,55.6823022
Restaurants,Møntergade Smørrebrød og Brasseri,12.5798740,55.6822070
Restaurants,Fasangården,12.5212940,55.6750470
Restaurants,Wallmans,12.5651134,55.6759302
Restaurants,Kōnā,12.5321593,55.6678674
Restaurants,Brasserie Saigon,12.5549850,55.6725280
Restaurants,Hong Kong,12.5884539,55.6806738
Restaurants,Salon 39 Vinbar,12.5544100,55.6780450
Restaurants,Makoto,12.5097770,55.6943678
Restaurants,Restaurant Fabio,12.5368700,55.6835410
Restaurants,Vanløse Bistro,12.4893128,55.6895028
Restaurants,Superbello,12.4894106,55.6880045
Restaurants,El Tapeo de Cervantes,12.5556820,55.6727950
Restaurants,Captain H,12.5736880,55.6973190
Restaurants,Comwell Copenhagen Portside,12.5937576,55.7126955
Restaurants,Silberbauers Bistro,12.5434247,55.6932511
Restaurants,Nan Yuan,12.5400231,55.6848825
Restaurants,The Fat Greek,12.5672721,55.6921390
Restaurants,Darling,12.5810400,55.6776930
Restaurants,Kampot,12.5943989,55.7074985
Restaurants,Øens Have,12.6121234,55.6910561
Restaurants,Spisestedet Jagten,12.4958722,55.6255862
Restaurants,Fish Sushi,12.5863914,55.6036614
Restaurants,Komplet,12.5740229,55.6809565
Restaurants,Seating,12.6548788,55.6353354
Restaurants,Seaside Toldboden,12.5998371,55.6898946
Restaurants,Charm,12.5915873,55.6801626
Restaurants,Chawala,12.6141900,55.6600390
Restaurants,Pomodoro D'oro,12.6337695,55.6590358
Restaurants,Sushi Joint,12.6346796,55.6585259
Restaurants,Restaurant Sundby Sejl,12.6318053,55.6644204
Restaurants,Camino,12.5575678,55.6682173
Restaurants,Thai Corner,12.5576196,55.6706023
Restaurants,Projekt Raw,12.5998339,55.6900841
Restaurants,Spisehuset,12.5751538,55.6764251
Restaurants,Figaro,12.5672476,55.6734393
Restaurants,Mæxico Vesterbrogade,12.5534758,55.6726717
Restaurants,Sol & Luna,12.5315320,55.6810620
Restaurants,NH Collection Copenhagen,12.5887099,55.6735885
Restaurants,Shirzad Persisk Restaurant,12.5186154,55.6814834
Restaurants,Osteria Nana,12.5879994,55.6844400
Restaurants,Restaurant Replik,12.5950934,55.6799349
Restaurants,Le Jardin,12.5827732,55.6813494
Restaurants,Skagen Fiskerestaurant Esplanaden,12.5931364,55.6874375
Restaurants,Ristorante IL Rosmarino,12.5935523,55.6793470
Restaurants,Lille Norrlyst,12.5748380,55.6783280
Restaurants,JED,12.5647665,55.6907850
Restaurants,Bloom Vesterbro,12.5569539,55.6724570
Restaurants,Bobo Food Studio,12.5827290,55.6789239
Restaurants,Espehus Kro,12.4371373,55.6797644
Restaurants,Bocado,12.5820040,55.6800470
Restaurants,Puls Kitchen & Bar,12.5749114,55.6316349
Restaurants,Vinello,12.5671944,55.6920914
Restaurants,Plin,12.5915020,55.6813134
Restaurants,Det Glade Vanvid,12.5788740,55.6783270
Restaurants,Topical,12.5433073,55.6930162
Restaurants,Delphine,12.5557822,55.6725050
Restaurants,Görkem Efendi NV,12.5327525,55.7032940
Restaurants,Restaurant The Samuel,12.5683736,55.7324423
Restaurants,Koreansk B.B.Q.,12.5022718,55.6845961
Restaurants,Almanak i Operaen,12.6016220,55.6819231
Restaurants,TAVA,12.4578708,55.6802107
Restaurants,Glød,12.5833377,55.6832134
Restaurants,Skjoldgaarden,12.5856828,55.7555485
Restaurants,Damindra,12.5742600,55.6762609
Restaurants,Proud sushi,12.4859569,55.6840705
Restaurants,Feed Bistro,12.5664369,55.6749946
Restaurants,Bjørnekælderen,12.5374112,55.6740330
Restaurants,Buakow a thai take away,12.5259342,55.6970299
Restaurants,Panza,12.5693931,55.6950428
Restaurants,Spiseriet Teglholmen,12.5460454,55.6512651
Restaurants,The Flames,12.6165856,55.6555229
Restaurants,Thai Gourmet,12.5760910,55.6910915
Restaurants,Circolo,12.5517912,55.6742463
Restaurants,A Dresscode,12.5940935,55.7000499
Restaurants,La Tre to Go,12.5407780,55.7457106
Restaurants,New Mahalle CPH,12.5730990,55.6806860
Restaurants,Little House Restaurant,12.6204284,55.6671897
Restaurants,UMI Vanløse,12.4899268,55.6879656
Restaurants,Hooked Christianshavn,12.5893843,55.6732604
Restaurants,Jesper Gøtz,12.5765392,55.6830362
Restaurants,Kasai Sushi,12.6118561,55.6526953
Restaurants,Lago,12.5594840,55.6844860
Restaurants,Pulpo,12.6292426,55.6646497
Restaurants,PHO HA NOI,12.5622520,55.6751300
Restaurants,Maekhong,12.5728961,55.6958568
Restaurants,Restaurant Muma,12.5110096,55.7057775
Restaurants,Golden Palace Cph,12.6048373,55.6277996
Restaurants,Jatak,12.5478519,55.6870442
Restaurants,Mr Ramen,12.5647215,55.6766105
Restaurants,Mæxico City,12.5732073,55.6788415
Restaurants,Hotel Skt Petri Restaurant,12.5717288,55.6806951
Restaurants,Casamadre,12.5510939,55.7012459
Restaurants,Bar Pasta,12.5546282,55.6881393
Restaurants,The Market Italian,12.5815990,55.6803200
Restaurants,Takuya restaurant,12.5635698,55.6722146
Restaurants,Thaipan,12.5593416,55.6909676
Restaurants,P & P Restaurant,12.5731104,55.7130804
Restaurants,Dehra Restaurant,12.4833980,55.6616634
Restaurants,Madklubben Frederiksberg,12.5319860,55.6810539
Restaurants,Dorado,12.5997619,55.6901358
Restaurants,Danhostel Copenhagen City Morgenmadsbuffet,12.5765664,55.6710017
Restaurants,Madklubben Vesterbro,12.5529918,55.6727157
Restaurants,Patagonia Grill,12.5998689,55.6900476
Restaurants,Dang Dang Asian Flavours,12.5998659,55.6900822
Restaurants,Solveig,12.5997773,55.6901128
Restaurants,Levi,12.5822735,55.6818155
Restaurants,Co-Ma Madsalen,12.5730900,55.6760190
Restaurants,Theo,12.5743883,55.6793247
Restaurants,Lees Kitchen,12.5557040,55.6831555
Restaurants,Kristinedal Burgers,12.5683259,55.6780951
Restaurants,Brasserie Prins,12.5533321,55.6736242
Restaurants,Kanagawa Sushi,12.5874645,55.7036591
Restaurants,Restaurant Mark,12.5643700,55.6754714
Restaurants,Alexanders bistro,12.5315743,55.6672661
Restaurants,Svovl,12.5795020,55.7059768
Restaurants,hubb kitchens,12.5725320,55.6841983
Restaurants,Aroii,12.5571412,55.6919155
Restaurants,The MidWestern Diner,12.5735729,55.6826026
Restaurants,Bistro RK,12.5469588,55.6957396
Restaurants,Villanelle,12.5738960,55.6897719
Restaurants,Koreansk BBQ,12.5968605,55.7075182
Restaurants,Injera,12.5337581,55.7022283
Restaurants,Ramen 88,12.6226718,55.6643083
Restaurants,Next EATERY,12.5709855,55.6695864
Restaurants,Pilekælderen,12.5795107,55.6811859
Restaurants,Bistro Verde,12.5921761,55.6811201
Restaurants,Studio,12.5310338,55.6668506
Restaurants,Souls Eatery,12.5359743,55.6672429
Restaurants,Sholay Indian Cuisine,12.5495151,55.6522197
Restaurants,ISSEI Copenhagen,12.5638287,55.6747583
Restaurants,Slurp Ramen Residency at Kona,12.5322370,55.6678464
Restaurants,Franks Kro,12.5675736,55.6927267
