Adress,City,Street name,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Hobrovej, 9530 Støvring  - Stuen",Støvring,Hobrovej,9530,56.896274,9.837057,10.950 kr.,N/A,112 m²,4,Stuen,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"4-værelses rækkehus beliggende på Hobrovej, 9530 Støvring. 

Rækkehuset er beliggende i Støvring tæt på diverse handlemuligheder samt offentlig transport. 

Rækkehuset er nyopført i 2021 og der medfølger alt i hvidevarer. Det indeholder en stue, tre værelser samt køkken og bad. 

Lejemålet overtages nymalet og med nybehandlede gulve.",https://www.boligportal.dk/lejligheder/st%C3%B8vring/112m2-4-vaer-id-5363196
"Istedgade, 9000 Aalborg, Aalborg  - 3. sal",Aalborg,Istedgade,9000,57.050505,9.905786,5.587 kr.,400 kr.,63 m²,3,3.,Lejlighed,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Nej,C,"3 værelse centralt i Aalborg. 
63 m2. Ny afhøvlet gulve. Dejligt stort køkken som er bygget ud på ejendommen i gården med fransk altan. Der er plads til spise plads/kontor i køkken. Der er dejlig gård med til ejendommen og vaskeri. 
Skabe i gange. Der er 2 værelser og en stue. 
Istedgade Leje 5587 + 400 i forbrug",https://www.boligportal.dk/lejligheder/aalborg/63m2-3-vaer-id-4152681
"Grønvej, 8471 Aarhus, Sabro  - 1. sal",Aarhus,Grønvej,8471,56.210542,10.047589,2.860 kr.,0 kr.,15 m²,1,1.,Værelse,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,N/A,"Lejlighed eller værelse udlejes

Lejligheden er ca. 55kvm og indeholder 2 store værelser samt køkken-alrum. Det er muligt at leje hele lejligheden eller leje blot det ene værelse, mens det andet værelse kan lejes ud til en anden, hvor man så deler køkken-alrum.

Foruden værelser og køkken-alrum hører stort repos, fælles pulterrum og gang med skabe samt stor fælles have til.

Lejligheden er beliggende i stuehuset på Sabro Rideklub, Grønvej 110, 8471 Sabro, hvor klubben har 3 lejligheder. Den ledige lejlighed ligger på 1. sal. I stueplan findes fælles toilet og bad, som deles problemfrit mellem husets 3 lejere. Udenfor findes egen parkeringsplads samt stor fælles have med terrasse.

Praktik information:
Husleje - hele lejligheden: 5.720kr pr. mdr. inkl. el, vand og varme. (Halv pris 2860kr hvis du kun lejer det ene værelse)

Ved indflytning betales: Depositum svarende til 3mdr husleje samt 1 mdr forudbetalt husleje.

Under 1km gang/cykel til nærmeste indkøb og busforbindelse til og fra Aarhus.",https://www.boligportal.dk/v%C3%A6relser/aarhus/15m2-1-vaer-id-4724391
"Studsgade, 8000 Aarhus, Aarhus C  - 1. sal",Aarhus,Studsgade,8000,56.159357,10.21005,9.300 kr.,850 kr.,80 m²,2,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Denne lejlighed på 80 m2 er beliggende i det attraktive latinerkvarter.
Lejligheden er moderniseret hvor der er taget behørig hensyn til ejendommens alder og fremstår i flot stand med synlige loftbjælker og sprodsevinduer.
Lejligheden indeholder: Flot nyere køkken med god bord og skabsplads. Stor lys opholdsstue i åben forbindelse med køkkenet. Mellemgang med plads til skrivebord. Stort badeværelse med bruseniche, samt vaskemaskine. godt soveværelse med skabe. Der er til lejemålet et kælderrum.",https://www.boligportal.dk/lejligheder/aarhus/80m2-2-vaer-id-4468879
"Søvej, 8800 Viborg  - 2. sal",Viborg,Søvej,8800,56.451864,9.416091,5.746 kr.,675 kr.,90 m²,2,2.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,N/A,"Lige ved den skønne grønne park Borgvold ligger denne afdeling. Med kort afstand til byens gågade miljø og en kort afstand til Viborg søerne.

Mandag: 9-13
Tirsdag: 9-13 & 15-16.30
Onsdag: 9-13
Torsdag: 9-13 & 15-16.30
Fredag: 9-13

For at kunne leje denne bolig, kræver det man er medlem af boligforeningen. På BoligPortal annonceres kun reelt ledige boliger uden eksisterende venteliste på annonceringstidspunktet. Venligst kontakt udlejer hvis du er interesseret i lejemålet.",https://www.boligportal.dk/lejligheder/viborg/90m2-2-vaer-id-5180696
"Sønder Allé, 8000 Aarhus, Aarhus C  - 2. sal",Aarhus,Sønder Allé,8000,56.152525,10.206244,8.500 kr.,500 kr.,73 m²,3,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,N/A,"I en historisk tidligere pakhus i Sønder Allé hyggelig 2 vær. Lejlighed på 70 m2. Ligger på 2. sal og indeholder stor stue i forbindelse med køkken med opvaskemaskine, nyere 4 pladers komfur med ovn og køleskab. Et stort soveværelse. Bad med separat bruseniche. Nyere monterede vinduer og dejlig altan. Lejligheden er ikke delevenlig, men ideel til par eller enlige. Super centralt med 50 meter til gågaden, 100 meter til rutebilstationen. Dørtelefon samt cykelparkering i gården.
Stort vaskerum i ejendommens forhus med nyere maskiner. Og kun kr. 5 for en vask og kr. 5 for tørretumbler. Der må desværre ikke holdes hund eller kat i lejligheden. Der er desværre ikke mulighed for parkering i gården. OBS! Billederne er som lejligheden ser ud i dag. Men der vil blive opsat en væg i det store soveværelse, sådan at rummet bliver delt i to, som det er optegnet i plantegningen. Lejligheden bliver ikke delevenlig, men blot lettere at indrette for par eller enlige.",https://www.boligportal.dk/lejligheder/aarhus/73m2-3-vaer-id-5356017
"Sundsmarkvej, 6400 Sønderborg  - Stuen",Sønderborg,Sundsmarkvej,6400,54.915349,9.8087,5.000 kr.,1.000 kr.,75 m²,2,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,N/A,"Flot stort 2 værelses lejemål udlejes pr. 01-09-2023 eller efter aftale.  
Lejemålet er beliggende rolig omgivelse men kun 250 meter fra centrum.
Lejemålet indeholder entre, stor stue, nyere køkken med opvaskemaskine, soveværelse og bad/wc med plads til egen vaskemaskine. 
Der er parkeringsplads til lejemålet.",https://www.boligportal.dk/lejligheder/s%C3%B8nderborg/75m2-2-vaer-id-3526891
"Østervold, 8900 Randers, Randers C  - 1. sal",Randers,Østervold,8900,56.459604,10.041018,3.310 kr.,550 kr.,59 m²,1,1.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,N/A,"Lejesagsnummer 1-133-6

Velbeliggende i god ejendom på Østervold med dørtlf. og elevator. 

Indeholder entré med integrerede skabe, stort badeværelse med brus samt stort opholdsrum med integreret køkken og fint kig mod Dytmærsken. Udvendige elmarkiser mod Østervold. 

Vaskeri: kr. 95,- mdl. 
Tv: grundpakke fra youSee kr. 299,48 mdl.
Der er indgået aftale med Norlys Fiber om installation af fiber i ejendommen. Dette forventes klart i løbet af året.",https://www.boligportal.dk/lejligheder/randers/59m2-1-vaer-id-3497393
"Valhøjvej, 2500 København, Valby",København,Valhøjvej,2500,55.665738,12.517938,13.000 kr.,1.000 kr.,78 m²,3,-,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Lækker 3V lejlighed i stueetage bestående af køkken/allrum/stue, 2 værelser og badeværelse udlejes.
Indflytning efter aftale.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/78m2-3-vaer-id-5376076
"Bøgeskovgårdsvej, 3200 Helsinge, Laugø  - Stuen",Helsinge,Bøgeskovgårdsvej,3200,56.031144,12.182633,12.800 kr.,N/A,79 m²,3,Stuen,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,N/A,"Lejemålet er beliggende på Bøgeskovgårdsvej og består af 3 værelser samt køkken og bad. Lejemålet er 79 m2 og er klar til overtagelse snarest. Månedlig husleje er 12800 kr. og forudbetalt husleje og depositum beløber sig til i alt 51200 kr. 

Send en besked, hvis lejemålet har fanget din interesse.",https://www.boligportal.dk/lejligheder/helsinge/79m2-3-vaer-id-5360539
