Adress,City,Street name,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Honningvænget, 8381 Aarhus, Tilst  - 1. sal",Aarhus,Honningvænget,8381,56.184828,10.124834,10.976 kr.,750 kr.,104 m²,4,1.,Lejlighed,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Nej,N/A,"1 måneds huslejefrihed


Honningvænget & Pollenvænget består af 110 lejelejligheder beliggende ved det tidligere GASA i Tilst. Lejlighederne findes med 2-5 værelser og i størrelserne 63-132 m2. Der kan vælges imellem en række forskellige boligtyper, der varierer i størrelse, værelser og planløsninger.

Alle boliger har tilhørende kælderrum på 2 kvadratmeter og der er fællesparkering i området, samt cykelparkering i gården og kælderen. Derudover har alle boligerne enten altan eller terrasse og beboerne kan også nyde godt af en gårdhave og et fælles opholdsareal i området.

Det er muligt at få godkendelse for op til to husdyr.

De lyse boliger er tidløst indrettet, med hvide vægge og loft. Køkken og stue er i ét og skaber derfor et hyggeligt samlingspunkt i boligen. Badeværelset har grå klinker og resten af boligen har lyse laminatgulve, med egetræslook. Der er desuden gulvvarme i alle rum.

Der er faste hvide HTH-elementer i boligen, så den er lige til at flytte ind i. Et ventilationsanlæg sikrer alle boligerne et godt indeklima og de kvalitetsmaterialer der er anvendt, er nemme at holde.",https://www.boligportal.dk/lejligheder/aarhus/104m2-4-vaer-id-5296195
"Åboulevarden, 8000 Aarhus, Aarhus C  - 3. sal",Aarhus,Åboulevarden,8000,56.155188,10.210452,7.578 kr.,625 kr.,46 m²,1,3.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,N/A,"Dejlig lys 1-værelses lejlighed på 3.sal udlejes lige ud til Åen i Aarhus C.    Lejemålet ligger i godt isoleret ejendom og indeholder badeværelse med separat bruseniche, vaskemaskine og tørretumbler -endvidere køkken med opvaskemaskine, køleskab, mikroovn,  komfur og emhætte. 
Der er endvidere dejlig altan i hele lejlighedens bredde  direkte mod åen med eftermiddagssol samt opbevaringsrum i kælder.

Kan beboes  af et par.

Det er ikke tilladt at have husdyr",https://www.boligportal.dk/lejligheder/aarhus/46m2-1-vaer-id-5363893
"Karlsbjergvej, 5672 Broby, Sdr Broby",Broby,Karlsbjergvej,5672,55.229735,10.26506,4.700 kr.,300 kr.,99 m²,3,-,Hus,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,N/A,Dejlig indflytningsklar hus til leje ved Odense Å i Brobyværk. Nymalet indvendig med nye gulvtæpper.,https://www.boligportal.dk/huse/broby/99m2-3-vaer-id-5357208
"Borgergade, 9620 Aalestrup  - Stuen",Aalestrup,Borgergade,9620,56.694036,9.496052,4.280 kr.,1.000 kr.,61 m²,2,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,N/A,"FØRST MÅNEDE GRATIS HUSLEJE:


Ældrevenlig lejlighed på 61 m2 .
Renoveret/nyt køkken og centralt beliggende på Borgergade, Aalestrup.

I lejligheden er der køkken,  soveværelse, badeværelse og lille gang. På badeværelset er der forberedt til vaskemaskine.

Der er fællesrum i ejendommen man kan leje  i tilfælde af man bliver mange gæster.",https://www.boligportal.dk/lejligheder/aalestrup/61m2-2-vaer-id-5340099
"Strømgade, 9760 Vrå  - Stuen",Vrå,Strømgade,9760,57.353009,9.940614,4.300 kr.,750 kr.,63 m²,3,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,N/A,"Lækker lys 3-værelset lejlighed centralt beliggende.
Lige i hjertet af vrå by, finder du denne skønne total nyrenoveret 3 værelset lejlighed på 63m2. Der er udelukkende brugt kvalitets materialer, køkken fra HTH og flotte egetræsgulve. Dejlig lys lejlighed med højt til loftet, nymalet opgang og flot nyrenoveret ejendom. Vaskemaskine i lejligheden og adgang til tørretumbler.

🚝100m fra tog/bus
🏬50m fra indkøb
📆overtagelse fra 1/7
💰månedlig husleje 4300
💰Indskud 3mdr. husleje",https://www.boligportal.dk/lejligheder/vr%C3%A5/63m2-3-vaer-id-5353285
"Hørkær, 2730 København, Herlev  - 3. sal",København,Hørkær,2730,55.718162,12.437785,13.650 kr.,950 kr.,108 m²,4,3.,Lejlighed,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,A,"Kvalitetsbolig, som er helt perfekt for dig, der vil bo op ad storbyen, men samtidig ønsker naturoplevelser og et trygt nærmiljø.

Boligerne er indrettet i den tidløse nordiske stil, med masser af lys, store vinduespartier i opholdsrummet, smukke trægulve og med stort fokus på enkelthed.

Den Grønne Fatning indbyder til samvær i de særlige byhaver i første sals højde, som forbindes af broer mellem de fire plinte. Haverne rækker ned mod gadeplanet, og grønne planter forbinder gården og haverne.

Husdyr er tilladt.

 

OBS: Plantegningerne er vejledende og der tages forbehold for eventuelle uoverensstemmelser.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/108m2-4-vaer-id-5321928
"Nymarksvej, 7000 Fredericia  - 3. sal",Fredericia,Nymarksvej,7000,55.574554,9.761329,3.600 kr.,620 kr.,52 m²,2,3.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Til leje.
Pæn lejlighed på 52 m2 indh. entre, stue,
køkken med hvidevare, badeværelse,
soveværelse, fælles vaskeri, parkering
i gården, depotrum, lille have.
der er gratis parkering i gården.
Husdyr ikke tilladt",https://www.boligportal.dk/lejligheder/fredericia/52m2-2-vaer-id-1826512
"Onsholtvej, 8260 Aarhus, Viby J  - 1. sal",Aarhus,Onsholtvej,8260,56.123272,10.127413,7.955 kr.,N/A,73 m²,3,1.,Lejlighed,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Nej,B,"Ejendommen 
Lejemålet er beliggende på Onsholtsvej, 8260 Viby J
 
Lejligheden
Lejemålet består af et køkken-/alrum, badeværelse med separat bruseniche, et værelse samt et soveværelse. I lejligheden er der køle-/fryseskab, komfur og emhætte. Samlet areal på 73m²
 
Området
I området er der gratis parkering samt dejligt grønne arealer med legeplads. Lejemålet er tæt på indkøb, offentlige institutioner og offentlige transport. 
 
Andre vilkår
Forbrug afregnes direkte til forsyningsselskaberne. 
OBS! Billeder er fra lignede lejemål.",https://www.boligportal.dk/lejligheder/aarhus/73m2-3-vaer-id-5308044
"Skansehøj, 9400 Aalborg, Nørresundby  - 2. sal",Aalborg,Skansehøj,9400,57.067519,9.929072,7.469 kr.,300 kr.,71 m²,2,2.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,A,"Her er der mulighed for at leje en flot og velindrettet 2-værelses lejlighed. Lejligheden har en dejlig altan med en fantastisk udsigt, som er ideel til både kæresteparret eller en enkelt person.
Stuen er lys og rummelig med et stort vinduesparti, der giver masser af naturligt lys. Der er åben planløsning mellem stuen og køkkenet, som er veludstyret med et flot hvidt HTH-køkken og alle nødvendige hårde hvidevarer såsom:
.Lejlighedens badeværelse er udstyret med en vaskemaskine, tørretumbler og en stor bruseniche.
Lejligheden har et soveværelser med indbyggede skabe langs hele den ene væg, hvilket giver masser af opbevaringsplads.
Til lejligheden hører et særdeles stort depotrum. Ejendommen har en elevator og en stor fælles tagterrasse, som beboerne kan benytte. Det er muligt at leje en garage eller carport, hvis det ønskes.
Husdyr er ikke tilladt – ej heller besøg.
Rygning er ikke tilladt i lejligheden eller på ejendommens indvendige fællesarealer",https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-4578777
"Himmerlandsgade, 9000 Aalborg, Aalborg  - 2. sal",Aalborg,Himmerlandsgade,9000,57.041737,9.940983,4.563 kr.,1.050 kr.,63 m²,2,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,D,"Rummelig 2-værelses lejlighed beliggende på Himmerlandsgade, 9000 Aalborg. 

Lejligheden er beliggende i Ø-gadekvarteret med kort afstand til grønne områder ved Østre Anlæg, diverse handlemuligheder samt offentlig transport. Derudover er der ikke mere end 10 min. på cykel til Aalborg Centrum. 

Lejligheden indeholder en stue, et værelse samt eget køkken og bad. 

Lejemålet overtages som beset.",https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5355190
