Adress,City,Street name,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Stokbrogade, 9800 Hjørring  - 1. sal",Hjørring,Stokbrogade,9800,57.46134,9.984517,6.700 kr.,1.150 kr.,118 m²,4,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,C,"4 værelses lejlighed i Stokbrogade. Du får mulighed for at overtage lejligheden i den nuværende stand, hvor huslejen udgør kr. 6.700 pr. måned. 

Kort om lejligheden:
- Adresse: Stokbrogade, Hjørring
- Størrelse: 118 kvm.
- Husleje: 6.700 kr./mdr (plus forbrug). A conto varme: 750 kr. A conto vand 500 kr.
- Depositum: Kr. 20.100
- Ledig fra: Nu
- Stor stue med udsigt til Stokbrogade
- 3 soveværelser 
- Separat bad og toilet 
- Egen vaskemaskine
- Mulighed for deponering i kælderen 
- El betales direkte til forsyning
- Vand afregnes aconto med udlejer

Ser frem til en dialog med dig omkring denne spændende lejlighed med mange muligheder.",https://www.boligportal.dk/lejligheder/hj%C3%B8rring/118m2-4-vaer-id-5217132
"Danmarksgade, 9900 Frederikshavn  - 1. sal",Frederikshavn,Danmarksgade,9900,57.44416,10.538607,4.600 kr.,1.000 kr.,81 m²,3,1.,Lejlighed,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Nej,E,"Velkommen indenfor i denne lyse 3-værelses på Danmarksgade, der er beliggende centralt i Frederikshavn - tæt på diverse transportforbindelser, butikker, caféer, indkøb m.m.

Lejlighedens 81 kvadratmeter fordeler sig blandt andet over en entré, en stor gang ,et opholdsrum, en stue, et soveværelse og køkken samt toilet og badeværelse.

Lejligheden er ikke møbleret
Lejligheden er delevenlig
Det er tilladt at holde husdyr i lejligheden.
Husleje pr md.:
Husleje kr. 4.600,-
A conto varme kr. 600,-
A conto vand kr. 400,-
I alt pr. md. kr. 5.600,-

A conto forbrug er et gennemsnit af tidligere lejeres forbrug, og er derfor kun vejledende. Dertil kommer udgift til el, TV og internet hvor afregning sker direkte til forsyningen.

Depositum:
3 x husleje kr. 13.800,-
Første md. husleje kr. 5.600,-
Forudbetalt husleje kr. 4.600,-

Depositum inkl. første md og forudbetalt husleje i alt kr. 24.000,-

Tøv endelig ikke med at kontakte os hvis lejligheden er noget for dig!",https://www.boligportal.dk/lejligheder/frederikshavn/81m2-3-vaer-id-5271386
"Amaliegade, 8600 Silkeborg  - 3. sal",Silkeborg,Amaliegade,8600,56.165059,9.550092,6.352 kr.,300 kr.,77 m²,2,3.,Lejlighed,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,N/A,"Lejlighed i hjertet af Silkeborg
Velkommen til Amaliegården.

I denne værelses bolig får bl.a:

Stort køkken

Lyst badeværelse

Rummelig stue

Soveværelse med gaderobeskabe

Værelse med Garderobeskabe

Stort grønt fællesområde

Grill område


Lejevilkår:


Husdyr er ikke tilladt
Det er ikke muligt at leje boligen, hvis du er registreret i RKI.

* Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende bolig, og at udsigt m.v. derfor kan variere.

Området:

Du finder Amaliegåden i hjertet af Silkeborg.

Silkeborg er en hyggelig handelsby med mange flotte specialforretninger, stemningsfulde caféer og restauranter. Det hele er samlet i et net af hyggelige gågader.

I gåafstand fra midtbyen kan du opleve den smukke natur, Gudenåen, havneområdet samt Papirfabrikken. Der er 5 min til stationen og biblioteket.

Der er et stort udvalg af både ungdomsuddannelser samt videregående uddannelser i Silkeborg, her er stort set alt hvad man har behov for.

OBS. Der opkræves et månedligt beløb på pt. kr. 183 for antenne (Grundpakke ved You see)

Der medfølger et kælderrum til hver bolig.",https://www.boligportal.dk/lejligheder/silkeborg/77m2-2-vaer-id-5232225
"Danmarksgade, 9000 Aalborg, Aalborg  - 2. sal",Aalborg,Danmarksgade,9000,57.045358,9.925812,6.725 kr.,900 kr.,79 m²,3,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,D,"Nyligt renoveret lejlighed i Aalborg C, tæt ved butikker, busser, cafeer m.m.

Adgang til fælles gård, fælles vaskeri, cykelparkering, dørtelefon m.m.",https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-5361671
"Damhusvej, 5000 Odense, Odense C  - 2. sal",Odense,Damhusvej,5000,55.407492,10.401821,5.999 kr.,850 kr.,60 m²,2,2.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,C,"Lejlighed i Odense centrum
Flot og lys lejlighed på Damhusvej i Odense centrum. Lejligheden er malet i lyse indbydende farver og har plankegulve og 2 altaner. I køkkenet er der installeret komfur, emhætte og køle-fryse skab. Der er adgang til fællesvaskeri, gårdanlæg, cykelkælder og kælderrum.
Husdyr er ikke tilladt.

Anden overtagelse kan arrangeres.",https://www.boligportal.dk/lejligheder/odense/60m2-2-vaer-id-3784932
"Brandtsgade, 4700 Næstved  - Stuen",Næstved,Brandtsgade,4700,55.226282,11.760606,7.290 kr.,990 kr.,84 m²,3,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,C,"Skøn lejlighed i mindre ejendom - nyere køkken / bad 

Adgang til vaskeri mod betaling

Skriv lidt om Jer selv, og husk telefon nummer.

Ingen husdyr !

Lejer må ikke være registreret i RKI",https://www.boligportal.dk/lejligheder/n%C3%A6stved/84m2-3-vaer-id-5374562
"Liseborg Have, 8800 Viborg",Viborg,Liseborg Have,8800,56.441224,9.368797,11.850 kr.,N/A,135 m²,4,-,Rækkehus,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Nej,N/A,"Flot og moderne rækkehus i dejlige rolige og naturskønne omgivelser.

Huset der er i 2-plan, er i stueplan indrettet med en rummelig entré med faste skabe, gæstetoilet, lækkert åbent køkken med spiseplads i sammenhæng med stor lys stue hvorfra der er direkte udgang til terrasse og solrig have.

1. sal. er indrettet med 3 store værelser, alle med god skabsplads, endvidere er der stort lækkert badeværelse og en dejlig repos.

Fra 1. sal er der direkte udgang til den store, solrige tagterrasse med en skøn udsigt ud over området.

Der er gulvarme i hele huset, alt i hårde hvidevarer, stor carport samt et tilhørende skur.

Fantastisk udsigt - og med to terrasser med hhv. morgen- og aftensol. Skønne udenomsarealer som bestemt indbyder til mange timers hygge og grill.

Huset er beliggende i meget rolige omgivelser i Liseborg. Omgivet af smuk natur, kort cykeltur til skoven, utal af indkøbsmuligheder v. Storcentret, gode stisystemer, legepladser og idrætsmuligheder v/Liseborg Centret.

****OBS: MODELFOTOS FRA LIGNENDE BOLIG****

Alle vores lejemål udlejes efter først-til-mølle-princippet.",https://www.boligportal.dk/r%C3%A6kkehuse/viborg/135m2-4-vaer-id-5370109
"Sct. Mogensgade, 8800 Viborg  - 1. sal",Viborg,Sct. Mogensgade,8800,56.455498,9.412825,5.175 kr.,1.100 kr.,78 m²,4,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,E,"Rigtig flot 4 vær. lejlighed med østvendt altan med sø glimt. Lejligheden indeholder: Fordeler gang/entre, nyere køkken med lille vaskemaskine, stue, spisestue, værelse med skabe, soveværelse med skabe, samt udgang til altan, flot badeværelse.  Afhøvlede gulve overalt.
Område: Viborg. 10 min. gang til indkøb og gågade.",https://www.boligportal.dk/lejligheder/viborg/78m2-4-vaer-id-4847895
"Vordingborgvej, 4700 Næstved  - 1. sal",Næstved,Vordingborgvej,4700,55.22141,11.757709,5.797 kr.,915 kr.,60 m²,1,1.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,C,"Nyrenoveret ejendom. 
I den gamle toldbygning er de nye boliger indrettet i ’New Yorker’-stil med åbent køkken/alrum/stue. 
Stort lysindfald.  
A/C forbrug kr. 915 dækker vand og varme.
Leje af vaskemaskine, tørretumbler og opvaskemaskine kr. 199 pr. md.
Husdyr ikke tilladt.
I ejendommen findes elevator, der bl.a. fører op til en fælles tagterrasse på 300 m2 med udsigt over havnen og byen.
Gåafstand til centrum.
Ved henvendelse oplys venligst journalnummer.",https://www.boligportal.dk/lejligheder/n%C3%A6stved/60m2-1-vaer-id-5378809
"Brahesbakke, 8700 Horsens",Horsens,Brahesbakke,8700,55.872372,9.809275,11.400 kr.,0 kr.,104 m²,4,-,Rækkehus,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,N/A,"KAMPAGNE:
Vi tilbyder lige nu 2 måneders gratis husleje ved indgåelse af lejekontrakt med indflytning senest d. 1. september 2023 på dette lejemål.  

På Brahesbakke i Horsens udlejer vi 30 nybyggede rækkehuse med egen have/terrasse. 

OM BOLIGEN: 
Boligen her er et skønt rækkehus i 2 plan. I de 2-plans rækkehuse bevæger du dig ind i stueetagen igennem en entré, hvorfra der er adgang til et badeværelse og boligens køkken. I forlængelse af køkkenet findes boligens store stue/alrum, hvor trappen til 1. sal også er placeret. På 1. salen er der en repos, som giver adgang til 3 separate værelser og et badeværelse. De 2-plans huse har derfor to badeværelser, mens de 1-plans huse har ét.

UDE:
Til hvert rækkehus findes en have med terrasseområde, hvor der er oplagt at indrette sig med et lækkert udendørsmiljø.

HÅRDE HVIDEVARER:
Alle lejemål har gulvvarme, indbygningsovn, induktionskogeplade, opvaskemaskine samt kombineret vaskemaskine og tørretumbler.

HUSDYR:
Katte: Lejere kan ansøge om tilladelse til at holde én indekat på adressen. Udekatte er ikke tilladt.
Hund: Lejere kan ansøge om tilladelse til at holde én mindre hund. Store hunde er ikke tilladt.
Andre dyr: Kontakt os for vores samlede husdyrsregler her.

PARKERING:
Der er parkering til alle boliger.

OM OMRÅDET
Brahesbakke ligger mellem to bevaringsværdige områder: Den smukke Bygholm Sø mod syd og Handsted Ådal - hvor du også finder Horsens Golfklub - mod nord. Den naturskønne placering giver derfor boligerne landskabskig til marker, skov og kulturhistoriske levn. 

I placeringen og udformningen af boligerne har det været essentielt at fremhæve Bygholms smukke landskabelige træk ved at følge faldet i terræn ned mod Bygholm Sø og de store rekreative arealer ved skoven langs Lovbyvej. Her findes også et 10 km langt MTB spor, som der snor sig rundt om Bygholm Sø.

I området omkring Brahesbakke opleves der i disse år en markant byggemæssig vækst. Af lokalplanen fremgår det, at der i løbet af de næste år opføres 1.000 boliger i området. Disse placeres i små og store enklaver, hvor en gravhøj og andre kulturhistoriske levn også vil være at finde. 

Afstanden indtil Horsens bymidte er kun 4 km, og der er indkøbsmuligheder 2 km væk fra rækkehusene på Brahesbakke. Netto åbner dog en butik ved Bygholm Bakker inden jul 2020, og dermed bliver der kun få hundrede meter til indkøb på sigt.",https://www.boligportal.dk/r%C3%A6kkehuse/horsens/104m2-4-vaer-id-5359737
