Adress,City,Street name,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Honningvænget, 8381 Aarhus, Tilst  - 2. sal",Aarhus,Honningvænget,8381,56.185844,10.127414,6.500 kr.,600 kr.,48 m²,2,2.,Lejlighed,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,A,"Velkommen til Blomsterhaven!


Beliggende på den tidligere GASA grund, der i sagens natur er døbt Blomsterhaven.

Her er du kun et kvarter fra Aarhus C, om det så er bus, cykel eller bil, du vælger som transportmiddel. Du får ligeledes fri parkering lige foran ejendommen!
Derudover byder boligen på en god planløsning med alt i hårde hvidevarer og et anvendeligt depotrum i ejendommens kælder.

Den flotte bebyggelse tegnet af Arkitema Architects passer med sine venlige etagespring og flotte teglstensfacader perfekt ind i områdets hyggelige landsbymiljø. Gårdrummet giver et fint sammenhæng i bebyggelsen og en fornemmelse af intimitet og nærhed, hvor der er plads til alle.
Området er særdeles attraktivt for både unge og studerende, ældre og børnefamilier, der søger en beliggenhed tæt på folkeskole, indkøb, offentlig transport og med kort afstand til midtbyen.

Kontakt os allerede i dag for en fremvisning!

Det er tilladt at have ét husdyr pr. lejlighed. Hunde må maks. veje 15 kg. som fuldvoksen og der skal søges tilladelse hertil.",https://www.boligportal.dk/lejligheder/aarhus/48m2-2-vaer-id-5356976
"Helgolandsgade, 9000 Aalborg, Aalborg  - 4. sal",Aalborg,Helgolandsgade,9000,57.051955,9.90754,5.495 kr.,700 kr.,80 m²,2,4.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,C,"Moderniseret lejlighed centralt beliggende i Aalborg Vestby

Er I et kærestepar der drømmer om at flytte sammen i en dejlig moderne lejlighed beliggende i det centrale Aalborg? Så får her muligheden for at blive de nye lejere af denne fine lejlighed i attraktive Aalborg Vestby med kort afstand til indkøbsmuligheder fitness svømmehal transport Aalborg centrum og meget mere.

Her får I:

Lejligheden indeholder et stort og moderne køkken-alrum med stort køle. fryseskab opvaskemaskine masser af skabsplads til alt jeres køkkengrej samt plads til spisebordet og direkte udgang til lejlighedens fine altan. Badeværelset er lyst og fint med skabsplads under vasken lys i spejlet og stor separat brusekabine. I den rummelige stue får I masser af lys ind i rummet fra de store vinduesparter samt plads til både sofagruppen og spisebordet. Lejlighedens soveværelset er ligeledes lyst. Herfra får du direkte udgang til lejligheden anden altan.",https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-5358202
"Tornhøjgård, 9220 Aalborg, Aalborg Øst  - 1. sal",Aalborg,Tornhøjgård,9220,57.02618,9.998659,8.100 kr.,360 kr.,108 m²,4,1.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,N/A,"Velkommen til Tornhøjgårdparken🏠

Tornhøjgårdparken byder på en lækker lys familiebolig ☀️
 
Boligen er velindrettet med indbydende rum og godt lysindfald. Blandt andet et dejligt køkken alrum, stue, 3 værelser og badeværelse. Lejligheden er indrettet i neutrale materialevalg, som gør, at du kan skabe dit helt eget personlige hjem 💐 Lejligheden har sin egen store solrige tagterrasse, som sikrer god udsigt og privatliv på samme tid.

Beliggenheden er perfekt! Du er både tæt på gode dagligvarebutikker, institutioner, offentlig transport, grønne arealer, caféer og meget mere 👍🏼

Boligen er beliggende i det østlige Aalborg, som er et område i rivende udvikling. Du er tæt på centrum, samtidig med at du har de rolige omgivelser og adgangen til natur i nærheden🌺

I Tornhøjgårdparken er serviceniveauet højt! Varmemesteren tager sig godt af sine beboere. Området er altid godt vedligeholdt og fremstår nydeligt 🏠

Lyder denne bolig som noget for dig, er du mere en velkommen til at kontakte os. Så arrangerer vi en personlig fremvisning for dig😊

Vi glæder os til at høre fra dig 👍🏼",https://www.boligportal.dk/lejligheder/aalborg/108m2-4-vaer-id-5138669
"Jenny Kammersgaards Vej, 8700 Horsens  - 1. sal",Horsens,Jenny Kammersgaards Vej,8700,55.858507,9.865665,9.995 kr.,1.100 kr.,105 m²,3,1.,Lejlighed,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,N/A,"Lejligheden er beliggenden i den første blok mod havet, og denne bolig har en dejlig stor altan med direkte udsigt til fjorden.

Hele boligen har gulvvarme og genvendingsanlæg.

I denne bolig får du:


2 gode værelser
Badeværelse med vaskemaskine og tørretumbler
Åbent køkken i forbindelse med stue
Designa køkken med opvaskemaskine
Eget aflåst kælderrum
Stor altan med udsigt til fjorden
Elevator

Der er mulighed for at leje en parkeringsplads i kælderen under ejendommen.

Det er tilladt at holde husdyr. Én mindre hund eller én kat.

Bofællesskaber og delebolig er ikke tilladt.

Det er ej heller muligt at leje en bolig, såfremt du er registreret i RKI.

Såfremt I ikke har mulighed for at deltage til åbent hus, kan der aftales fremvisning med udlejningskonsulenten.

Området:

Havnehusene på Horsens Nordhavn, er ny opførte lejligheder fra 2020.

Havnehusene består af to terrassehuse med i alt 94 lejeboliger i den nye bydel, Jernlageret, i Horsens Nordhavn. I den nye attraktive bydel, hvor vandet er det centrale omdrejnings punkt, bor du i første parket til fjord, by, shopping og havn.

De eksklusive lejeboliger er for dig, der ikke vil gå på kompromis med hverken kvalitet, arkitektur eller beliggenhed. Alle lejligheder er bygget med materialer i top kvalitet og indrettet i unikke planløsninger, så pladsen udnyttes optimalt – både for den lille og den store familie.

I det omkringliggende område er der rig mulighed for at nyde roen og udsigten på kanten af kajen, snuppe en tur i kajak og indånde bylivet langs promenaden.

Et skønt miljø med miks af havnens gamle historie og nye, eksklusive boliger.

Efterhånden som bydelen bliver til, kommer området til at summe af liv med caféer, butikker, promenade anlæg og rekreative, grønne byrum. Derudover ligger Havnehusene kun et stenkast fra Horsens centrum, gode indkøbs muligheder, institutioner, skoler og offentlig transport.

Alle lejlighederne har kælderrum eller depot rum i lejligheden.

Der er mulighed for at leje en parkerings plads i kælderen under ejendommen via et Apcoa-abonnement for 345 kr. pr. måned.

Der forefindes elevator i ejendommen.

Bofællesskaber og delebolig er ikke tilladt.

Det er ej heller muligt at leje en bolig, såfremt du er registreret i RKI.

Lejemålets lejeperiode er ubegrænset.",https://www.boligportal.dk/lejligheder/horsens/105m2-3-vaer-id-5185262
"Sønderskovvej, 9370 Hals",Hals,Sønderskovvej,9370,56.996858,10.306973,4.100 kr.,1.000 kr.,85 m²,3,-,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"3.  Værelse lejlighed udlejes.. Beliggende centralt i byen.
Lejligheden består at 2 vær. Køkken stue i et.. Badeværelse med vaskemaskine.. Lille repo. 
Der er trægulv i lejligheden.
Fælles gårdhave.. Hvor der er et udhus til lejligheden.",https://www.boligportal.dk/lejligheder/hals/85m2-3-vaer-id-5376904
"Trøjborgvej, 8200 Aarhus, Aarhus N  - 4. sal",Aarhus,Trøjborgvej,8200,56.170752,10.210039,9.900 kr.,700 kr.,65 m²,3,4.,Lejlighed,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,N/A,"OM BOLIGERNE
På Trøjborgvej på Trøjborg i Aarhus udlejer vi 161 lækre lejligheder i varierende størrelser mellem 34 og 74 m2. Lejemålene er 1-4 værelses, og de er alle opført med funktionalitet og rummelighed for øje. De 3-værelses lejemål er delevenlige for to personer.

INDE:
Alle boliger har et lækkert køkken og et badeværelse med bruseniche, toilet og vaskeskab. Lejlighederne er af forskellig størrelse og udformning, hvilket gør dem oplagte til både singler, par, familier og studerende, der enten ønsker at bo alene eller sammen med andre. Der er depotrum i kælderen.

UDE:
De fleste af lejlighederne har egen altan.

HÅRDE HVIDEVARER:
Alle lejemål har køle- og fryseskab, induktionskogeplade, ovn, opvaskemaskine samt kombineret vaskemaskine og tørretumbler.

HUSDYR:
Katte: Lejere kan ansøge om tilladelse til at holde én indekat på adressen. Udekatte er ikke tilladt.
Hund: Lejere kan ansøge om tilladelse til at holde hund. Store hunde er ikke tilladt.
Andre dyr: Kontakt os.

PARKERING:
Der er parkeringskælder til ejendommen. P-pladserne kan lejes for DKK 500 pr. måned, såfremt der er en plads ledig. Kontakt os og hør mere, hvis du har brug for en p-plads.

FÆLLESAREALER:
I kælderen findes cykelparkering. Der er desuden en dejlig fælles gård og et græsareal, som ejendommens beboere frit kan benytte.

ELEVATOR:
Der er elevator i opgangen.",https://www.boligportal.dk/lejligheder/aarhus/65m2-3-vaer-id-4410879
"Flintebjerg Alle, 8900 Randers, Randers C  - Stuen",Randers,Flintebjerg Alle,8900,56.46636,10.039011,6.200 kr.,800 kr.,92 m²,3,Stuen,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,C,"Lejligheden rummer en stor entré, med god plads til det hele. Herfra adgang til fint toilet, lyst og indbydende køkken med opvaskemaskine, indbygningsovn og kogeplade. Herfra adgang til moderniseret badeværelse. Herudover rummer lejligheden 2 store stuer en-suite samt et mindre kontor/walk-in.

Lejligheden er beliggende centralt i Randers, med gåafstand til Randers C, skole og indkøb.

Interesseret i at høre mere? Så kontakt os allerede i dag!",https://www.boligportal.dk/lejligheder/randers/92m2-3-vaer-id-5371637
"Flintebjerg Alle, 8900 Randers, Randers C  - 3. sal",Randers,Flintebjerg Alle,8900,56.46636,10.039011,6.400 kr.,800 kr.,92 m²,3,3.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,C,"Lejligheden rummer en stor entré, med god plads til det hele. Herfra adgang til fint toilet, lyst og indbydende køkken med opvaskemaskine, indbygningsovn og kogeplade. Herfra adgang til moderniseret badeværelse. Herudover rummer lejligheden 2 store stuer en-suite samt et mindre kontor/walk-in.

Lejligheden er beliggende centralt i Randers, med gåafstand til Randers C, skole og indkøb.

Interesseret i at høre mere? Så kontakt os allerede i dag!",https://www.boligportal.dk/lejligheder/randers/92m2-3-vaer-id-5371639
"Amaliegade, 8000 Aarhus, Aarhus C  - 2. sal",Aarhus,Amaliegade,8000,56.15385,10.207137,10.900 kr.,1.000 kr.,76 m²,2,2.,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,N/A,"Nu udbydes denne nydelige lejlighed i Regina Bygningen og her er kræset for detaljen i både indretning, materialer, store vinduespartier og en smuk udsigt fra samtlige lejligheder. Lejligheden er beliggende i en nyere tilbygning til ejendommen, som blev opført i 2004 og ligger blot et stenkast fra gågaden og resten af midtbyens faciliteter. Her kan nævnes 400 meter til banegården, 120 meter til Salling og 140 meter til Aarhus Rutebilstation. 

Lejligheden er indrettet med entré, dejlig lyst og stort køkken alrum med alle hårde hvidevarer, som er i åben forbindelse til stuen. Alle lejligheder er med store vinduespartier og med fokus på godt lysindfald. Lejlighederne har store soveværelser, og yderligere værelser af god størrelse. Lejligheden har et stort badeværelse med bruseniche samt vaskemaskine og tørretumbler. 

Til hver lejlighed er der et opbevaringsrum og flere af lejlighederne har altan eller tagterrasse. Det hyggelige og ugenerte gårdmiljø kan benyttes af alle lejere. Ydermere er der elevator til alle etager.

El afregnes direkte til forsyningsselskabet.

Mulighed for tilleje af parkeringsplads.",https://www.boligportal.dk/lejligheder/aarhus/76m2-2-vaer-id-5377561
"Lyskær, 2730 København, Herlev  - 1. sal",København,Lyskær,2730,55.712647,12.431425,12.450 kr.,800 kr.,86 m²,3,1.,Lejlighed,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,N/A,"Denne skønne, lyse lejlighed i Lyskilden indbyder til både hygge og fællesskab. Boligen har flotte parketgulve med gulvvarme i alle rum. Køkkenet er et enkelt og moderne hvidt Svane Deco køkken med kvalitets-hvidevarer inkl. opvaskemaskine fra Electrolux. På badeværelset funder du vaskemaskine/tørretumbler. Depotrummet er tænkt ind i boligernes kvadratmeter, enten i form af et skab eller mindre rum, som du kan forvandle til dit eget walk-in-closet.

### Skønne uderum

Alle boliger har egen altan eller terrasse, der vender ind mod bygningens grønne hjerte: Gårdrummet, hvor du kan skabe et skønt uderum i boligen med hyggelige møbler, puder og krukker. Samt nyde aftensolen eller et godt måltid mad.

I det grønne fællesrum mærker man de omkringliggende kolonihavers hyggelige stemning med alt fra fuglekasser, insekthoteller til regnvandstønder og frugttræer. Slip ungerne løs på legepladsen eller nyd et glas vin over et spil petanque med naboerne.

Brug væksthuset i gården og på den fælles tagterrasse til at forlænge sommeren og se årstiderne skifte. Her kan du bruge dine grønne fingre til at få tomater, krydderurter og grøntsager til at spire.

### Her er tænkt på alt

Der medfølger en gratis parkeringlicens pr. bolig. TDC leverer antenne og fiber, som man kan tilslutte sig eller frit vælge en anden udbyder. Som beboer har man desuden adgang til fælleslokale med køkken samt de fælles tagterrasser.

### Husdyr er velkomne

Det er muligt at få tilladelse til ét husdyr op til 25 kg.

 **OBS: Plantegninger er vejledende og der tages forbehold for eventuelle uoverensstemmelser.** 
 **Billederne er fra vores to prøveboliger og kan derfor afvige fra den specifikke bolig.**.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/86m2-3-vaer-id-5308507
