Adress,City,Street name,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Falen, 5000 Odense, Odense C",Odense,Falen,5000,55.392787,10.375896,5.350 kr.,600 kr.,48 m²,2,-,Værelse,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,E,"Lys og lækker lejlighed først på Falen
Køkken/stue i et værelse ok bad
Leje incl forbrug kr. 5.950 pr måned
Depositum 21.400",https://www.boligportal.dk/v%C3%A6relser/odense/48m2-2-vaer-id-5372296
"Nørrebyen, 7950 Erslev, Solbjerg",Erslev,Nørrebyen,7950,56.85406,8.699339,4.400 kr.,800 kr.,117 m²,4,-,Hus,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,G,"I Solbjerg på Mors, finder du dette dejlige parcelhus.

Huset ligger i en mindre landsby i naturskønne omgivelser.

Huset er indrettet med stueplan og 1. sal.

Det første der møder dig er en lys og venlig entre som giver dig adgang til køkken/stor stue og teknikrum.

I forlængelse af stuen er der et værelse.

På husets første sal er der to rummelige værelser.

Huset er incl. nye vinduer og der er opsat nyt pillefyr.

Der er mulighed for husdyr efter aftale med udlejer.",https://www.boligportal.dk/huse/erslev/117m2-4-vaer-id-5270815
"Skovrup Nørrevej, 6070 Christiansfeld",Christiansfeld,Skovrup Nørrevej,6070,55.377685,9.466162,6.900 kr.,0 kr.,108 m²,4,-,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,N/A,"Nyere, dejlig lejlighed, 108 m2 på 1. salen i stuehuset på Skovrupgård, som er beliggende på landet næsten midt imellem Kolding & Haderslev - med ca.15km til hver side. 

Billederne er gl. og den er blevet renoveret med nye gulve overalt samt nyt, meget større køkken, send mig gerne jeres tlf.nr., så kan jeg sende jer billeder via min tlf.

Afstanden til Christiansfeld er ca. 3 km. Du kan komme på bussen kun 1 km fra adressen, og herfra kan du kører direkte til alle 3 destinationer. :-) 

Lejemålet består af NYT køkken/alrum 

+ nye,  BLACK PEPPER OAK kvalitets-gulve

+ 3 store værelser 

+ stort badeværelse 

+ entre` med vask & plads til vaskemaskinen/tørretumbleren. 

Overalt gulvvarme.

Tilhørende have + en STOR terrasse. 

Og ikke mindst: den smukkeste udsigt ud over markerne!!!

Pris: 6900 kr. + forbrug. 
3 md. i depositum + 1 md. forudbetalt husleje.",https://www.boligportal.dk/lejligheder/christiansfeld/108m2-4-vaer-id-4834348
"Lærkevej, 6600 Vejen",Vejen,Lærkevej,6600,55.482819,9.135933,7.995 kr.,400 kr.,106 m²,4,-,Rækkehus,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,N/A,"På Lærkevej får du :


4 vær. rækkehus i 2 plan i et rigtigt hyggeligt kvarter
Egen lukket forhave samt ugeneret baghave med flisebelagt terrasse
Køkken i åben forbindelse med stuen
Dejlig lys 1.sal. med 3 gode værelser
Gulvvarme i stueplan
Alt i hårde hvidevarer
Fri parkering
Legeplads
Det er tilladt at have en hund eller 1 kat med forbehold

Bofællesskaber og delebolig er ikke tilladt. 

Det er ikke muligt at leje en bolig hvis man er registeret i RKI.

Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende bolig, og at udsigt m.v. derfor kan variere.

Området:

Lærkevej ligger i et meget hyggeligt børnevenligt kvarter. Der er ca. 1 km til centrum.

I Vejen er der masser af handlemuligheder og der er et rigt udbud af klubber og foreninger.

Vejen kommune har ca. 15 folkeskoler. For de mindre børn er der pasningsgaranti og der er rigeligt med dagplejere, børnehaver og gode skolefritidsordninger.",https://www.boligportal.dk/r%C3%A6kkehuse/vejen/106m2-4-vaer-id-5372824
"Mellemgade, 6950 Ringkøbing  - 2. sal",Ringkøbing,Mellemgade,6950,56.090829,8.246817,7.200 kr.,0 kr.,67 m²,2,2.,Lejlighed,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,N/A,"Særdeles centralt beliggende lejlighed i ejendom direkte i centrum med kort afstand til gågaden, torvet, indkøb, banegård mv.
 Indrettet med åbent lyst køkken, hyggelig lys spise-/opholdsstue, entré, soveværelse samt badeværelse med plads til vaskemaskine/tørretumbler.
 Til hver lejlighed hører i øvrigt 10 m2 sydvestvendt altan/terrasse, aflåst depotrum i kælder samt fælles cykelskur og fælles læfyldt gårdhave. Ejendommen har elevator.",https://www.boligportal.dk/lejligheder/ringk%C3%B8bing/67m2-2-vaer-id-1043555
"Jyllandsgade, 6700 Esbjerg, Esbjerg  - 1. sal",Esbjerg,Jyllandsgade,6700,55.468235,8.447853,8.000 kr.,1.000 kr.,100 m²,3,1.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,N/A,"Lækre ny opførte lejlighed i bedste kvalitet
Mindre entre Lyst og åbent køkken alrum med alt i hårde hvidevare, bla. opvaskemaskine
Badeværelse med brus, desuden plads til egen vaskemaskine
Soveværelse med faste skabe
Dejligt ekstra værelse Altan - fælles vaske rum - dejlige fælles udearealer
Mulighed for tilkøb af egen p-plads i gården.
Røgfri
For mere information kontakt os.",https://www.boligportal.dk/lejligheder/esbjerg/100m2-3-vaer-id-5340542
"Jyllandsgade, 7000 Fredericia  - 4. sal",Fredericia,Jyllandsgade,7000,55.565695,9.760897,6.800 kr.,800 kr.,126 m²,4,4.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"✔ Masser af plads
✔ God indretning
✔ Flot udsigt
✔ Central beliggenhed

𝗟𝗶𝗱𝘁 𝗼𝗺 𝗹𝗲𝗷𝗹𝗶𝗴𝗵𝗲𝗱𝗲𝗻:
Lejlighedens hele 126 kvm er indrettet med en entré, rummelig og lys stue fordelt over to rum, et fint køkken, badeværelse og to gode værelser. Køkkenet er indrettet med køle-fryseskab, komfur og emhætte. 
Perfekt lejlighed til jer som har brug for flere værelser og som ønsker at bo tæt på alt. 

𝗟𝗶𝗱𝘁 𝗼𝗺 𝗯𝗲𝗹𝗶𝗴𝗴𝗲𝗻𝗵𝗲𝗱𝗲𝗻:
Her fra Jyllandsgade ved Axeltorv er du få skridt fra indkøbsmuligheder og byens centrum med caféer og butikker. Stationen kommer du hurtigt til på gåben eller cykel, og i bil er du lynhurtigt på landevejen eller motorvejen. 𝗗𝗲𝘁 𝗯𝗹𝗶𝘃𝗲𝗿 𝗶𝗸𝗸𝗲 𝗻𝗲𝗺𝗺𝗲𝗿𝗲. 

𝗟𝗶𝗱𝘁 𝗼𝗺 𝗱𝗶𝗻 𝘂𝗱𝗹𝗲𝗷𝗲𝗿:
Vi har mange års erfaring med udlejning af egen lejemål samt for andre, og vi har egne viceværter og egen administration med kontor Fredericia. Vores lejere kan få fat på os via mail og på telefon ligesom du  altid er velkommen til at besøge os på kontoret.

Kontakt os for en 𝗽𝗲𝗿𝘀𝗼𝗻𝗹𝗶𝗴 𝗳𝗿𝗲𝗺𝘃𝗶𝘀𝗻𝗶𝗻𝗴 af lejligheden. Vi vender tilbage hurtigst muligt på hverdage indenfor normal arbejdstid.",https://www.boligportal.dk/lejligheder/fredericia/126m2-4-vaer-id-2787246
"Else Alfelts Vej, 2300 København, København S  - 3. sal",København,Else Alfelts Vej,2300,55.618218,12.56813,14.800 kr.,N/A,101 m²,4,3.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,N/A,"I Savannehusets lejeboliger får du Københavns enorme, fredede naturpark som baghave. Ejendommen ligger direkte ud til Kalvebod Fælleds grønne savannelandskab få hundrede meter fra den grønne udsigtsbakke Bumlebjerg, som forvandler sig til en skøn kælkebakke om vinteren. Savannehuset består af lejligheder på 2-4 værelser i en høj kvalitet med egetræsgulve, gulvvarme i alle rum og lyse køkkener fra Invita. Lejlighederne er rummelige, gennemlyste og har adgang til en privat altan. Enkelte lejligheder har ovenikøbet to altaner. Nyd det bedste fra byen og naturen.
 
Ørestad indeholder det bedste fra to verdener. Den lettilgængelige metro og gode cykelstier gør det let at nyde det pulserende københavnerliv, mens bydelens nærområde også byder på caféer, indkøbsmuligheder, skoler, daginstitutioner, legepladser og shopping. Når du trænger til ro og fordybelse, kan du trække dig tilbage til din egen naturoase og nyde godt af Fælledens uforstyrrede vildmark.
 
NB: Der udlejes ikke til bofællesskaber",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/101m2-4-vaer-id-5369132
"Skolevej, 5874 Hesselager",Hesselager,Skolevej,5874,55.174489,10.743219,5.700 kr.,0 kr.,83 m²,3,-,Hus,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Ja,N/A,"Etplans hus tæt ved indkøb, lægehus, skole. Busstopsted (Lokal trafik) uden for hus.
Lejer søger selv for tilmelding og afregning af el gas og vand der er indlagt fibernet.
Husdyr lille hund er tilladte.",https://www.boligportal.dk/huse/hesselager/83m2-3-vaer-id-5373313
"Østergade, 7160 Tørring  - 2. sal",Tørring,Østergade,7160,55.848667,9.481288,8.000 kr.,1.400 kr.,108 m²,3,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Super lækker 3 værelses lejlighed på 2 sal, med dejlig udsigt. 
Lejligheden består af : Helt nyt køkken med dejlig udsigt over markerne, Stue med udsigt hen mod Superbrugsen. 
2 værelser, lækkert badeværelse, samt lille entre.
Den ene værelse er med gulvtæppe, resten af lejligheden har flotte parketgulve.
Ved køkkenet bliver der monteret en altan. Den er bestilt og er i produktion.
Kontakt os for nærmere info og besigtigelse.",https://www.boligportal.dk/lejligheder/t%C3%B8rring/108m2-3-vaer-id-5376214
"Lundtoften , 9490 Pandrup, Kaas  - 1. sal",Pandrup,Lundtoften ,9490,57.198498,9.674333,5.300 kr.,700 kr.,57 m²,3,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,Virkelig flot og attraktiv 3 værelses lejlighed med godt lysindfald fra øst og fra vest. Den er helt nyindrettet for ganske få år siden.,https://www.boligportal.dk/lejligheder/pandrup/57m2-3-vaer-id-4961271
"Nyvej, 8920 Randers, Randers NV  - 2. sal",Randers,Nyvej,8920,56.468871,10.023319,4.293 kr.,650 kr.,55 m²,2,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,N/A,"Lejemålet er beliggende på Nyvej og består af 2 værelser samt køkken og bad. Lejemålet er 55 m2 og er klar til overtagelse 01-11-2023. Månedlig husleje er 4293 kr. og forudbetalt husleje og depositum beløber sig til i alt 17172 kr. 

Send en besked, hvis lejemålet har fanget din interesse.",https://www.boligportal.dk/lejligheder/randers/55m2-2-vaer-id-5379155
"Havnevej, 7800 Skive  - 2. sal",Skive,Havnevej,7800,56.569953,9.031619,4.100 kr.,600 kr.,60 m²,2,2.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,C,"Nyistandsat 2 værelses lejlighed. Indeholder entre, lys sydvendt stue, soveværelse og brusebadeværelse. Væggene er hvidmalede. Afhøvlede fyrretræsgulve. 
Vaskemaskine, tørretumbler og tørrerum.
Stort depotrum.
Lukket gårdhave.
Velbeliggende, centralt i Skive med udsigt til Anlægget.",https://www.boligportal.dk/lejligheder/skive/60m2-2-vaer-id-796131
"Erik Ejegods Vej, 8800 Viborg  - 1. sal",Viborg,Erik Ejegods Vej,8800,56.447454,9.392367,7.300 kr.,N/A,73 m²,3,1.,Lejlighed,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,N/A,"Klippingshusene byder på to-, tre- og fireværelses lejligheder med altaner og små forhaver i den nye bydel Banebyen centralt i Viborg. Boligerne opføres i anden sals højde med alle moderne faciliteter. Her får man et hjem i et bynært område med al den komfort og lys, der er i et nyt byggeri og masser af smuk natur rundt om hjørnet. Her er blot 300 meter til Søndersø og lige så kort vej til Viborgs smukke gamle bymidte.

Klippingshusene har både familieboliger og særligt seniorvenlige boliger.",https://www.boligportal.dk/lejligheder/viborg/73m2-3-vaer-id-5370390
"Else Sørensens Vej, 2610 København, Rødovre  - 3. sal",København,Else Sørensens Vej,2610,55.684,12.45649,14.400 kr.,1.000 kr.,93 m²,4,3.,Lejlighed,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,N/A,"Velkommen til boligen
boligen samler 85 lejligheder, der lader livet blomstre i Rødovres nye bydel Gartnerbyen.
I boligen er der tænkt over alle de detaljer, du bliver glad for i hverdagen, og som gør, at du kan føle dig hjemme.
Noget af det første, du vil lægge mærke til er rummeligheden, de gode velindrettede værelser, flotte egetræsgulve, indbyggende skabe samt vaskemaskine og tørretumbler i boligerne. I boligen findes der flere forskellige planløsninger. Her er mulighed for at vælge mellem 2-4-værelses lejligheder, ligesom der også findes lejligheder med to toiletter.
Du kan leje:
- 2-værelses moderne lejligheder til parret
- 3-værelses lejligheder til den lille familie eller parret hvor børnene er flyttet hjemmefra
- 4-værelses lejligheder til de større familier
Med en lejlighed på 1. sal eller højere oppe får du din egen private altan, hvor du i stuen har adgang til en hyggelig terrasse. Alle altanerne har glas, så du får læ og en afskærmning, som gør, at du kan være privat. Boligerne i boligen er klar til indflytning pr. 15. november 2023
Derudover:
- Elevator i bygningen
- Depotrum i lejligheden
- Det er muligt at leje en p-plads i kælderen
Det med småt:
- Det er ikke tilladt at stå i RKI
- Husdyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/93m2-4-vaer-id-5368454
"Hadsundvej, 9000 Aalborg, Aalborg  - 1. sal",Aalborg,Hadsundvej,9000,57.034856,9.953543,6.800 kr.,750 kr.,100 m²,3,1.,Lejlighed,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,N/A,"Lejligheden byder på dejlig have, med gamle frugttræer, haven er til fælles brug. 
Der er privat p plads samt garage til cykler.
Der er opbevaringsrum til lejligheden.
Lejligheden er lys og med en dejlig udsigt over haverne.
Der er en lille altan fra det ene værelse samt en lukket altan
fra det andet værelse.
Lejligheden ligger tæt på indkøb, og cykle afstand til AUC og UCN.
Kan deles af 2 studerende.
Husdyr tilladt.

Vi vil gerne ringes op på tlf",https://www.boligportal.dk/lejligheder/aalborg/100m2-3-vaer-id-5110226
"Danmarksgade, 8900 Randers, Randers C  - 4. sal",Randers,Danmarksgade,8900,56.463333,10.025896,3.195 kr.,650 kr.,45 m²,2,4.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Super hyggelig 2 værelset kvistlejlighed med udsigt over fjorden. Man får hyggen fra de skrå vægge, og samtidig er der så højt til loftet at den ikke virker lille. Lejligheden indeholder fordelingsgang med udgang til køkken, bad og 2 værelser. Hyggelig gårdmiljø, stisystem til byen og gode vaskefaciliteter. Husdyr er ikke tilladt og rygning er ikke tilladt.
Ring og hør nærmere i kontortiden 9-14 hver dag, fredag 9-12.",https://www.boligportal.dk/lejligheder/randers/45m2-2-vaer-id-3917777
"Lilli Andersens Gade, 8240 Aarhus, Risskov  - 1. sal",Aarhus,Lilli Andersens Gade,8240,56.197311,10.20238,7.995 kr.,800 kr.,62 m²,3,1.,Lejlighed,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Ja,N/A,"Velkommen indenfor i denne flotte 3-værelses lejlighed beliggende i det populære boligområde, Skejbyen, i Risskov.

Lejlighedens 62 kvadratmeter fordeler sig over et dejligt opholdsrum, som du har mulighed for at indrette præcis som du ønsker. Køkkenet er lyst og moderne og har opvaskemaskine, så du let kan klare opvasken. Derudover får du to dejlige værelser samt et badeværelse med alt, du har brug for. Badeværelset har separat bruseniche og vaskesøjle.

Til lejligheden har du ligeledes din egen altan.

OBS. Billederne er fra den etablerede prøvebolig. Plantegningen er retvisende.

Kontakt os endelig, hvis du ønsker en fremvisning!",https://www.boligportal.dk/lejligheder/aarhus/62m2-3-vaer-id-5344651
"Padborgvej, 8600 Silkeborg",Silkeborg,Padborgvej,8600,56.17096,9.495283,7.450 kr.,850 kr.,91 m²,3,-,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,N/A,"I det populære Hvinningdal med smuk natur, kort til indkøb, offentlig transport, centrum og motorvej, finder du på 1. sal i nyere ejendom denne skønne lejlighed.

Køkken med mulighed for opvaskemaskine, ligger i forbindelse med stuen.
Soveværelse med indbyggede skabe og værelset er begge med trægulve.
Badeværelse med klinkegulv og gulvvarme samt mulighed for vaskemaskine og tørretumbler.

Vi kan fremhæve: 
- Havedør fra stue til altan
- Gode værelser
- Fri parkering
- Eget skur lige udenfor
- Indkøb i gåafstand
- Busstoppested i gåafstand

Husdyr ikke tilladt.
Udlejes umøbleret",https://www.boligportal.dk/lejligheder/silkeborg/91m2-3-vaer-id-769061
"Herningvej, 7500 Holstebro  - 1. sal",Holstebro,Herningvej,7500,56.329517,8.658418,6.000 kr.,1.300 kr.,110 m²,3,1.,Lejlighed,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,E,"Dejlig lys 3 værelses lejlighed i rolige omgivelser på 1. sal med adgang til sydvendt lukket have. Lejligheden har bl.a. et stort køkken med spiseplads, nyere badeværelse, gode rummelige værelser/stuer mv. Lejligheden er beliggende tæt ved Halgård Skole samt indkøbsmuligheder.",https://www.boligportal.dk/lejligheder/holstebro/110m2-3-vaer-id-4142864
"Vestre Alle, 9000 Aalborg, Aalborg  - Kælder",Aalborg,Vestre Alle,9000,57.034985,9.903553,7.000 kr.,0 kr.,50 m²,2,Kælder,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Helt ny møbleret høj kælderlejlighed tæt ved centrum Vester Alle. Aalborg. Bad og toilet er lige udenfor døren og er dit ejet. Ligeså er der vaskemaskine. 
PS. der er stor have til som deles med st. og første sal. I alt er der 3 lejligheder i ejendommen.

PS. Lejligheden lejes kun ud møbleret. Der er alt hvad der skal bruges i køkkenet osv. Der er TV og fri internet.

Vil du leje den for længere tid, finder vi en god pris.",https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-1734358
"Sidesporet, 8930 Randers, Randers NØ  - Stuen",Randers,Sidesporet,8930,56.465169,10.056891,9.495 kr.,N/A,108 m²,3,Stuen,Lejlighed,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,N/A,"Lejemålet er en 3-værelses lejlighed på i alt 108,3 kvadratmeter med udgang til egen terrasse.

Lejligheder har et dejligt stort køkkenalrum, hvor der er tilhørende emhætte, køle/fryseskab, opvaskemaskine, induktionskogeplade samt indbygningsovn. Der er desuden vaskesøjle i badeværelset.

Der er lyse trægulve overalt i hele lejemålet dog undtaget badeværelset. Her er der flytte mørke fliser. Der er gulvvarme overalt i lejligheden.

Der er elevator i ejendommen, og lige ude foran ejendommen er der cykelparkering samt et skur til hvert lejemål. Der er mulighed gode parkeringsforhold til lejemålene i denne bygning.

Ved at søge om tilladelse, kan man holde et husdyr i lejemålet.",https://www.boligportal.dk/lejligheder/randers/108m2-3-vaer-id-5274741
