Latitude,Longitude
57.02727,9.94722
56.478391,10.03468
55.39564,10.368484
55.407981,10.382735
57.021825,9.865832
57.050745,9.912482
55.726805,12.4768
55.665832,12.628281
57.041076,9.92441
56.151969,10.18448
55.40183,11.34446
56.446244,9.39709
56.182226,10.191856
55.399861,10.38972
57.050959,9.916945
55.698084,12.505838
56.350359,9.503645
56.188327,10.220481
54.936119,10.710275
57.045505,9.928428
55.253555,9.480831
55.515773,12.198365
56.090624,8.632217
55.763707,8.925136
57.047175,9.943565
56.141048,10.184672
57.061262,9.918907
55.98682,10.121497
57.197418,10.381037
56.186297,10.126257
56.203659,10.233116
56.567082,9.02516
55.355287,9.198641
57.046971,9.929926
56.486757,10.013578
55.495937,9.477666
55.655805,12.503371
55.393368,10.421374
55.308718,10.795431
57.068096,9.92956
56.162797,9.549258
56.169588,10.191392
55.468578,8.443204
55.400602,10.389466
55.5848,12.320129
55.401636,10.389595
56.467649,10.044938
55.411376,11.352343
55.395377,10.357035
55.485752,8.457303
56.161283,10.200975
56.69414,9.493881
55.715757,9.529868
55.644693,12.549382
57.014213,9.978487
55.560524,9.723866
55.974302,12.405886
56.169236,10.191129
56.149776,10.167572
55.703709,12.587443
55.766146,8.907954
55.495168,9.474448
56.57019,9.025216
56.403872,10.873776
55.382461,10.371605
56.150134,10.167194
55.659922,12.55897
56.368885,8.597767
56.635118,9.800731
57.034812,9.906661
57.014895,9.888921
57.046026,9.932479
55.432272,11.556269
55.637841,12.58114
57.052128,9.903408
55.858079,9.845292
57.047131,9.924128
56.184906,10.125905
56.164631,9.541783
56.462849,10.021452
57.040881,9.940342
55.712305,9.535569
56.123512,10.166759
56.479753,10.037185
56.132682,10.148952
55.729681,12.353377
57.036132,9.94569
55.577664,9.745711
55.656565,12.395442
56.474661,10.025049
55.709507,9.534204
56.564155,9.034275
56.353189,9.498855
55.306673,9.144753
56.164495,10.211622
55.639853,12.58273
55.660132,12.444245
56.047864,9.92711
57.353402,9.941085
55.657294,12.39526
57.061164,9.917574
55.406862,10.395886
56.144549,9.153584
56.564459,9.033923
57.029811,9.938004
55.396523,10.360316
56.155237,10.180218
55.522925,9.473844
54.934783,8.860735
56.128792,10.172852
55.467928,8.443211
55.395028,10.356998
56.643152,9.789306
56.452358,9.401974
56.307531,9.588553
57.034794,9.906878
56.149875,10.195428
57.274435,10.360359
55.406577,10.438161
55.863005,9.84045
56.839418,9.890814
56.451062,10.046073
55.950243,12.25467
56.491496,8.599973
57.458957,9.989648
57.053029,9.916216
55.860958,9.847919
56.491528,8.599685
55.39601,10.373351
55.31651,10.796312
56.185439,10.126467
56.17846,10.148153
55.647147,12.277585
56.450704,10.048059
55.356214,9.483576
55.657487,12.395957
55.701954,9.534833
55.623083,12.386824
55.329174,11.963149
56.115991,10.169699
55.640281,12.583101
56.163908,10.211826
56.451086,9.404728
55.721782,12.429666
55.485657,9.498978
55.712508,9.528655
56.178871,10.19947
56.461254,10.029621
57.040893,9.921054
56.255991,9.865416
55.727194,9.519553
56.462012,10.027045
55.472156,8.435718
55.471295,8.436392
55.720318,9.533278
55.887011,9.845228
55.342198,11.13537
55.044039,9.414439
57.051759,9.914351
57.021732,9.945477
56.158735,10.198696
55.710877,11.713013
55.295058,9.053603
55.403466,10.381807
55.47346,8.438165
57.340633,10.51439
55.560407,9.765209
56.157735,10.19989
56.722126,10.105228
57.043806,9.910696
55.640281,12.583101
55.8709,9.835818
55.254584,11.299296
56.483288,10.037527
56.172834,9.554814
56.158592,10.1509
56.72219,10.10588
55.664276,12.401447
56.175754,10.149404
55.660132,12.444245
56.18764,10.18435
55.647103,12.277208
55.310479,10.795076
57.271091,9.944184
55.736078,12.573996
56.170652,10.210195
56.473039,10.045005
55.250842,9.488251
55.307736,12.19694
55.973509,12.018898
55.775421,12.527273
56.4615,10.031397
57.045625,9.941496
56.453828,9.411079
55.729481,12.353503
56.754294,9.753984
55.493027,9.469643
55.728737,9.117158
55.566327,9.757527
56.20336,10.233034
56.415763,10.871109
55.407251,11.351036
56.15292,10.196218
56.199149,9.596892
56.153539,10.206478
55.710356,9.545109
55.63759,12.582145
55.409803,10.408402
56.46247,10.026993
57.459325,9.989421
57.014016,9.891724
55.702895,9.5275
56.137723,8.984053
57.054558,9.903239
55.479941,9.294846
55.660666,12.391103
57.046714,9.92099
55.490441,9.479296
55.317944,10.793702
54.919778,9.597586
56.157063,10.200216
57.054958,9.89519
55.400546,10.382323
56.965167,9.249307
57.048688,9.937919
56.358421,8.616991
57.034947,9.901869
56.35257,8.617423
55.665054,12.456146
57.043097,9.91988
55.524332,12.177766
55.863638,9.84842
55.674071,12.559519
55.493761,9.465514
56.171224,10.218979
55.986527,9.294221
56.480041,10.040392
55.657001,12.39624
57.022005,9.945179
57.046516,9.943093
57.041841,9.936611
55.230906,11.7599
56.197023,10.234626
56.202392,10.235095
55.664039,12.59013
55.596366,12.332664
56.465928,10.027135
55.362346,10.375885
56.128792,10.172852
55.617429,12.566277
57.01241,9.972026
56.548117,8.310683
55.86313,9.848526
57.459081,9.988912
55.465803,8.446658
56.023498,9.510838
55.715983,9.525694
56.391455,9.795148
57.039514,9.920816
55.396311,10.390337
56.464215,10.02678
55.393194,10.407977
57.041571,9.939702
55.729341,12.352648
55.24665,9.49034
55.620763,8.477119
55.317863,10.779825
55.623831,12.378885
56.569591,9.03049
57.047378,9.943109
56.407095,10.883486
55.910108,11.658779
56.196216,10.203896
55.403237,10.400015
56.717461,10.106022
55.508406,9.469022
55.411491,11.347491
57.052355,9.910985
55.971879,10.153927
56.154662,9.904353
56.79778,8.864823
57.04135,9.925037
57.053265,9.91106
55.394292,10.377174
55.657487,12.395957
55.403809,10.381437
55.873854,9.80292
55.862771,9.862698
56.464003,10.031963
56.195889,10.204683
55.252686,9.477908
55.715235,9.533733
55.246293,9.501252
56.186441,10.21267
55.65414,12.611043
56.166556,10.161221
56.155433,10.098475
55.72958,9.53268
55.488549,9.472849
55.410944,10.386811
56.466878,9.449834
57.04193,9.941973
57.049235,9.914376
56.128792,10.172852
55.625254,12.375673
55.490602,9.465857
56.547755,8.30123
56.134747,8.968752
55.247978,9.488583
57.249127,9.613749
55.485033,9.475274
56.717461,10.106022
55.712732,12.431989
57.58466,9.966931
55.86192,9.850432
56.138639,8.967144
54.76737,11.877347
56.155395,10.10337
57.012374,9.973783
55.967106,9.3899
55.861342,9.847634
55.392669,10.408756
55.886917,9.844807
55.76517,9.692598
57.097571,9.523847
55.637462,12.580985
56.163286,10.200598
57.461311,9.986014
55.646818,12.277312
55.560407,9.765209
55.657185,12.394943
56.463333,10.025896
55.397088,10.391787
55.567942,9.763619
56.157307,10.198932
55.80834,8.619803
56.46342,10.026934
55.639897,12.582434
56.44686,9.400929
55.699455,9.53635
55.467215,8.461429
55.862436,9.851873
55.617819,12.567905
55.472471,8.43588
55.389393,10.393607
55.764802,9.693167
57.043506,9.921035
55.545755,9.71011
56.186519,10.213812
56.183622,10.194967
56.450821,9.410134
56.467841,10.043466
55.466152,8.447077
55.254821,10.23564
55.399056,10.395391
57.041719,9.939385
55.720318,9.533278
56.152407,10.184353
55.355758,9.487861
57.047564,9.908747
57.034936,9.933717
55.702933,12.536352
55.621626,12.569758
55.680517,12.577114
55.270076,9.895039
55.711729,12.480323
55.49433,8.411523
56.447542,9.404525
56.490163,8.59768
55.681188,12.51862
56.184906,10.125905
56.176265,10.148523
56.653499,10.193696
57.043376,9.94963
55.692369,12.568176
56.463352,10.01809
55.722833,12.580202
55.5848,12.320129
56.445195,10.047177
54.896681,11.882894
56.1517,10.186325
55.469316,8.464831
55.047289,9.415766
56.184993,10.125524
56.040973,12.569082
57.114622,10.050151
57.042937,9.944458
56.468053,10.05128
56.568622,9.030361
55.64681,12.277246
56.751226,8.409109
55.474424,8.477338
55.683573,12.456518
56.568545,9.032592
55.721333,12.556324
57.061315,9.918701
56.204103,10.231131
56.558796,9.033981
56.567782,9.017913
55.489551,9.466603
55.657528,12.39555
57.05115,9.918009
55.708378,9.532388
55.851151,9.482586
56.981666,9.63545
55.682761,12.455596
57.060226,9.925628
56.450821,9.410134
57.022073,9.940948
57.047857,9.914443
56.18323,10.117522
56.137719,9.564402
55.870819,9.858272
56.5657,9.028807
55.269442,9.891845
57.056658,9.935553
55.392579,10.402919
55.22488,11.76118
55.647147,12.277585
55.488619,9.47633
56.036939,12.567433
56.139551,9.159264
57.050613,9.912011
55.248242,9.489149
55.729317,12.35315
56.448152,9.391503
55.061659,10.608767
55.644038,12.550003
57.051084,9.917245
56.484707,10.031545
56.172834,9.554814
57.052093,9.904492
56.406391,10.877691
55.515556,12.198174
55.046424,9.417282
56.191849,10.214508
57.047365,9.938247
55.596113,12.333282
56.203385,10.232593
56.169779,10.215617
55.328627,10.437333
57.052633,9.902807
56.480007,10.03802
55.721333,12.556324
56.267336,10.063094
55.395622,10.385785
55.722092,12.429595
55.567223,9.760525
56.368667,8.591068
55.465701,8.699882
56.185266,10.124678
56.184685,10.125366
55.388322,10.39224
55.771284,9.703458
57.042322,9.935507
55.387562,10.375848
55.393916,10.402026
56.367393,8.598691
56.032964,9.925375
55.780908,12.488022
57.055346,9.894716
55.705008,12.54386
57.443559,10.538704
56.122393,12.308452
55.40739,10.394599
57.340633,10.51439
57.04964,9.912355
55.646524,12.204018
56.140738,9.167788
57.442465,10.537051
55.647147,12.277585
55.718955,12.481157
55.013915,11.9026
55.406386,10.379803
56.445054,9.401661
55.623831,12.378885
56.159774,10.20898
55.75376,12.568604
55.062606,10.612694
55.388065,10.40216
57.047115,9.914363
56.142448,8.977593
55.637755,12.580868
55.396492,10.390203
56.967728,9.257253
56.571143,9.010333
56.367777,8.610448
55.484909,9.507325
55.394091,10.401675
55.646818,12.277312
56.645313,9.783373
56.368407,8.593715
56.024613,9.733975
56.567679,9.023442
55.466803,8.44413
55.722134,12.43015
57.04234,9.922336
57.04135,9.925037
55.400031,10.376793
57.044656,9.917432
56.195284,10.207008
55.886917,9.844807
55.945401,9.96126
55.482248,9.977624
57.268826,9.949406
56.567629,9.028593
57.307462,10.4308
56.88531,9.570109
56.422231,10.862216
57.058699,9.918929
55.357175,9.482929
56.452101,9.4019
56.089026,8.239996
56.171771,10.198405
55.716191,9.519755
57.271091,9.944184
55.397835,10.370327
55.308298,10.799226
55.484532,9.490638
54.911574,9.791541
55.658701,12.39249
56.480016,8.778786
56.468858,10.062892
57.258166,9.968248
55.39653,10.360716
55.862501,9.855786
56.562671,9.041421
56.149429,10.171464
57.036247,9.936585
57.042842,9.919807
56.175773,10.150256
55.514505,12.199219
56.166492,10.157371
55.676816,12.436026
55.381155,10.568099
57.04659,9.912433
57.011364,9.967132
54.946546,8.871643
55.910331,11.659461
57.043604,9.945109
56.462739,10.02489
55.393368,10.421374
56.463308,10.025652
55.373964,10.424553
55.655716,12.511556
55.413104,11.389998
56.462627,9.393984
55.46735,8.446419
55.322091,10.201067
55.859686,12.552972
56.329347,9.441198
55.515115,12.198327
55.564616,9.760751
56.463184,10.044897
54.935145,8.863746
56.185345,10.127989
56.029652,12.598553
57.049812,9.911463
56.633569,9.825125
55.465739,8.455132
55.373966,10.424957
54.936064,10.709772
56.132315,8.975602
56.12339,10.166415
56.196269,8.772789
55.711221,9.541992
55.764708,9.692394
56.640456,9.792638
55.561816,9.755494
56.148331,10.207313
55.48768,9.478059
57.265025,9.9517
56.671629,9.014868
55.837748,12.065893
56.463434,10.049334
55.658156,12.510301
57.443534,10.530511
55.39229,10.403022
55.660069,12.391821
55.398179,10.365125
56.154936,9.502977
56.355863,8.618278
56.1312,8.995842
57.047414,9.944207
55.499484,9.461894
55.398989,10.366267
55.46922,8.4369
55.398499,10.379359
56.146089,10.200423
56.459292,10.034258
55.711858,9.53639
55.76517,9.692598
55.656717,12.395842
56.127749,10.162893
55.393479,10.376819
57.043973,9.91106
55.714723,9.536537
56.167689,9.348011
56.137973,8.971981
57.040957,9.943883
55.707032,12.574998
55.468918,8.454949
55.38152,10.049507
55.729317,12.35315
55.658156,12.510301
57.040299,9.951768
56.033159,9.931858
55.392866,10.403302
55.681188,12.51862
55.399942,11.357052
56.447758,9.39971
56.203272,10.230752
55.657487,12.395957
55.474725,9.13724
55.768402,12.202481
55.24764,9.488799
55.61005,11.742292
57.160329,10.289505
55.514332,12.199627
57.038156,9.942152
55.396532,10.359256
55.684,12.45649
55.676903,12.434064
57.042319,9.935279
56.203007,10.231712
55.660654,12.443584
57.052044,9.90661
57.109558,9.58619
55.652608,12.52011
56.286949,9.424832
56.179073,10.199313
55.85016,9.480398
57.03594,9.945058
55.737891,12.521775
57.041366,9.942939
56.637093,9.796258
55.71792,11.71131
57.046402,9.912487
56.197824,10.19195
57.446551,10.539536
56.202728,9.014597
55.659271,9.402737
55.986328,12.521703
56.169751,10.191762
56.141664,10.192514
56.152454,10.207889
56.170988,9.55337
55.83853,12.0658
56.486524,10.013676
57.057392,9.936519
57.045063,9.919188
55.684508,12.546318
56.552563,8.310832
55.395067,10.357694
55.495144,9.453533
56.158582,10.184234
56.169588,10.191392
55.488627,9.475632
56.204329,10.230759
55.308083,10.785006
55.868705,9.844987
56.491281,8.601033
55.636579,12.583046
56.171809,10.19774
55.4078,11.368185
56.15757,9.555362
56.463678,10.026506
56.795838,8.857954
56.203498,10.233079
56.363804,8.624641
55.50833,9.503677
56.449026,9.406434
56.167867,9.547674
55.711491,9.53842
55.814456,12.378691
55.859086,9.865286
55.398973,10.395544
56.157635,10.198151
55.487115,9.489534
55.515871,12.198452
55.702692,12.536372
57.445885,10.538416
57.020517,9.948076
55.251509,9.477135
55.5848,12.320129
56.483377,10.033663
56.462079,10.036297
55.470393,8.437936
56.183622,10.194967
55.655716,12.511556
56.451068,9.400216
57.460878,9.988577
56.197403,10.234362
56.288549,9.429074
55.400841,10.388103
54.992298,9.278548
56.186612,10.214499
56.999131,9.993712
56.448971,9.38749
55.029919,9.410307
55.471538,8.437239
57.438471,10.529173
56.391015,8.808368
56.152407,10.184353
56.98317,9.636592
56.643152,9.789306
57.050448,9.916872
55.586164,11.656584
56.141458,10.193832
56.470077,10.022036
55.722426,12.581722
56.451071,9.405578
57.048718,9.917547
55.5848,12.320129
55.403809,10.381437
57.048087,9.937961
55.404462,10.381498
56.841407,9.424072
55.393097,11.360446
56.194023,10.219606
55.698985,12.536415
55.864459,9.845469
55.328066,11.141835
55.714522,12.56064
55.862386,9.862232
56.484504,10.030548
57.054667,9.903309
55.474792,9.477727
55.637843,12.580475
55.56644,9.756876
55.485399,9.499201
56.996384,9.992386
55.400902,10.397855
56.464917,10.025565
57.055919,9.900817
55.065191,10.586868
55.565617,10.088446
55.663655,12.560182
56.196506,10.204158
56.185773,10.125338
55.811814,11.502604
56.137611,9.565437
56.164344,10.192488
55.505842,9.725499
57.45882,9.983901
54.767183,11.867164
55.482374,10.254476
55.477524,8.44104
55.621909,12.569691
57.587271,9.960252
55.394425,10.381384
55.628794,12.086146
57.050182,9.908249
55.997006,12.533968
56.185154,10.125294
56.164806,9.544532
57.159574,9.734018
57.055526,9.898827
56.168036,9.552291
56.484199,10.033149
54.913725,9.809585
56.139437,8.98163
56.13407,8.98564
55.469871,8.447911
57.038473,9.942929
57.042492,9.946836
55.231756,11.755928
57.010081,9.888139
55.677606,12.581184
56.369227,8.595801
56.149784,10.171438
56.164557,9.543661
54.821357,9.348858
55.862575,9.85334
55.5848,12.320129
56.46223,10.02783
55.406832,11.353611
55.055794,9.402257
57.039557,9.920568
56.406455,10.878308
56.141397,10.185268
55.835736,12.066682
56.116742,10.207389
55.560804,9.760358
55.71187,9.53618
56.449754,9.409422
55.318026,10.779425
57.459616,9.984753
56.988914,9.634507
56.358318,8.608797
56.203275,10.234056
56.153405,10.192601
56.059238,10.162106
55.751814,8.928613
55.926437,12.307733
55.709083,9.542446
56.484707,10.031545
56.459347,10.038511
55.270312,9.900027
56.448905,10.042767
56.164517,9.541877
55.394016,10.423053
55.645478,12.280136
57.014016,9.891724
56.153996,10.193035
57.045174,9.921478
56.035763,12.61547
56.468924,10.039698
55.564264,9.752397
56.714791,10.111863
57.058634,9.939259
56.203673,10.232205
56.153539,10.206478
55.642121,12.267138
56.391567,9.899056
56.15826,10.212388
55.396396,10.357199
57.035996,9.936582
55.657528,12.39555
57.048692,9.937957
56.45224,9.404011
56.450046,9.399417
56.196414,10.203433
55.702813,12.536362
55.393818,10.408717
55.618469,12.57067
56.576289,9.032791
55.373842,10.427915
57.034794,9.906878
55.122886,9.431221
55.121244,12.039383
55.865744,9.856532
56.568657,9.023199
55.485419,9.500225
57.050228,9.910757
56.134958,8.988515
55.315778,10.7962
56.143045,10.199704
55.650745,12.269563
56.165846,10.217216
57.042281,9.945975
55.400007,11.356838
56.136418,8.970711
55.472655,8.435099
56.81445,10.057812
55.403809,10.381437
55.397254,10.375087
55.937977,12.519929
55.395001,10.356362
57.051096,9.917257
55.484941,9.475955
55.5848,12.320129
57.047427,10.016005
55.398499,10.379359
55.754809,12.567417
56.157709,10.128753
55.657528,12.39555
57.046486,9.914089
55.481349,9.475591
57.0976,9.52386
55.858036,9.847067
56.46825,10.038608
55.873044,9.810325
57.048688,9.937919
55.485765,9.497823
57.025637,10.001786
56.146945,10.194459
55.083471,12.03301
55.657528,12.39555
55.843896,9.238461
56.463103,10.027691
56.059178,10.161835
56.406772,10.877498
57.044569,9.931703
56.160839,10.134262
57.035693,9.935286
56.167822,9.551386
55.468229,8.456882
56.465096,10.319226
56.358406,8.609011
55.473225,8.448744
54.832133,11.138548
57.044811,9.919034
55.665054,12.456146
56.647973,9.803778
55.705502,12.527136
55.645661,12.210663
55.480143,8.464303
56.197403,10.234362
56.195135,8.767601
57.047749,9.937506
56.202007,10.230454
55.64732,12.197222
55.410478,10.394568
56.417784,10.892092
55.607984,12.353087
55.406432,11.350184
56.039951,12.566716
55.705152,12.582088
57.004331,9.929581
57.442153,10.529122
55.929904,12.300433
55.486493,9.498368
56.194637,9.585228
55.713615,11.713917
56.16441,10.222502
55.238789,11.758633
56.465677,10.030374
56.354839,8.618548
55.657487,12.395957
55.063543,10.620474
56.13934,8.982439
56.462961,10.024214
55.713659,11.725214
55.869446,9.844012
56.369313,8.591558
