Adress,City,Street name,Postal code,Latitude,Longitude,Monthly rent,Aconto,Square meters,Rooms,Floor,Property type,Furnished,Shareable,Pets allowed,Elevator,Senior frendly,Only for students,Balcony/Terrace,Parking,Energy label,Description,Link
"Hyrdevangen, 2700 København, Brønshøj  - 1. sal",København,Hyrdevangen,2700,55.70821,12.511146,6.990 kr.,800 kr.,30 m²,1,1.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,N/A,"Hyggelig etværelses lejlighed med eget tekøkken og bad. 
Ejendommen har dørtelefon og elevator og ligger tæt på indkøbs muligheder, svømmestadion og Københavns pulserende liv. Der er stort grønt fællesareal, fri parkering og fælles vaskeri i kælderen. Derudover er der tilhørende kælderrum til hvert lejemål. 

Billederne er kun retningsgivende for så vidt angår farver og materialevalg, da de kan være taget i en anden lejlighed.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/30m2-1-vaer-id-5215566
"Frederiksgade, 5700 Svendborg  - 2. sal",Svendborg,Frederiksgade,5700,55.059061,10.613018,6.650 kr.,500 kr.,89 m²,2,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,D,"Centralt beliggende 2,5 værelses herskabslejlighed på 89 m2 udlejes.

Lejligheden er placeret meget tæt på havn, banegård og centrum. Lejemålet er ideel til yngre mennesker der ønsker at være tæt på det pulserende byliv. Frederiksgade er i 2021 blevet omdannet til mere cafe-område og gågade.

Lejligheden indeholder entre, stue med kvist og nyt  gulv. Køkken fra 2013 med plads til spisebord og barstole. Soveværelse og gang ligeledes med parketgulve. Badeværelse renoveret i 2021 med brus og vaskemaskine. 

Der er adgang til fælles gårdhave og cykelparkering.

Husleje pr. mdr. kr. 6.650 inkl. vand og renovation.
A’conto varme pr. mdr. kr. 500,00
Antennebidrag: 289 kr. pr. mdr. til TELIA.

El der afregnes direkte til NORLYS. Ejendommen har Fjernvarme fra Svendborg Fjernvarme",https://www.boligportal.dk/lejligheder/svendborg/89m2-2-vaer-id-938039
"Langelandsgade, 9000 Aalborg, Aalborg  - 3. sal",Aalborg,Langelandsgade,9000,57.042339,9.941716,5.950 kr.,500 kr.,74 m²,2,3.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,D,"Lejlighed med 2 store værelser, hvor stuen har blotlagte hanebånd, og højt til loftet, samt opgang til lejlighedens hems. 
Du træder ind i entreen hvor der er adgang til alle lejlighedens rum. 
Du finder 2 store lyse værelser, et stort køkken og et stort badeværelse med brucheniche.",https://www.boligportal.dk/lejligheder/aalborg/74m2-2-vaer-id-5369722
"Nørrevoldgade, 5800 Nyborg  - 2. sal",Nyborg,Nørrevoldgade,5800,55.313016,10.793164,4.531 kr.,575 kr.,69 m²,2,2.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Lejlighed I pæn ejendom, med ordnede forhold og meget rolige beboere, udlejes denne hyggelige lejlighed.

Taglejligheden rummer, entre, lys stue, køkken med lille spiseplads, soveværelse med klædeskabe og fritliggende bjælker. Badeværelse med brus. 

Fra lejligheden er der udsigt til Nyborg kirke og voldgraven, der er adgang til fælles gårdhave og fælles vaskeri.

 Udlejes til rolige personer uden børn. 
 Rygning og Husdyr ikke tilladt.",https://www.boligportal.dk/lejligheder/nyborg/69m2-2-vaer-id-3960191
"Sct. Mogens Gade, 8800 Viborg  - Stuen",Viborg,Sct. Mogens Gade,8800,56.455408,9.412773,3.395 kr.,750 kr.,40 m²,2,Stuen,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,N/A,"Hyggelig og charmerende 2 vær. i Viborg centrum.

Du træder ind i en rigtig fin entré med god plads til overtøj, herfra er der fordeling til et dejligt lyst køkken og en skøn lys stue hvorfra der er adgang til soveværelset med faste skabe.

Der er fællesbad og fællesvaskeri i kælderen.

Fra lejligheden har du gåafstand til både Katedralskolen, Sygeplejeskolen og byens mange forretninger, caféer samt det smukke, naturskønne område omkring Borgvold og Søerne.

Alle vores lejemål udlejes efter først-til-mølle-princippet.",https://www.boligportal.dk/lejligheder/viborg/40m2-2-vaer-id-4212905
"Gl. Køge Landevej, 2500 København, Valby  - 3. sal",København,Gl. Køge Landevej,2500,55.655716,12.511556,7.400 kr.,600 kr.,29 m²,1,3.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,A,"Velkommen til Blækhus Valby!
Velkommen til Blækhus Valby!
Er du studerende eller nyuddannet? Så kunne en 1-værelses lejlighed i Blækhus måske være noget for dig!
Velindrettede og lyse etværelses lejligheder med eget bad, køkkenniche og fransk altan.
HER FÅR DU:
- En 1-værelses lejlighed i attraktive Valby
- Et hjem beliggende kun 5 km fra Københavns Rådhusplads
- En lys og indbydende bolig, hvor funktionaliteten er i top
- En separat boligenhed med adgang til fede fællesarealer
- En fælles terrasse på ejendommens femte - og sjettesal
- En beliggenhed tæt på offentlig transport og indkøb.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/29m2-1-vaer-id-5378655
"Gammel Jernbanevej, 2500 København, Valby  - 1. sal",København,Gammel Jernbanevej,2500,55.664234,12.518559,7.900 kr.,500 kr.,31 m²,1,1.,Lejlighed,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,N/A,"Lejligheden er en lille hyggelig 1-værelses på i alt 31 kvadratmeter. Lejligheden fremstår rigtig fin og har et godt lysindfald fra det store vinduesparti. Boligen har et lille køkken med et køle/fryseskab, to kogeplader og en emhætte. Badeværelset er lyst og nydeligt med pæne hvide og cremefarvede klinker.

Til ejendommen er der et fælles opholdsrum samt en fælles tagterrasse man med fordel kan benytte sig af. Derudover er der fælles vaskerum.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/31m2-1-vaer-id-5372031
"Midtbyvej, 6893 Hemmet, Nr Bork  - 1. sal",Hemmet,Midtbyvej,6893,55.833057,8.315957,2.600 kr.,800 kr.,34 m²,1,1.,Lejlighed,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,N/A,"God lille lejlighed i Nørre Bork på første sal,

Der er fælles vaskeri i kælderen, have med en pavillon til fælles brug
Der medfølger ikke møbler
Bussen holder ved adressen og køre til bla. til Skjern, Tarm og Nørre Nebel

Der er skiftet 52 døre/vinduer og bygningen er blevet omfuget
Oliefyret er skiftet ud med en varmepumpe,",https://www.boligportal.dk/lejligheder/hemmet/34m2-1-vaer-id-5289259
"John F. Kennedys Pl., 9000 Aalborg, Aalborg  - 1. sal",Aalborg,John F. Kennedys Pl.,9000,57.043666,9.918101,4.995 kr.,600 kr.,49 m²,2,1.,Lejlighed,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,D,"Hvis du gerne vil bo tæt på det hele, og stadig kun have udsigt til det grønne, har du fundet den rette lejlighed!

Super lækker lejlighed beliggende i det centrale Aalborg tæt på alt hvad der findes af transportforbindelser. 

Lejligheden består af kombineret køkken/stue, soveværelse og rummeligt badeværelse med vaskesøjle og selvstændig brusekabine.

Lejligheden overtages nymalet.

Til ejendommen er der en aflukket park med dam, træer, buske og grillplads. En sand oase.

Bemærk, husdyr er tilladt.",https://www.boligportal.dk/lejligheder/aalborg/49m2-2-vaer-id-5038994
"Michael Strunges Vej, 2300 København, København S  - 3. sal",København,Michael Strunges Vej,2300,55.638001,12.581605,17.100 kr.,1.150 kr.,113 m²,4,3.,Lejlighed,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,A,"Velkommen til boligen
BEMÆRK VENLIGST:
Ejendom med butikker og lejligheder boligen er tegnet af Praksis Arkitekter og er kendetegnet ved sin lyse teglkonstruktion med forskellige stentyper, som skaber spil i facaderne og giver bygningen sit eget unikke udtryk. I byggeriets stueetage finder du butikker, cafeer samt bydelens kultur- og beboerhus, mens resten af ejendommen indeholder private boliger.
Lyse og moderne boliger Fra 1. sal består boligen består af 2-4-værelses lejligheder. I alle boliger er der taget udgangspunkt i at sikre gode dagslysforhold og fleksible indretningsmuligheder til de primære opholdsrum. Materialerne i boligerne er lyse, og køkkenet er hvidt og moderne fra Invita.
Indbydende gårdrum Midt i boligen er der skabt et stort grønt gårdrum med plads til ophold og leg. Gårdrummet får tæt beplantning med forskellige græsser, buske og træer og i den nordøstlige del placeres en legeplads med omkringliggende bænke. Midt i gårdrummet er der mulighed for at aflevere sit affald i affaldsstandere, som omkranses af en pergola med klatreplanter.
Husdyr: Kan ansøges
*Bemærk at billederne ikke nødvendigvis er taget af/fra den pågældende lejlighed, og at udsigt m.v. derfor kan variere.",https://www.boligportal.dk/lejligheder/k%C3%B8benhavn/113m2-4-vaer-id-5360939
